"Status","Year","Function_of_post","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Human Resources","Companies House","Human Resources","SEO/HEO","10","[c]","38250","40680"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Crown Commercial Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Crown Office and Procurator Fiscal Service","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Crown Office and Procurator Fiscal Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Crown Prosecution Service","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Crown Prosecution Service","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Crown Prosecution Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Defence Equipment and Support","Human Resources","AA/AO","20","[c]","21340","21000"
"New entrant CS","2023","Human Resources","Defence Equipment and Support","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Defence Equipment and Support","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Defence Equipment and Support","Human Resources","SEO/HEO","10","[c]","36220","33800"
"New entrant CS","2023","Human Resources","Defence Science and Technology Laboratory","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Defence Science and Technology Laboratory","Human Resources","EO","15","[c]","23920","24630"
"New entrant CS","2023","Human Resources","Defence Science and Technology Laboratory","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Defence Science and Technology Laboratory","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education (excl. agencies)","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education (excl. agencies)","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education (excl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","G6/G7","20","[c]","54040","53150"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","SEO/HEO","20","[c]","34910","35560"
"New entrant CS","2023","Human Resources","Department for International Trade","Human Resources","EO","15","[c]","27750","29000"
"New entrant CS","2023","Human Resources","Department for International Trade","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for International Trade","Human Resources","SEO/HEO","10","[c]","34240","33790"
"New entrant CS","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Transport (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Transport (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","SEO/HEO","20","[c]","33070","34170"
"New entrant CS","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Driver and Vehicle Licensing Agency","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Driver and Vehicle Licensing Agency","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Driver and Vehicle Standards Agency","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Driver and Vehicle Standards Agency","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Driver and Vehicle Standards Agency","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Driver and Vehicle Standards Agency","Human Resources","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Food Standards Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Food Standards Agency","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Government Actuary's Department","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Government Internal Audit Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Government Legal Department","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Government Legal Department","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Government Legal Department","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Government Legal Department","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Courts and Tribunals Service","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Courts and Tribunals Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Courts and Tribunals Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Land Registry","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Land Registry","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Land Registry","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Prison and Probation Service","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Prison and Probation Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","AA/AO","25","[c]","22520","22520"
"New entrant CS","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","EO","25","[c]","27710","27650"
"New entrant CS","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","SEO/HEO","25","[c]","36150","34400"
"New entrant CS","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury (excl. agencies)","Human Resources","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury (excl. agencies)","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury (excl. agencies)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury (excl. agencies)","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Health and Safety Executive","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Health and Safety Executive","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Health and Safety Executive","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Human Resources","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Human Resources","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Institute for Apprenticeships and Technical Education","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Institute for Apprenticeships and Technical Education","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Intellectual Property Office","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Intellectual Property Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Intellectual Property Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Maritime and Coastguard Agency","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Maritime and Coastguard Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Met Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Met Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Met Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","AA/AO","85","[c]","22070","22220"
"New entrant CS","2023","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","EO","120","[c]","28370","27140"
"New entrant CS","2023","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","G6/G7","10","[c]","59820","54770"
"New entrant CS","2023","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","SEO/HEO","115","[c]","38680","37540"
"New entrant CS","2023","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Justice (excl. agencies)","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
