"Status","Year","Function_of_post","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Digital, Data and Technology","G6/G7","30","25","59670","62540"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Digital, Data and Technology","SEO/HEO","10","10","36200","37590"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Operational Delivery","G6/G7","10","10","59570","57600"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Operational Delivery","SEO/HEO","20","15","35850","37590"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Policy","G6/G7","20","20","56360","56040"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Policy","SEO/HEO","15","15","38120","37880"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Project Delivery","EO","65","65","27520","26940"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Project Delivery","G6/G7","505","495","59590","56180"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Project Delivery","SCS level","10","10","80380","76770"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Project Delivery","SEO/HEO","295","290","35820","37590"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Property","G6/G7","15","15","61930","62540"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","Statistics","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Department for International Trade","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for International Trade","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for International Trade","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for International Trade","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for International Trade","Operational Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Department for International Trade","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for International Trade","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for International Trade","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for International Trade","Policy","G6/G7","5","5","[c]","[c]"
"In post","2023","Project Delivery","Department for International Trade","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for International Trade","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for International Trade","Project Delivery","EO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Department for International Trade","Project Delivery","G6/G7","30","30","58610","55500"
"In post","2023","Project Delivery","Department for International Trade","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for International Trade","Project Delivery","SEO/HEO","25","25","38460","38050"
"In post","2023","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","EO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","G6/G7","90","85","55730","54630"
"In post","2023","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","SCS level","5","5","[c]","[c]"
"In post","2023","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","SEO/HEO","60","55","37020","37540"
"In post","2023","Project Delivery","Department for Transport (excl. agencies)","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Transport (excl. agencies)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Transport (excl. agencies)","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Transport (excl. agencies)","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Transport (excl. agencies)","Project Delivery","EO","15","15","30980","30920"
"In post","2023","Project Delivery","Department for Transport (excl. agencies)","Project Delivery","G6/G7","230","225","60540","56340"
"In post","2023","Project Delivery","Department for Transport (excl. agencies)","Project Delivery","SCS level","40","40","90530","83250"
"In post","2023","Project Delivery","Department for Transport (excl. agencies)","Project Delivery","SEO/HEO","140","135","39770","39820"
"In post","2023","Project Delivery","Department for Transport (excl. agencies)","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Transport (excl. agencies)","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Transport (excl. agencies)","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","Other","EO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","Other","SEO/HEO","10","10","36390","36320"
"In post","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","Project Delivery","AA/AO","35","30","22210","21690"
"In post","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","Project Delivery","EO","210","190","28780","28120"
"In post","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","Project Delivery","G6/G7","265","245","56780","51330"
"In post","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","Project Delivery","SCS level","30","30","89460","80880"
"In post","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","Project Delivery","SEO/HEO","845","770","36760","34970"
"In post","2023","Project Delivery","Department of Health and Social Care (excl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department of Health and Social Care (excl. agencies)","Project Delivery","G6/G7","20","20","56130","54690"
"In post","2023","Project Delivery","Department of Health and Social Care (excl. agencies)","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department of Health and Social Care (excl. agencies)","Project Delivery","SEO/HEO","15","15","37910","38750"
"In post","2023","Project Delivery","Driver and Vehicle Licensing Agency","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Driver and Vehicle Licensing Agency","Project Delivery","EO","30","30","27020","26960"
"In post","2023","Project Delivery","Driver and Vehicle Licensing Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Driver and Vehicle Licensing Agency","Project Delivery","SEO/HEO","15","10","43400","42180"
"In post","2023","Project Delivery","Driver and Vehicle Standards Agency","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Driver and Vehicle Standards Agency","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Driver and Vehicle Standards Agency","Policy","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Project Delivery","Driver and Vehicle Standards Agency","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Driver and Vehicle Standards Agency","Project Delivery","EO","10","10","27020","26960"
"In post","2023","Project Delivery","Driver and Vehicle Standards Agency","Project Delivery","G6/G7","10","10","[c]","[c]"
"In post","2023","Project Delivery","Driver and Vehicle Standards Agency","Project Delivery","SEO/HEO","15","15","37320","39630"
"In post","2023","Project Delivery","Education and Skills Funding Agency","Project Delivery","G6/G7","10","10","[c]","[c]"
"In post","2023","Project Delivery","Education and Skills Funding Agency","Project Delivery","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Project Delivery","Estyn","Inspector of Education and Training","G6/G7","65","65","78210","78500"
"In post","2023","Project Delivery","Estyn","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Estyn","Operational Delivery","EO","15","15","29850","30610"
"In post","2023","Project Delivery","Estyn","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Estyn","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Estyn","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Estyn","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Estyn","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","FCDO Services","Project Delivery","AA/AO","5","5","[c]","[c]"
"In post","2023","Project Delivery","FCDO Services","Project Delivery","EO","20","20","29260","28540"
"In post","2023","Project Delivery","FCDO Services","Project Delivery","G6/G7","20","20","68180","66280"
"In post","2023","Project Delivery","FCDO Services","Project Delivery","SEO/HEO","30","30","39500","38150"
"In post","2023","Project Delivery","FCDO Services","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Food Standards Agency","Project Delivery","EO","10","5","[c]","[c]"
"In post","2023","Project Delivery","Food Standards Agency","Project Delivery","G6/G7","20","20","57070","57250"
"In post","2023","Project Delivery","Food Standards Agency","Project Delivery","SEO/HEO","15","15","37860","38100"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","EO","35","35","29820","30680"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","G6/G7","270","260","59690","57620"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","SCS level","25","25","85390","79000"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","SEO/HEO","200","200","38980","39190"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","AA/AO","15","15","28210","28950"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","EO","20","20","30970","32080"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","G6/G7","255","240","61960","61400"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","SCS level","25","25","83300","79000"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","SEO/HEO","140","135","40830","40600"
"In post","2023","Project Delivery","Government Actuary's Department","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Actuary's Department","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Actuary's Department","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Actuary's Department","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Internal Audit Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Internal Audit Agency","Project Delivery","G6/G7","5","5","[c]","[c]"
"In post","2023","Project Delivery","Government Internal Audit Agency","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Internal Audit Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Legal Department","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Legal Department","Project Delivery","G6/G7","10","5","[c]","[c]"
"In post","2023","Project Delivery","Government Legal Department","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Legal Department","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","Operational Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","Project Delivery","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Project Delivery","HM Land Registry","Project Delivery","AA/AO","30","30","23390","23390"
"In post","2023","Project Delivery","HM Land Registry","Project Delivery","EO","20","20","28980","28080"
"In post","2023","Project Delivery","HM Land Registry","Project Delivery","G6/G7","25","25","59230","57880"
"In post","2023","Project Delivery","HM Land Registry","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Land Registry","Project Delivery","SEO/HEO","115","115","39770","39520"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Operational Delivery","AA/AO","35","30","23190","22520"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Operational Delivery","EO","95","90","28800","28130"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Operational Delivery","G6/G7","30","30","61070","57970"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Operational Delivery","SEO/HEO","175","170","38520","35000"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Other","G6/G7","20","20","60510","57970"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Other","SEO/HEO","40","35","41080","42140"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","AA/AO","10","5","[c]","[c]"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","EO","50","45","31170","32260"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","G6/G7","625","595","67490","65230"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","SCS level","65","65","87520","84160"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","SEO/HEO","390","365","42060","42510"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","AA/AO","15","15","23400","22520"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","EO","155","140","29260","28130"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","G6/G7","1065","1045","61950","57970"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","SCS level","70","65","84640","80500"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","SEO/HEO","1685","1615","40200","42140"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Tax","AA/AO","15","15","22520","22520"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Tax","EO","185","165","29930","29640"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Tax","G6/G7","45","45","64290","65220"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Tax","SEO/HEO","425","395","37570","35000"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Unknown","EO","25","25","28690","28130"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Unknown","G6/G7","75","70","60920","59180"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Unknown","SCS level","10","10","[c]","[c]"
"In post","2023","Project Delivery","HM Revenue and Customs (excl. agencies)","Unknown","SEO/HEO","130","130","38810","39450"
"In post","2023","Project Delivery","HM Treasury (excl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Treasury (excl. agencies)","Project Delivery","G6/G7","5","5","[c]","[c]"
"In post","2023","Project Delivery","HM Treasury (excl. agencies)","Project Delivery","SEO/HEO","10","10","34790","34530"
"In post","2023","Project Delivery","Health and Safety Executive","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2023","Project Delivery","Health and Safety Executive","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Health and Safety Executive","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Health and Safety Executive","Project Delivery","EO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Health and Safety Executive","Project Delivery","G6/G7","15","15","57970","56690"
"In post","2023","Project Delivery","Health and Safety Executive","Project Delivery","SEO/HEO","20","20","39200","40290"
"In post","2023","Project Delivery","Health and Safety Executive","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Health and Safety Executive","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Health and Safety Executive","Science and Engineering","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Project Delivery","Home Office","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Home Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Home Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Home Office","Project Delivery","G6/G7","25","25","64960","65820"
"In post","2023","Project Delivery","Home Office","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Home Office","Project Delivery","SEO/HEO","25","25","38870","39000"
"In post","2023","Project Delivery","Institute for Apprenticeships and Technical Education","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Institute for Apprenticeships and Technical Education","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Institute for Apprenticeships and Technical Education","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Institute for Apprenticeships and Technical Education","Project Delivery","G6/G7","25","25","54590","51710"
"In post","2023","Project Delivery","Institute for Apprenticeships and Technical Education","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Institute for Apprenticeships and Technical Education","Project Delivery","SEO/HEO","10","10","36850","37710"
"In post","2023","Project Delivery","Intellectual Property Office","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Intellectual Property Office","Legal","G6/G7","10","5","[c]","[c]"
"In post","2023","Project Delivery","Intellectual Property Office","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Intellectual Property Office","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Intellectual Property Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Intellectual Property Office","Project Delivery","G6/G7","10","10","[c]","[c]"
"In post","2023","Project Delivery","Intellectual Property Office","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Intellectual Property Office","Project Delivery","SEO/HEO","20","20","37730","41240"
"In post","2023","Project Delivery","Legal Aid Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Medicine","G6/G7","10","10","65140","68260"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Medicine","SCS level","30","30","86140","86940"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","EO","50","50","28430","28500"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","G6/G7","35","35","57880","55100"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","SCS level","20","20","94230","85410"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","SEO/HEO","60","60","37840","38050"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Operational Research","G6/G7","15","15","57020","55200"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Operational Research","SCS level","5","5","[c]","[c]"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Operational Research","SEO/HEO","15","15","38650","41190"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Policy","G6/G7","10","10","55880","54990"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Project Delivery","G6/G7","5","5","[c]","[c]"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Project Delivery","SEO/HEO","10","10","37950","41190"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","EO","10","10","[c]","[c]"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","G6/G7","135","130","62040","55470"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","SCS level","35","35","84290","82000"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","SEO/HEO","145","145","39830","41190"
"In post","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Met Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Met Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Met Office","Digital, Data and Technology","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Met Office","Other","AA/AO","35","35","18990","19080"
"In post","2023","Project Delivery","Met Office","Other","EO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Met Office","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Met Office","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Met Office","Policy","G6/G7","25","25","58000","60000"
