"Status","Year","Age","Organisation","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","40-49","Driver and Vehicle Licensing Agency","Wales","AA","15","[c]","18690","19000"
"Leaver CS","2023","40-49","Driver and Vehicle Licensing Agency","Wales","AO","45","[c]","22430","22500"
"Leaver CS","2023","40-49","Driver and Vehicle Licensing Agency","Wales","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Licensing Agency","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Licensing Agency","Wales","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Licensing Agency","Wales","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Licensing Agency","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Licensing Agency","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","East Midlands (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","East of England","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","London","EO","10","[c]","31120","31260"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","Scotland","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","South East (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","South West (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","Wales","EO","10","[c]","29690","27210"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","West Midlands (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","West Midlands (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Driver and Vehicle Standards Agency","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Education Scotland","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Education and Skills Funding Agency","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Education and Skills Funding Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Education and Skills Funding Agency","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Education and Skills Funding Agency","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Education and Skills Funding Agency","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Education and Skills Funding Agency","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Education and Skills Funding Agency","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Education and Skills Funding Agency","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Education and Skills Funding Agency","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Education and Skills Funding Agency","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","FCDO Services","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","FCDO Services","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","FCDO Services","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","FCDO Services","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","FCDO Services","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","FCDO Services","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Food Standards Agency","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Food Standards Agency","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Food Standards Agency","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Food Standards Agency","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Food Standards Agency","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Food Standards Agency","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Food Standards Agency","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Food Standards Agency","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Food Standards Agency","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Food Standards Agency","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Food Standards Agency","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Food Standards Agency","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Food Standards Agency","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Food Standards Agency","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Food Standards Agency","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Food Standards Scotland","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Food Standards Scotland","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","London","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Forestry and Land Scotland","Scotland","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Forestry and Land Scotland","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Forestry and Land Scotland","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Forestry and Land Scotland","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Forestry and Land Scotland","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Actuary's Department","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Actuary's Department","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Actuary's Department","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Actuary's Department","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Commercial Organisation","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Commercial Organisation","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Commercial Organisation","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Commercial Organisation","London","G7","15","[c]","66580","67750"
"Leaver CS","2023","40-49","Government Commercial Organisation","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Commercial Organisation","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Commercial Organisation","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Commercial Organisation","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Commercial Organisation","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Commercial Organisation","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Commercial Organisation","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Commercial Organisation","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Commercial Organisation","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Commercial Organisation","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Commercial Organisation","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Internal Audit Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Internal Audit Agency","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Internal Audit Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Internal Audit Agency","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Internal Audit Agency","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Internal Audit Agency","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Internal Audit Agency","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Internal Audit Agency","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Legal Department","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Legal Department","London","G6","30","[c]","67920","67600"
"Leaver CS","2023","40-49","Government Legal Department","London","G7","20","[c]","52670","52020"
"Leaver CS","2023","40-49","Government Legal Department","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Legal Department","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Legal Department","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Legal Department","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Legal Department","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Legal Department","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Property Agency","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Property Agency","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Government Property Agency","North West (England)","HEO","[c]","[c]","[c]","[c]"
