"Status","Year","Age","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","Male","150","[c]","28120","27350"
"New entrant CS","2023","20-29","Cheshire","Female","115","[c]","27100","24070"
"New entrant CS","2023","20-29","Cheshire","Male","65","[c]","28230","28880"
"New entrant CS","2023","20-29","Cornwall and Isles of Scilly","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cornwall and Isles of Scilly","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cumbria","Female","55","[c]","23230","22150"
"New entrant CS","2023","20-29","Cumbria","Male","40","[c]","23450","22150"
"New entrant CS","2023","20-29","Derbyshire and Nottinghamshire","Female","415","[c]","24860","23640"
"New entrant CS","2023","20-29","Derbyshire and Nottinghamshire","Male","265","[c]","25320","23230"
"New entrant CS","2023","20-29","Devon","Female","165","[c]","24400","23640"
"New entrant CS","2023","20-29","Devon","Male","160","[c]","25440","24150"
"New entrant CS","2023","20-29","Dorset and Somerset","Female","110","[c]","25050","23640"
"New entrant CS","2023","20-29","Dorset and Somerset","Male","85","[c]","25720","24430"
"New entrant CS","2023","20-29","East Anglia","Female","265","[c]","25120","23640"
"New entrant CS","2023","20-29","East Anglia","Male","225","[c]","26200","27000"
"New entrant CS","2023","20-29","East Wales","Female","475","[c]","25760","23640"
"New entrant CS","2023","20-29","East Wales","Male","425","[c]","26670","24840"
"New entrant CS","2023","20-29","East Yorkshire and Northern Lincolnshire","Female","120","[c]","25210","23640"
"New entrant CS","2023","20-29","East Yorkshire and Northern Lincolnshire","Male","85","[c]","27490","28880"
"New entrant CS","2023","20-29","Eastern Scotland","Female","475","[c]","28050","24890"
"New entrant CS","2023","20-29","Eastern Scotland","Male","320","[c]","28200","25710"
"New entrant CS","2023","20-29","Essex","Female","95","[c]","24560","23640"
"New entrant CS","2023","20-29","Essex","Male","90","[c]","25030","23640"
"New entrant CS","2023","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Female","730","[c]","26390","24750"
"New entrant CS","2023","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Male","730","[c]","26870","26590"
"New entrant CS","2023","20-29","Greater Manchester","Female","630","[c]","25790","23640"
"New entrant CS","2023","20-29","Greater Manchester","Male","465","[c]","27790","25900"
"New entrant CS","2023","20-29","Hampshire and Isle of Wight","Female","345","[c]","25800","23640"
"New entrant CS","2023","20-29","Hampshire and Isle of Wight","Male","345","[c]","27540","27080"
"New entrant CS","2023","20-29","Herefordshire, Worcestershire and Warwickshire","Female","80","[c]","24290","23640"
"New entrant CS","2023","20-29","Herefordshire, Worcestershire and Warwickshire","Male","65","[c]","25870","24430"
"New entrant CS","2023","20-29","Highlands and Islands","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Highlands and Islands","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Inner London - East","Female","510","[c]","31530","28970"
"New entrant CS","2023","20-29","Inner London - East","Male","410","[c]","32200","31980"
"New entrant CS","2023","20-29","Inner London - West","Female","1795","[c]","32190","29660"
"New entrant CS","2023","20-29","Inner London - West","Male","1355","[c]","32650","32150"
"New entrant CS","2023","20-29","Kent","Female","280","[c]","25250","24570"
"New entrant CS","2023","20-29","Kent","Male","250","[c]","25890","25750"
"New entrant CS","2023","20-29","Lancashire","Female","225","[c]","24830","23640"
"New entrant CS","2023","20-29","Lancashire","Male","190","[c]","25170","23230"
"New entrant CS","2023","20-29","Leicestershire, Rutland and Northamptonshire","Female","180","[c]","23460","22450"
"New entrant CS","2023","20-29","Leicestershire, Rutland and Northamptonshire","Male","120","[c]","25310","23640"
"New entrant CS","2023","20-29","Lincolnshire","Female","75","[c]","24250","23230"
"New entrant CS","2023","20-29","Lincolnshire","Male","65","[c]","27020","28500"
"New entrant CS","2023","20-29","Merseyside","Female","665","[c]","23740","22400"
"New entrant CS","2023","20-29","Merseyside","Male","510","[c]","24260","22400"
"New entrant CS","2023","20-29","North Eastern Scotland","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","North Eastern Scotland","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","North Yorkshire","Female","115","[c]","26350","24920"
"New entrant CS","2023","20-29","North Yorkshire","Male","75","[c]","27380","25350"
"New entrant CS","2023","20-29","Northern Ireland","Female","110","[c]","25150","22520"
"New entrant CS","2023","20-29","Northern Ireland","Male","80","[c]","23870","22520"
"New entrant CS","2023","20-29","Northumberland, and Tyne and Wear","Female","375","[c]","24860","22520"
"New entrant CS","2023","20-29","Northumberland, and Tyne and Wear","Male","335","[c]","26220","22520"
"New entrant CS","2023","20-29","Outer London - East and North East","Female","85","[c]","28640","27640"
"New entrant CS","2023","20-29","Outer London - East and North East","Male","45","[c]","29660","32110"
"New entrant CS","2023","20-29","Outer London - South","Female","270","[c]","29080","26920"
"New entrant CS","2023","20-29","Outer London - South","Male","185","[c]","30750","29750"
"New entrant CS","2023","20-29","Outer London - West and North West","Female","280","[c]","28790","29000"
"New entrant CS","2023","20-29","Outer London - West and North West","Male","210","[c]","29900","29750"
"New entrant CS","2023","20-29","Overseas","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Shropshire and Staffordshire","Female","185","[c]","26330","24070"
"New entrant CS","2023","20-29","Shropshire and Staffordshire","Male","155","[c]","29460","28880"
"New entrant CS","2023","20-29","South Yorkshire","Female","365","[c]","25280","24070"
"New entrant CS","2023","20-29","South Yorkshire","Male","290","[c]","25950","25750"
"New entrant CS","2023","20-29","Southern Scotland","Female","95","[c]","23810","22520"
"New entrant CS","2023","20-29","Southern Scotland","Male","85","[c]","23940","22520"
"New entrant CS","2023","20-29","Surrey, East and West Sussex","Female","250","[c]","26710","25340"
"New entrant CS","2023","20-29","Surrey, East and West Sussex","Male","140","[c]","27420","26750"
"New entrant CS","2023","20-29","Tees Valley and Durham","Female","340","[c]","26030","24070"
"New entrant CS","2023","20-29","Tees Valley and Durham","Male","265","[c]","26760","28120"
"New entrant CS","2023","20-29","Unknown","Female","40","[c]","26160","25480"
"New entrant CS","2023","20-29","Unknown","Male","115","[c]","23120","21780"
"New entrant CS","2023","20-29","West Central Scotland","Female","585","[c]","25760","22920"
"New entrant CS","2023","20-29","West Central Scotland","Male","495","[c]","25950","23450"
"New entrant CS","2023","20-29","West Midlands","Female","660","[c]","25140","22520"
"New entrant CS","2023","20-29","West Midlands","Male","480","[c]","25130","22520"
"New entrant CS","2023","20-29","West Wales and The Valleys","Female","315","[c]","23280","22500"
"New entrant CS","2023","20-29","West Wales and The Valleys","Male","200","[c]","23810","22500"
"New entrant CS","2023","20-29","West Yorkshire","Female","605","[c]","26530","25190"
"New entrant CS","2023","20-29","West Yorkshire","Male","455","[c]","26250","24570"
"New entrant CS","2023","30-39","Bedfordshire and Hertfordshire","Female","65","[c]","28190","25480"
"New entrant CS","2023","30-39","Bedfordshire and Hertfordshire","Male","45","[c]","30840","30880"
"New entrant CS","2023","30-39","Berkshire, Buckinghamshire and Oxfordshire","Female","120","[c]","31040","26840"
"New entrant CS","2023","30-39","Berkshire, Buckinghamshire and Oxfordshire","Male","105","[c]","31160","32380"
"New entrant CS","2023","30-39","Cheshire","Female","75","[c]","29850","28880"
"New entrant CS","2023","30-39","Cheshire","Male","60","[c]","30490","28880"
"New entrant CS","2023","30-39","Cornwall and Isles of Scilly","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Cornwall and Isles of Scilly","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Cumbria","Female","35","[c]","28640","22890"
"New entrant CS","2023","30-39","Cumbria","Male","35","[c]","28070","23640"
"New entrant CS","2023","30-39","Derbyshire and Nottinghamshire","Female","220","[c]","28620","23640"
"New entrant CS","2023","30-39","Derbyshire and Nottinghamshire","Male","145","[c]","29350","27770"
"New entrant CS","2023","30-39","Devon","Female","130","[c]","28540","25920"
"New entrant CS","2023","30-39","Devon","Male","110","[c]","30090","28500"
"New entrant CS","2023","30-39","Dorset and Somerset","Female","65","[c]","29780","27610"
"New entrant CS","2023","30-39","Dorset and Somerset","Male","65","[c]","29290","28880"
"New entrant CS","2023","30-39","East Anglia","Female","195","[c]","26860","24070"
"New entrant CS","2023","30-39","East Anglia","Male","150","[c]","28830","28880"
"New entrant CS","2023","30-39","East Wales","Female","320","[c]","29400","25610"
"New entrant CS","2023","30-39","East Wales","Male","270","[c]","32870","28880"
"New entrant CS","2023","30-39","East Yorkshire and Northern Lincolnshire","Female","65","[c]","25600","23850"
"New entrant CS","2023","30-39","East Yorkshire and Northern Lincolnshire","Male","70","[c]","28280","28880"
"New entrant CS","2023","30-39","Eastern Scotland","Female","415","[c]","32740","29100"
"New entrant CS","2023","30-39","Eastern Scotland","Male","340","[c]","33180","29100"
"New entrant CS","2023","30-39","Essex","Female","60","[c]","26250","23640"
"New entrant CS","2023","30-39","Essex","Male","40","[c]","29430","28880"
"New entrant CS","2023","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Female","460","[c]","32860","30650"
"New entrant CS","2023","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Male","365","[c]","35750","33830"
"New entrant CS","2023","30-39","Greater Manchester","Female","330","[c]","31340","25910"
"New entrant CS","2023","30-39","Greater Manchester","Male","310","[c]","32310","28300"
"New entrant CS","2023","30-39","Hampshire and Isle of Wight","Female","225","[c]","30190","27020"
"New entrant CS","2023","30-39","Hampshire and Isle of Wight","Male","215","[c]","32250","29020"
"New entrant CS","2023","30-39","Herefordshire, Worcestershire and Warwickshire","Female","60","[c]","26660","23640"
"New entrant CS","2023","30-39","Herefordshire, Worcestershire and Warwickshire","Male","45","[c]","27910","27500"
"New entrant CS","2023","30-39","Highlands and Islands","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Highlands and Islands","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Inner London - East","Female","260","[c]","41270","35410"
"New entrant CS","2023","30-39","Inner London - East","Male","230","[c]","43870","39110"
"New entrant CS","2023","30-39","Inner London - West","Female","520","[c]","43000","40800"
"New entrant CS","2023","30-39","Inner London - West","Male","490","[c]","43030","40260"
"New entrant CS","2023","30-39","Kent","Female","125","[c]","26650","25610"
"New entrant CS","2023","30-39","Kent","Male","145","[c]","26950","25750"
"New entrant CS","2023","30-39","Lancashire","Female","170","[c]","28600","24440"
"New entrant CS","2023","30-39","Lancashire","Male","155","[c]","29280","28120"
"New entrant CS","2023","30-39","Leicestershire, Rutland and Northamptonshire","Female","105","[c]","24910","23230"
"New entrant CS","2023","30-39","Leicestershire, Rutland and Northamptonshire","Male","80","[c]","26870","24070"
"New entrant CS","2023","30-39","Lincolnshire","Female","30","[c]","30350","28880"
"New entrant CS","2023","30-39","Lincolnshire","Male","45","[c]","32830","28880"
"New entrant CS","2023","30-39","Merseyside","Female","425","[c]","26040","22520"
"New entrant CS","2023","30-39","Merseyside","Male","335","[c]","25930","23640"
"New entrant CS","2023","30-39","North Eastern Scotland","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","North Eastern Scotland","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","North Yorkshire","Female","75","[c]","32360","26910"
"New entrant CS","2023","30-39","North Yorkshire","Male","65","[c]","33520","30320"
"New entrant CS","2023","30-39","Northern Ireland","Female","95","[c]","28510","22520"
"New entrant CS","2023","30-39","Northern Ireland","Male","80","[c]","28290","22520"
"New entrant CS","2023","30-39","Northumberland, and Tyne and Wear","Female","285","[c]","27900","23640"
"New entrant CS","2023","30-39","Northumberland, and Tyne and Wear","Male","205","[c]","31790","27770"
"New entrant CS","2023","30-39","Outer London - East and North East","Female","35","[c]","31550","27690"
"New entrant CS","2023","30-39","Outer London - East and North East","Male","35","[c]","35130","32110"
"New entrant CS","2023","30-39","Outer London - South","Female","175","[c]","32220","29750"
"New entrant CS","2023","30-39","Outer London - South","Male","125","[c]","33360","29750"
"New entrant CS","2023","30-39","Outer London - West and North West","Female","115","[c]","33910","29750"
"New entrant CS","2023","30-39","Outer London - West and North West","Male","140","[c]","34270","29890"
"New entrant CS","2023","30-39","Overseas","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Overseas","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Shropshire and Staffordshire","Female","170","[c]","29250","28000"
"New entrant CS","2023","30-39","Shropshire and Staffordshire","Male","165","[c]","32810","28880"
"New entrant CS","2023","30-39","South Yorkshire","Female","200","[c]","27630","25750"
"New entrant CS","2023","30-39","South Yorkshire","Male","190","[c]","28170","25750"
"New entrant CS","2023","30-39","Southern Scotland","Female","95","[c]","25970","22520"
"New entrant CS","2023","30-39","Southern Scotland","Male","80","[c]","25780","22860"
"New entrant CS","2023","30-39","Surrey, East and West Sussex","Female","105","[c]","31970","28880"
"New entrant CS","2023","30-39","Surrey, East and West Sussex","Male","110","[c]","32870","29080"
"New entrant CS","2023","30-39","Tees Valley and Durham","Female","205","[c]","28130","24830"
"New entrant CS","2023","30-39","Tees Valley and Durham","Male","190","[c]","30400","28880"
"New entrant CS","2023","30-39","Unknown","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Male","45","[c]","27490","24330"
"New entrant CS","2023","30-39","West Central Scotland","Female","470","[c]","29770","28120"
"New entrant CS","2023","30-39","West Central Scotland","Male","435","[c]","30020","25750"
"New entrant CS","2023","30-39","West Midlands","Female","350","[c]","27720","23640"
"New entrant CS","2023","30-39","West Midlands","Male","250","[c]","29360","25750"
"New entrant CS","2023","30-39","West Wales and The Valleys","Female","235","[c]","25780","22500"
"New entrant CS","2023","30-39","West Wales and The Valleys","Male","125","[c]","27960","22510"
"New entrant CS","2023","30-39","West Yorkshire","Female","290","[c]","30490","28120"
"New entrant CS","2023","30-39","West Yorkshire","Male","240","[c]","30960","28120"
"New entrant CS","2023","40-49","Bedfordshire and Hertfordshire","Female","60","[c]","30560","25480"
"New entrant CS","2023","40-49","Bedfordshire and Hertfordshire","Male","45","[c]","31390","27920"
"New entrant CS","2023","40-49","Berkshire, Buckinghamshire and Oxfordshire","Female","100","[c]","32390","27840"
"New entrant CS","2023","40-49","Berkshire, Buckinghamshire and Oxfordshire","Male","95","[c]","35060","32380"
"New entrant CS","2023","40-49","Cheshire","Female","60","[c]","34390","30440"
"New entrant CS","2023","40-49","Cheshire","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Cornwall and Isles of Scilly","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Cornwall and Isles of Scilly","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Cumbria","Female","40","[c]","25360","22150"
"New entrant CS","2023","40-49","Cumbria","Male","35","[c]","34140","27920"
"New entrant CS","2023","40-49","Derbyshire and Nottinghamshire","Female","150","[c]","30500","25160"
"New entrant CS","2023","40-49","Derbyshire and Nottinghamshire","Male","105","[c]","31020","27880"
"New entrant CS","2023","40-49","Devon","Female","105","[c]","33470","28120"
"New entrant CS","2023","40-49","Devon","Male","75","[c]","33550","28880"
"New entrant CS","2023","40-49","Dorset and Somerset","Female","65","[c]","28410","23640"
"New entrant CS","2023","40-49","Dorset and Somerset","Male","50","[c]","32010","28880"
"New entrant CS","2023","40-49","East Anglia","Female","140","[c]","30760","25520"
"New entrant CS","2023","40-49","East Anglia","Male","120","[c]","31670","28880"
"New entrant CS","2023","40-49","East Wales","Female","220","[c]","32830","27890"
"New entrant CS","2023","40-49","East Wales","Male","170","[c]","36890","32500"
"New entrant CS","2023","40-49","East Yorkshire and Northern Lincolnshire","Female","50","[c]","26630","23850"
"New entrant CS","2023","40-49","East Yorkshire and Northern Lincolnshire","Male","35","[c]","29570","28880"
"New entrant CS","2023","40-49","Eastern Scotland","Female","305","[c]","34290","29100"
"New entrant CS","2023","40-49","Eastern Scotland","Male","190","[c]","37530","33520"
"New entrant CS","2023","40-49","Essex","Female","50","[c]","31610","23640"
"New entrant CS","2023","40-49","Essex","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","Female","315","[c]","35170","32500"
"New entrant CS","2023","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","Male","300","[c]","39370","35000"
"New entrant CS","2023","40-49","Greater Manchester","Female","240","[c]","32140","26990"
"New entrant CS","2023","40-49","Greater Manchester","Male","210","[c]","35350","28880"
"New entrant CS","2023","40-49","Hampshire and Isle of Wight","Female","175","[c]","32710","27080"
"New entrant CS","2023","40-49","Hampshire and Isle of Wight","Male","165","[c]","34860","31060"
"New entrant CS","2023","40-49","Herefordshire, Worcestershire and Warwickshire","Female","45","[c]","30750","23640"
"New entrant CS","2023","40-49","Herefordshire, Worcestershire and Warwickshire","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Highlands and Islands","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Highlands and Islands","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Inner London - East","Female","155","[c]","43260","35700"
"New entrant CS","2023","40-49","Inner London - East","Male","135","[c]","48530","41190"
"New entrant CS","2023","40-49","Inner London - West","Female","270","[c]","48860","43160"
"New entrant CS","2023","40-49","Inner London - West","Male","220","[c]","52350","45270"
"New entrant CS","2023","40-49","Kent","Female","105","[c]","28470","25750"
"New entrant CS","2023","40-49","Kent","Male","100","[c]","27230","25750"
"New entrant CS","2023","40-49","Lancashire","Female","105","[c]","27330","23640"
"New entrant CS","2023","40-49","Lancashire","Male","80","[c]","30300","27490"
"New entrant CS","2023","40-49","Leicestershire, Rutland and Northamptonshire","Female","80","[c]","25400","22400"
"New entrant CS","2023","40-49","Leicestershire, Rutland and Northamptonshire","Male","60","[c]","28180","26780"
"New entrant CS","2023","40-49","Lincolnshire","Female","50","[c]","29330","23640"
"New entrant CS","2023","40-49","Lincolnshire","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Merseyside","Female","280","[c]","25860","22520"
"New entrant CS","2023","40-49","Merseyside","Male","150","[c]","27150","23640"
"New entrant CS","2023","40-49","North Eastern Scotland","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","North Eastern Scotland","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","North Yorkshire","Female","55","[c]","33440","29180"
"New entrant CS","2023","40-49","North Yorkshire","Male","50","[c]","37150","31180"
"New entrant CS","2023","40-49","Northern Ireland","Female","60","[c]","27530","22520"
"New entrant CS","2023","40-49","Northern Ireland","Male","45","[c]","29460","25750"
"New entrant CS","2023","40-49","Northumberland, and Tyne and Wear","Female","170","[c]","29910","23640"
"New entrant CS","2023","40-49","Northumberland, and Tyne and Wear","Male","135","[c]","34210","28120"
"New entrant CS","2023","40-49","Outer London - East and North East","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Outer London - East and North East","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Outer London - South","Female","130","[c]","31200","27640"
"New entrant CS","2023","40-49","Outer London - South","Male","85","[c]","36770","29750"
"New entrant CS","2023","40-49","Outer London - West and North West","Female","90","[c]","33830","29750"
"New entrant CS","2023","40-49","Outer London - West and North West","Male","80","[c]","33250","29750"
"New entrant CS","2023","40-49","Overseas","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Shropshire and Staffordshire","Female","115","[c]","32020","27580"
"New entrant CS","2023","40-49","Shropshire and Staffordshire","Male","100","[c]","37520","34200"
"New entrant CS","2023","40-49","South Yorkshire","Female","140","[c]","31050","25750"
"New entrant CS","2023","40-49","South Yorkshire","Male","105","[c]","33820","25750"
"New entrant CS","2023","40-49","Southern Scotland","Female","60","[c]","27130","22720"
"New entrant CS","2023","40-49","Southern Scotland","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Surrey, East and West Sussex","Female","100","[c]","33130","28880"
"New entrant CS","2023","40-49","Surrey, East and West Sussex","Male","70","[c]","38690","32910"
"New entrant CS","2023","40-49","Tees Valley and Durham","Female","125","[c]","29780","25750"
"New entrant CS","2023","40-49","Tees Valley and Durham","Male","120","[c]","32100","28880"
"New entrant CS","2023","40-49","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Male","30","[c]","28970","24490"
"New entrant CS","2023","40-49","West Central Scotland","Female","330","[c]","30540","27650"
"New entrant CS","2023","40-49","West Central Scotland","Male","245","[c]","33320","29100"
"New entrant CS","2023","40-49","West Midlands","Female","240","[c]","30200","23640"
"New entrant CS","2023","40-49","West Midlands","Male","150","[c]","33390","26780"
"New entrant CS","2023","40-49","West Wales and The Valleys","Female","140","[c]","26050","22500"
"New entrant CS","2023","40-49","West Wales and The Valleys","Male","105","[c]","26850","23640"
"New entrant CS","2023","40-49","West Yorkshire","Female","185","[c]","33670","28120"
"New entrant CS","2023","40-49","West Yorkshire","Male","155","[c]","33900","28120"
"New entrant CS","2023","50-59","Bedfordshire and Hertfordshire","Female","45","[c]","29030","24070"
"New entrant CS","2023","50-59","Bedfordshire and Hertfordshire","Male","55","[c]","32510","29880"
"New entrant CS","2023","50-59","Berkshire, Buckinghamshire and Oxfordshire","Female","55","[c]","30520","25920"
"New entrant CS","2023","50-59","Berkshire, Buckinghamshire and Oxfordshire","Male","80","[c]","36260","32000"
"New entrant CS","2023","50-59","Cheshire","Female","40","[c]","31050","26810"
"New entrant CS","2023","50-59","Cheshire","Male","45","[c]","35300","34250"
"New entrant CS","2023","50-59","Cornwall and Isles of Scilly","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Cornwall and Isles of Scilly","Male","30","[c]","36270","27110"
"New entrant CS","2023","50-59","Cumbria","Female","30","[c]","25610","22150"
"New entrant CS","2023","50-59","Cumbria","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Derbyshire and Nottinghamshire","Female","115","[c]","29190","23230"
"New entrant CS","2023","50-59","Derbyshire and Nottinghamshire","Male","105","[c]","31930","27130"
"New entrant CS","2023","50-59","Devon","Female","70","[c]","29890","24430"
"New entrant CS","2023","50-59","Devon","Male","100","[c]","30230","27500"
"New entrant CS","2023","50-59","Dorset and Somerset","Female","50","[c]","25220","23390"
"New entrant CS","2023","50-59","Dorset and Somerset","Male","60","[c]","31000","27310"
"New entrant CS","2023","50-59","East Anglia","Female","115","[c]","26830","23640"
"New entrant CS","2023","50-59","East Anglia","Male","115","[c]","31250","26780"
"New entrant CS","2023","50-59","East Wales","Female","140","[c]","30310","23640"
"New entrant CS","2023","50-59","East Wales","Male","120","[c]","34490","27490"
"New entrant CS","2023","50-59","East Yorkshire and Northern Lincolnshire","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","50-59","East Yorkshire and Northern Lincolnshire","Male","30","[c]","27040","27140"
"New entrant CS","2023","50-59","Eastern Scotland","Female","195","[c]","34040","29100"
"New entrant CS","2023","50-59","Eastern Scotland","Male","160","[c]","34820","29100"
"New entrant CS","2023","50-59","Essex","Female","50","[c]","26740","23230"
"New entrant CS","2023","50-59","Essex","Male","35","[c]","27110","25880"
"New entrant CS","2023","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","Female","170","[c]","34600","28880"
"New entrant CS","2023","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","Male","280","[c]","42910","41000"
"New entrant CS","2023","50-59","Greater Manchester","Female","115","[c]","34710","25750"
"New entrant CS","2023","50-59","Greater Manchester","Male","125","[c]","34380","27890"
"New entrant CS","2023","50-59","Hampshire and Isle of Wight","Female","185","[c]","27610","22520"
"New entrant CS","2023","50-59","Hampshire and Isle of Wight","Male","200","[c]","31100","27080"
"New entrant CS","2023","50-59","Herefordshire, Worcestershire and Warwickshire","Female","35","[c]","26620","23430"
"New entrant CS","2023","50-59","Herefordshire, Worcestershire and Warwickshire","Male","35","[c]","29680","23640"
"New entrant CS","2023","50-59","Highlands and Islands","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Highlands and Islands","Male","40","[c]","26410","25740"
"New entrant CS","2023","50-59","Inner London - East","Female","80","[c]","41710","34340"
"New entrant CS","2023","50-59","Inner London - East","Male","90","[c]","48210","41190"
"New entrant CS","2023","50-59","Inner London - West","Female","180","[c]","44530","36400"
"New entrant CS","2023","50-59","Inner London - West","Male","150","[c]","55270","45540"
"New entrant CS","2023","50-59","Kent","Female","80","[c]","28740","25610"
"New entrant CS","2023","50-59","Kent","Male","100","[c]","29610","25810"
"New entrant CS","2023","50-59","Lancashire","Female","90","[c]","26050","22220"
"New entrant CS","2023","50-59","Lancashire","Male","75","[c]","31810","27490"
"New entrant CS","2023","50-59","Leicestershire, Rutland and Northamptonshire","Female","70","[c]","25470","23230"
"New entrant CS","2023","50-59","Leicestershire, Rutland and Northamptonshire","Male","55","[c]","28720","23640"
"New entrant CS","2023","50-59","Lincolnshire","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Lincolnshire","Male","40","[c]","33050","28180"
"New entrant CS","2023","50-59","Merseyside","Female","225","[c]","24980","22400"
"New entrant CS","2023","50-59","Merseyside","Male","150","[c]","25940","22520"
"New entrant CS","2023","50-59","North Eastern Scotland","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","North Eastern Scotland","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","North Yorkshire","Female","50","[c]","34180","26810"
"New entrant CS","2023","50-59","North Yorkshire","Male","45","[c]","32740","28790"
"New entrant CS","2023","50-59","Northern Ireland","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Northern Ireland","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Northumberland, and Tyne and Wear","Female","110","[c]","31420","23640"
"New entrant CS","2023","50-59","Northumberland, and Tyne and Wear","Male","115","[c]","34920","26350"
"New entrant CS","2023","50-59","Outer London - East and North East","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Outer London - East and North East","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Outer London - South","Female","85","[c]","31090","26400"
"New entrant CS","2023","50-59","Outer London - South","Male","65","[c]","34470","29750"
"New entrant CS","2023","50-59","Outer London - West and North West","Female","70","[c]","31180","29750"
"New entrant CS","2023","50-59","Outer London - West and North West","Male","75","[c]","32260","29750"
"New entrant CS","2023","50-59","Overseas","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Overseas","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Shropshire and Staffordshire","Female","70","[c]","28750","23230"
"New entrant CS","2023","50-59","Shropshire and Staffordshire","Male","100","[c]","34520","30080"
"New entrant CS","2023","50-59","South Yorkshire","Female","115","[c]","27190","23230"
"New entrant CS","2023","50-59","South Yorkshire","Male","80","[c]","29550","25750"
"New entrant CS","2023","50-59","Southern Scotland","Female","60","[c]","26100","23190"
"New entrant CS","2023","50-59","Southern Scotland","Male","50","[c]","26350","24710"
"New entrant CS","2023","50-59","Surrey, East and West Sussex","Female","80","[c]","33510","26630"
"New entrant CS","2023","50-59","Surrey, East and West Sussex","Male","95","[c]","35640","28880"
"New entrant CS","2023","50-59","Tees Valley and Durham","Female","105","[c]","29390","23230"
"New entrant CS","2023","50-59","Tees Valley and Durham","Male","80","[c]","29580","25880"
"New entrant CS","2023","50-59","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","West Central Scotland","Female","270","[c]","29070","25750"
"New entrant CS","2023","50-59","West Central Scotland","Male","220","[c]","32130","25810"
"New entrant CS","2023","50-59","West Midlands","Female","165","[c]","30960","23640"
