"Status","Year","Function_of_post","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Legal","Cabinet Office (excl. agencies)","London","Male","35","35","81750","81600"
"In post","2023","Legal","Charity Commission","London","Female","10","10","[c]","[c]"
"In post","2023","Legal","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Charity Commission","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Legal","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Companies House","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Legal","Companies House","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","London","Female","80","80","64490","73510"
"In post","2023","Legal","Competition and Markets Authority","London","Male","70","65","79060","74600"
"In post","2023","Legal","Competition and Markets Authority","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Legal","Crown Office and Procurator Fiscal Service","Outside London","Female","490","455","62370","58850"
"In post","2023","Legal","Crown Office and Procurator Fiscal Service","Outside London","Male","210","210","62450","58850"
"In post","2023","Legal","Crown Prosecution Service","London","Female","1100","1025","44120","36780"
"In post","2023","Legal","Crown Prosecution Service","London","Male","555","545","47320","40800"
"In post","2023","Legal","Crown Prosecution Service","Outside London","Female","3545","3225","39190","31490"
"In post","2023","Legal","Crown Prosecution Service","Outside London","Male","1640","1595","44860","49050"
"In post","2023","Legal","Crown Prosecution Service","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Crown Prosecution Service","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Defence Science and Technology Laboratory","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Defence Science and Technology Laboratory","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Legal","Department for Education (excl. agencies)","London","Female","10","10","[c]","[c]"
"In post","2023","Legal","Department for Education (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Education (excl. agencies)","Outside London","Female","35","30","58870","62540"
"In post","2023","Legal","Department for Education (excl. agencies)","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions (excl. agencies)","Outside London","Female","35","30","30550","28120"
"In post","2023","Legal","Department for Work and Pensions (excl. agencies)","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Driver and Vehicle Standards Agency","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Legal","Driver and Vehicle Standards Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Legal","FCDO Services","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","FCDO Services","London","Male","10","5","[c]","[c]"
"In post","2023","Legal","FCDO Services","Outside London","Female","20","15","[c]","[c]"
"In post","2023","Legal","FCDO Services","Outside London","Male","40","25","51270","56020"
"In post","2023","Legal","Food Standards Agency","London","Female","10","10","[c]","[c]"
"In post","2023","Legal","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Food Standards Agency","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","London","Female","50","50","58680","59540"
"In post","2023","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","London","Male","55","55","64490","67530"
"In post","2023","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Government Legal Department","London","Female","1515","1380","56690","53670"
"In post","2023","Legal","Government Legal Department","London","Male","730","715","57210","54320"
"In post","2023","Legal","Government Legal Department","Outside London","Female","155","140","54500","52590"
"In post","2023","Legal","Government Legal Department","Outside London","Male","75","75","55790","53960"
"In post","2023","Legal","HM Courts and Tribunals Service","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Courts and Tribunals Service","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Courts and Tribunals Service","Outside London","Female","55","50","31840","31270"
"In post","2023","Legal","HM Courts and Tribunals Service","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Legal","HM Courts and Tribunals Service","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Courts and Tribunals Service","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Crown Prosecution Service Inspectorate","London","Female","10","10","[c]","[c]"
"In post","2023","Legal","HM Crown Prosecution Service Inspectorate","London","Male","5","5","[c]","[c]"
"In post","2023","Legal","HM Crown Prosecution Service Inspectorate","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Legal","HM Crown Prosecution Service Inspectorate","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","HM Land Registry","London","Female","20","15","[c]","[c]"
"In post","2023","Legal","HM Land Registry","London","Male","15","15","[c]","[c]"
"In post","2023","Legal","HM Land Registry","Outside London","Female","170","155","48830","56190"
"In post","2023","Legal","HM Land Registry","Outside London","Male","75","75","51020","56190"
"In post","2023","Legal","HM Revenue and Customs (excl. agencies)","London","Female","270","255","54740","59180"
"In post","2023","Legal","HM Revenue and Customs (excl. agencies)","London","Male","225","220","56600","62770"
"In post","2023","Legal","HM Revenue and Customs (excl. agencies)","Outside London","Female","570","515","38490","35000"
"In post","2023","Legal","HM Revenue and Customs (excl. agencies)","Outside London","Male","455","435","40470","35000"
"In post","2023","Legal","Health and Safety Executive","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Legal","Health and Safety Executive","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Legal","Institute for Apprenticeships and Technical Education","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Institute for Apprenticeships and Technical Education","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Institute for Apprenticeships and Technical Education","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Institute for Apprenticeships and Technical Education","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Intellectual Property Office","Outside London","Female","30","25","[c]","[c]"
"In post","2023","Legal","Intellectual Property Office","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Legal","Legal Aid Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal Aid Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal Aid Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal Aid Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Maritime and Coastguard Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Maritime and Coastguard Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Medicines and Healthcare Products Regulatory Agency","London","Female","25","25","[c]","[c]"
"In post","2023","Legal","Medicines and Healthcare Products Regulatory Agency","London","Male","20","20","[c]","[c]"
"In post","2023","Legal","Medicines and Healthcare Products Regulatory Agency","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Legal","Medicines and Healthcare Products Regulatory Agency","Outside London","Male","30","25","[c]","[c]"
"In post","2023","Legal","Met Office","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Legal","Met Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Defence (excl. agencies)","London","Female","5","5","[c]","[c]"
"In post","2023","Legal","Ministry of Defence (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Defence (excl. agencies)","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Legal","Ministry of Defence (excl. agencies)","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Legal","Ministry of Defence (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Defence (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Justice (excl. agencies)","London","Female","20","15","[c]","[c]"
"In post","2023","Legal","Ministry of Justice (excl. agencies)","London","Male","10","10","[c]","[c]"
"In post","2023","Legal","Ministry of Justice (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Ministry of Justice (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","National Crime Agency","London","Female","30","30","56270","63040"
"In post","2023","Legal","National Crime Agency","London","Male","15","15","[c]","[c]"
"In post","2023","Legal","National Crime Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","National Crime Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Office for Standards in Education, Children's Services and Skills","London","Female","15","15","[c]","[c]"
"In post","2023","Legal","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
