"Status","Year","Organisation","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","London","785","740","29480","28200"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","Outside London","2450","2275","27310","26900"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Other","London","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Other","Outside London","10","10","27980","27550"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Policy","London","45","45","58870","56950"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Policy","Outside London","65","60","45570","40540"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Project Delivery","London","25","25","37980","35000"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Project Delivery","Outside London","55","50","38620","38940"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Property","Outside London","25","25","35460","33050"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Security","London","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Security","Outside London","10","10","32100","32130"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Commercial","Outside London","25","25","33530","34680"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Finance","Outside London","5","5","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Medicine","Outside London","15","15","30500","30060"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Operational Delivery","Outside London","70","70","31000","28710"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Other","Outside London","25","25","27050","27130"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Project Delivery","Outside London","15","15","36670","34680"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Property","Outside London","15","15","30970","27250"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Science and Engineering","Outside London","245","235","28240","30060"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Commercial","Outside London","920","875","41970","42620"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Communications","Outside London","35","30","42330","38890"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Digital, Data and Technology","Outside London","435","425","38740","34710"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Finance","Outside London","445","430","40620","33090"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Human Resources","Outside London","205","195","39980","36900"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Operational Delivery","London","150","145","27670","25450"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Operational Delivery","Outside London","2385","2300","34120","32080"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Other","London","5","5","[c]","[c]"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Other","Outside London","1200","1115","37190","32500"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Project Delivery","Outside London","2125","2045","42540","40270"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Project Delivery","Overseas","15","15","64040","62700"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Science and Engineering","London","15","15","43850","43010"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Science and Engineering","Outside London","2680","2620","41680","42620"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Science and Engineering","Overseas","20","20","55620","57560"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Security","Outside London","70","70","38480","38790"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Commercial","Outside London","80","75","32460","30650"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Communications","Outside London","35","35","38320","35500"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Finance","Outside London","50","50","42460","45690"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Human Resources","Outside London","120","115","37650","38070"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Intelligence Analysis","Outside London","15","15","37590","30650"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Knowledge and Information Management","Outside London","55","50","41320","39890"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Legal","Outside London","10","10","51660","49260"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Operational Delivery","Outside London","415","400","41810","39890"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Operational Research","Outside London","310","300","42490","39890"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Other","Outside London","510","495","48260","49260"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Project Delivery","Outside London","460","435","40320","39890"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Psychology","Outside London","30","25","47210","49260"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Science and Engineering","Outside London","2775","2680","42540","39890"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Security","Outside London","90","90","40880","39890"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Commercial","London","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Communications","London","100","100","50120","46410"
"In post","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Communications","Outside London","15","15","44050","41720"
