"Status","Year","Organisation","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Commercial","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Commercial","SEO/HEO","15","[c]","37860","37590"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Communications","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Communications","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Communications","SEO/HEO","15","[c]","41280","42710"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","EO","10","[c]","23430","25000"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","G6/G7","40","[c]","56440","52070"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","SEO/HEO","50","[c]","36030","37590"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Finance","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Operational Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Operational Delivery","G6/G7","20","[c]","58520","56880"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Operational Delivery","SEO/HEO","25","[c]","35590","35810"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Policy","EO","20","[c]","25010","25900"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Policy","G6/G7","30","[c]","60030","58070"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Policy","SEO/HEO","40","[c]","36920","37590"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Project Delivery","EO","10","[c]","24380","25900"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Project Delivery","G6/G7","20","[c]","61260","62880"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Project Delivery","SEO/HEO","15","[c]","34620","33880"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Social Research","SEO/HEO","15","[c]","31050","37590"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Department for Education","Statistics","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Commercial","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Communications","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","G6/G7","40","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Other","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","EO","70","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","G6/G7","65","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","SEO/HEO","145","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Communications","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Digital, Data and Technology","G6/G7","15","[c]","57550","56000"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Economics","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Economics","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Human Resources","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","International Trade","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","International Trade","G6/G7","40","[c]","55940","55370"
"Leaver CS","2023","Department for International Trade","Department for International Trade","International Trade","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","International Trade","SEO/HEO","50","[c]","36530","38160"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Other","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Unknown","EO","30","[c]","20000","18300"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Department for International Trade","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Communications","SEO/HEO","15","[c]","36260","34310"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Operational Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Operational Delivery","SEO/HEO","20","[c]","34790","34310"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Planning","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Policy","AA/AO","20","[c]","19250","18300"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Policy","EO","20","[c]","27740","27850"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Policy","G6/G7","55","[c]","56440","54360"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Policy","SCS level","15","[c]","90970","78540"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Policy","SEO/HEO","60","[c]","35410","34310"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Statistics","AA/AO","10","[c]","26160","26870"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Statistics","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Finance","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Unknown","AA/AO","15","[c]","24470","25730"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Unknown","EO","20","[c]","29900","30720"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Unknown","G6/G7","85","[c]","61870","56530"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Unknown","SCS level","15","[c]","85890","80800"
"Leaver CS","2023","Department for Transport (excl. agencies)","Department for Transport","Unknown","SEO/HEO","100","[c]","38860","38650"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Communications","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Counter Fraud","AA/AO","110","[c]","22860","21690"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Counter Fraud","EO","200","[c]","28770","28120"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Counter Fraud","SEO/HEO","40","[c]","36700","34970"
