"Status","Year","Age","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","30-39","HM Revenue and Customs (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Revenue and Customs (excl. agencies)","SEO/HEO","135","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Treasury (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Treasury (excl. agencies)","G6/G7","50","[c]","57760","55310"
"Leaver CS","2023","30-39","HM Treasury (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Treasury (excl. agencies)","SEO/HEO","25","[c]","35610","35270"
"Leaver CS","2023","30-39","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Health and Safety Executive","SEO/HEO","20","[c]","41540","40920"
"Leaver CS","2023","30-39","Home Office","AA/AO","130","[c]","22860","22400"
"Leaver CS","2023","30-39","Home Office","EO","175","[c]","27130","26190"
"Leaver CS","2023","30-39","Home Office","G6/G7","70","[c]","60630","59290"
"Leaver CS","2023","30-39","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","SEO/HEO","115","[c]","38820","39020"
"Leaver CS","2023","30-39","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Intellectual Property Office","EO","10","[c]","26130","24030"
"Leaver CS","2023","30-39","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Intellectual Property Office","SEO/HEO","10","[c]","39850","39910"
"Leaver CS","2023","30-39","Legal Aid Agency","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Maritime and Coastguard Agency","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Maritime and Coastguard Agency","EO","15","[c]","26840","26960"
"Leaver CS","2023","30-39","Maritime and Coastguard Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Maritime and Coastguard Agency","SEO/HEO","15","[c]","36090","32950"
"Leaver CS","2023","30-39","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Medicines and Healthcare Products Regulatory Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Medicines and Healthcare Products Regulatory Agency","G6/G7","15","[c]","56030","54540"
"Leaver CS","2023","30-39","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","35","[c]","37860","40650"
"Leaver CS","2023","30-39","Met Office","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Met Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Met Office","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Met Office","SEO/HEO","30","[c]","36000","35230"
"Leaver CS","2023","30-39","Ministry of Defence (excl. agencies)","AA/AO","205","[c]","25220","22220"
"Leaver CS","2023","30-39","Ministry of Defence (excl. agencies)","EO","85","[c]","29470","27470"
"Leaver CS","2023","30-39","Ministry of Defence (excl. agencies)","G6/G7","45","[c]","61080","59730"
"Leaver CS","2023","30-39","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence (excl. agencies)","SEO/HEO","195","[c]","39800","40580"
"Leaver CS","2023","30-39","Ministry of Justice (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice (excl. agencies)","EO","15","[c]","28640","29660"
"Leaver CS","2023","30-39","Ministry of Justice (excl. agencies)","G6/G7","60","[c]","60270","59290"
"Leaver CS","2023","30-39","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Justice (excl. agencies)","SEO/HEO","65","[c]","38880","38800"
"Leaver CS","2023","30-39","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Crime Agency","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Crime Agency","EO","30","[c]","34510","34670"
"Leaver CS","2023","30-39","National Crime Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Crime Agency","SEO/HEO","30","[c]","42680","42240"
"Leaver CS","2023","30-39","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Records of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Records of Scotland","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Savings and Investments","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Budget Responsibility","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","SEO/HEO","20","[c]","41990","41050"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","EO","10","[c]","26580","26260"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","G6/G7","35","[c]","59120","60530"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Gas and Electricity Markets","SEO/HEO","40","[c]","36640","36920"
"Leaver CS","2023","30-39","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of Rail and Road","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of the Public Guardian","AA/AO","25","[c]","21530","21780"
"Leaver CS","2023","30-39","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of the Public Guardian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Planning Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Planning Inspectorate","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Queen Elizabeth II Centre","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Registers of Scotland","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Revenue Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Royal Fleet Auxiliary","Unknown","45","[c]","40080","38090"
"Leaver CS","2023","30-39","Rural Payments Agency","AA/AO","20","[c]","21630","21300"
"Leaver CS","2023","30-39","Rural Payments Agency","EO","15","[c]","25140","25010"
"Leaver CS","2023","30-39","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Courts and Tribunals Service","AA/AO","10","[c]","22850","22080"
"Leaver CS","2023","30-39","Scottish Courts and Tribunals Service","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Courts and Tribunals Service","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Fiscal Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Forestry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Forestry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government (excl. agencies)","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government (excl. agencies)","EO","20","[c]","30210","29450"
"Leaver CS","2023","30-39","Scottish Government (excl. agencies)","G6/G7","20","[c]","61270","58850"
"Leaver CS","2023","30-39","Scottish Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Government (excl. agencies)","SEO/HEO","50","[c]","40590","41640"
"Leaver CS","2023","30-39","Scottish Prison Service","AA/AO","55","[c]","25740","24710"
"Leaver CS","2023","30-39","Scottish Prison Service","EO","35","[c]","35320","37060"
"Leaver CS","2023","30-39","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Prison Service","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Public Pensions Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Scottish Public Pensions Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Serious Fraud Office","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Serious Fraud Office","SEO/HEO","10","[c]","38410","40000"
"Leaver CS","2023","30-39","Social Security Scotland","AA/AO","15","[c]","23120","23340"
"Leaver CS","2023","30-39","Social Security Scotland","EO","15","[c]","29320","29450"
"Leaver CS","2023","30-39","Social Security Scotland","SEO/HEO","10","[c]","37570","36330"
"Leaver CS","2023","30-39","Standards and Testing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Standards and Testing Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Standards and Testing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Student Awards Agency for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Student Awards Agency for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Submarine Delivery Agency","Unknown","55","[c]","39080","38790"
"Leaver CS","2023","30-39","Teaching Regulation Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The Insolvency Service","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The Insolvency Service","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","SEO/HEO","20","[c]","33830","32470"
"Leaver CS","2023","30-39","Transport Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Transport Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Transport Scotland","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Debt Management Office","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Debt Management Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Health Security Agency","AA/AO","35","[c]","21030","20880"
"Leaver CS","2023","30-39","UK Health Security Agency","EO","55","[c]","26030","26010"
"Leaver CS","2023","30-39","UK Health Security Agency","G6/G7","100","[c]","56290","53870"
"Leaver CS","2023","30-39","UK Health Security Agency","SCS level","10","[c]","85560","86520"
"Leaver CS","2023","30-39","UK Health Security Agency","SEO/HEO","250","[c]","36450","36820"
"Leaver CS","2023","30-39","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Hydrographic Office","SEO/HEO","15","[c]","40740","43150"
"Leaver CS","2023","30-39","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Space Agency","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Space Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","AA/AO","20","[c]","20850","20350"
"Leaver CS","2023","30-39","UK Statistics Authority","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","G6/G7","20","[c]","54470","52490"
"Leaver CS","2023","30-39","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","SEO/HEO","45","[c]","34500","33710"
"Leaver CS","2023","30-39","UK Supreme Court","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Valuation Office Agency","AA/AO","15","[c]","22270","22520"
"Leaver CS","2023","30-39","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Valuation Office Agency","SEO/HEO","15","[c]","44060","45750"
"Leaver CS","2023","30-39","Vehicle Certification Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Vehicle Certification Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Vehicle Certification Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Veterinary Medicines Directorate","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Water Services Regulation Authority","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Welsh Government (excl. agencies)","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Welsh Government (excl. agencies)","EO","10","[c]","27580","26820"
"Leaver CS","2023","30-39","Welsh Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Welsh Government (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Wilton Park","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Wilton Park","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Advisory, Conciliation and Arbitration Service","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Animal and Plant Health Agency","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Animal and Plant Health Agency","EO","15","[c]","26310","26010"
"Leaver CS","2023","40-49","Animal and Plant Health Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Animal and Plant Health Agency","SEO/HEO","15","[c]","35400","37300"
"Leaver CS","2023","40-49","Attorney General's Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Building Digital UK","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Building Digital UK","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Building Digital UK","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Building Digital UK","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office (excl. agencies)","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office (excl. agencies)","G6/G7","60","[c]","60360","58750"
"Leaver CS","2023","40-49","Cabinet Office (excl. agencies)","SCS level","25","[c]","95260","92250"
"Leaver CS","2023","40-49","Cabinet Office (excl. agencies)","SEO/HEO","30","[c]","37530","36220"
"Leaver CS","2023","40-49","Central Civil Service Fast Stream","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","[c]","[c]","[c]","[c]"
