"Status","Year","Age","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","National Crime Agency","London","EO","180","180","37510","38270"
"In post","2023","20-29","National Crime Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","National Crime Agency","London","SEO/HEO","85","85","45230","42240"
"In post","2023","20-29","National Crime Agency","Outside London","AA/AO","40","40","23740","22950"
"In post","2023","20-29","National Crime Agency","Outside London","EO","360","360","34120","34670"
"In post","2023","20-29","National Crime Agency","Outside London","SEO/HEO","80","80","41220","40440"
"In post","2023","20-29","National Crime Agency","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","National Crime Agency","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","London","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","London","SEO/HEO","15","15","41070","43650"
"In post","2023","20-29","Northern Ireland Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Northern Ireland Office","Outside London","SEO/HEO","10","10","35540","37680"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","London","EO","15","15","30370","30340"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","25","25","37920","36330"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","45","45","22350","22490"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","EO","45","45","27060","26870"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","45","40","35700","33130"
"In post","2023","20-29","Office of Gas and Electricity Markets","London","AA/AO","10","10","22400","22370"
"In post","2023","20-29","Office of Gas and Electricity Markets","London","EO","90","90","26980","26080"
"In post","2023","20-29","Office of Gas and Electricity Markets","London","G6/G7","35","35","51420","49320"
"In post","2023","20-29","Office of Gas and Electricity Markets","London","SEO/HEO","85","85","36010","34900"
"In post","2023","20-29","Office of Gas and Electricity Markets","Outside London","AA/AO","10","10","20970","20970"
"In post","2023","20-29","Office of Gas and Electricity Markets","Outside London","EO","80","80","24650","23640"
"In post","2023","20-29","Office of Gas and Electricity Markets","Outside London","G6/G7","20","20","46190","44810"
"In post","2023","20-29","Office of Gas and Electricity Markets","Outside London","SEO/HEO","50","50","32680","32000"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Outside London","EO","10","10","23990","23250"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","35","30","34140","32020"
"In post","2023","20-29","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","London","EO","5","5","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","London","SEO/HEO","10","10","38800","35720"
"In post","2023","20-29","Office of Rail and Road","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of Rail and Road","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Scotland","London","EO","5","5","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Scotland","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Scotland","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Scotland","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Scotland","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Wales","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Wales","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Wales","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Wales","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Office of the Secretary of State for Wales","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Scottish Government","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Scottish Government","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Scottish Government","Outside London","AA/AO","1945","1900","24460","24490"
"In post","2023","20-29","Scottish Government","Outside London","EO","1385","1375","30630","29450"
"In post","2023","20-29","Scottish Government","Outside London","G6/G7","200","200","54040","52360"
"In post","2023","20-29","Scottish Government","Outside London","SEO/HEO","1075","1065","37720","35940"
"In post","2023","20-29","Scottish Government","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","The National Archives","London","AA/AO","25","20","23520","23460"
"In post","2023","20-29","The National Archives","London","EO","25","25","25880","24990"
"In post","2023","20-29","The National Archives","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","The National Archives","London","SEO/HEO","35","35","34080","31770"
"In post","2023","20-29","UK Export Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","UK Export Finance","London","EO","35","35","32370","32300"
"In post","2023","20-29","UK Export Finance","London","G6/G7","20","20","60890","56400"
"In post","2023","20-29","UK Export Finance","London","SEO/HEO","70","70","39330","40720"
"In post","2023","20-29","UK Statistics Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","UK Statistics Authority","London","EO","5","5","[c]","[c]"
"In post","2023","20-29","UK Statistics Authority","London","G6/G7","15","10","57600","54540"
"In post","2023","20-29","UK Statistics Authority","London","SEO/HEO","115","110","36920","34560"
"In post","2023","20-29","UK Statistics Authority","Outside London","AA/AO","170","155","21360","21200"
"In post","2023","20-29","UK Statistics Authority","Outside London","EO","165","155","24910","24840"
"In post","2023","20-29","UK Statistics Authority","Outside London","G6/G7","65","65","52490","51460"
"In post","2023","20-29","UK Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","UK Statistics Authority","Outside London","SEO/HEO","750","750","34110","31560"
"In post","2023","20-29","UK Supreme Court","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","UK Supreme Court","London","EO","10","10","26780","24540"
"In post","2023","20-29","UK Supreme Court","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Water Services Regulation Authority","London","EO","10","10","30270","29000"
"In post","2023","20-29","Water Services Regulation Authority","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Water Services Regulation Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Water Services Regulation Authority","Outside London","EO","10","10","30590","29000"
"In post","2023","20-29","Water Services Regulation Authority","Outside London","SEO/HEO","15","15","40900","37740"
"In post","2023","20-29","Welsh Government","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Welsh Government","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Welsh Government","Outside London","AA/AO","220","210","24470","25620"
"In post","2023","20-29","Welsh Government","Outside London","EO","175","175","28490","27890"
"In post","2023","20-29","Welsh Government","Outside London","G6/G7","15","15","57100","56450"
"In post","2023","20-29","Welsh Government","Outside London","SEO/HEO","140","140","36410","34520"
"In post","2023","20-29","Welsh Government","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Attorney General's Departments","London","AA/AO","55","50","24460","24480"
"In post","2023","30-39","Attorney General's Departments","London","EO","135","130","29130","28200"
"In post","2023","30-39","Attorney General's Departments","London","G6/G7","790","755","57870","54100"
"In post","2023","30-39","Attorney General's Departments","London","SCS level","10","10","[c]","[c]"
"In post","2023","30-39","Attorney General's Departments","London","SEO/HEO","195","190","38460","40000"
"In post","2023","30-39","Attorney General's Departments","Outside London","AA/AO","165","145","23040","22870"
"In post","2023","30-39","Attorney General's Departments","Outside London","EO","195","185","27550","26900"
"In post","2023","30-39","Attorney General's Departments","Outside London","G6/G7","515","490","53480","51270"
"In post","2023","30-39","Attorney General's Departments","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Attorney General's Departments","Outside London","SEO/HEO","220","215","36770","38760"
"In post","2023","30-39","Cabinet Office","London","AA/AO","15","15","25280","25280"
"In post","2023","30-39","Cabinet Office","London","EO","60","60","28680","28370"
"In post","2023","30-39","Cabinet Office","London","G6/G7","855","840","61110","57000"
"In post","2023","30-39","Cabinet Office","London","SCS level","110","110","85200","77100"
"In post","2023","30-39","Cabinet Office","London","SEO/HEO","420","415","38140","38430"
"In post","2023","30-39","Cabinet Office","Outside London","AA/AO","55","50","21700","21720"
"In post","2023","30-39","Cabinet Office","Outside London","EO","115","110","25660","24860"
"In post","2023","30-39","Cabinet Office","Outside London","G6/G7","410","405","59560","56140"
"In post","2023","30-39","Cabinet Office","Outside London","SCS level","15","15","84900","78930"
"In post","2023","30-39","Cabinet Office","Outside London","SEO/HEO","525","515","35200","33020"
"In post","2023","30-39","Cabinet Office","Unknown","EO","10","10","25080","24470"
"In post","2023","30-39","Cabinet Office","Unknown","G6/G7","15","15","59340","57650"
"In post","2023","30-39","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Cabinet Office","Unknown","SEO/HEO","15","15","34660","33020"
"In post","2023","30-39","Chancellor's other departments","London","EO","5","5","[c]","[c]"
"In post","2023","30-39","Chancellor's other departments","London","G6/G7","55","55","77920","76500"
"In post","2023","30-39","Chancellor's other departments","London","SEO/HEO","30","30","42900","44160"
"In post","2023","30-39","Chancellor's other departments","Outside London","EO","[c]","[c]","[c]","[c]"
