"Status","Year","Age","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Scotland","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Scotland","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Wales","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","Outside London","Female","210","[c]","27250","24890"
"Leaver CS","2023","20-29","Scottish Government","Outside London","Male","155","[c]","27590","25060"
"Leaver CS","2023","20-29","The National Archives","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","The National Archives","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Export Finance","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Export Finance","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","Outside London","Female","80","[c]","24150","19860"
"Leaver CS","2023","20-29","UK Statistics Authority","Outside London","Male","95","[c]","24770","20150"
"Leaver CS","2023","20-29","UK Supreme Court","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Welsh Government","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Welsh Government","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","London","Female","65","[c]","47570","52020"
"Leaver CS","2023","30-39","Attorney General's Departments","London","Male","60","[c]","50560","52020"
"Leaver CS","2023","30-39","Attorney General's Departments","Outside London","Female","30","[c]","39390","39320"
"Leaver CS","2023","30-39","Attorney General's Departments","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","London","Female","95","[c]","54930","56340"
"Leaver CS","2023","30-39","Cabinet Office","London","Male","100","[c]","53360","56270"
"Leaver CS","2023","30-39","Cabinet Office","Outside London","Female","55","[c]","41520","38460"
"Leaver CS","2023","30-39","Cabinet Office","Outside London","Male","50","[c]","44710","39790"
"Leaver CS","2023","30-39","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Chancellor's other departments","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Chancellor's other departments","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Chancellor's other departments","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Charity Commission","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Competition and Markets Authority","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Competition and Markets Authority","London","Male","30","[c]","55400","55130"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","London","Female","95","[c]","48190","53380"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","London","Male","90","[c]","50940","53380"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Outside London","Female","50","[c]","34390","33240"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy","Outside London","Male","80","[c]","34990","32730"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport","London","Female","40","[c]","45480","51730"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport","London","Male","40","[c]","51730","53030"
"Leaver CS","2023","30-39","Department for Education","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Education","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Education","Outside London","Female","60","[c]","41910","37650"
"Leaver CS","2023","30-39","Department for Education","Outside London","Male","50","[c]","44120","41510"
"Leaver CS","2023","30-39","Department for Environment, Food and Rural Affairs","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Environment, Food and Rural Affairs","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Environment, Food and Rural Affairs","Outside London","Female","85","[c]","28260","25920"
"Leaver CS","2023","30-39","Department for Environment, Food and Rural Affairs","Outside London","Male","80","[c]","28680","25920"
"Leaver CS","2023","30-39","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for International Trade","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for International Trade","London","Male","35","[c]","48940","51970"
"Leaver CS","2023","30-39","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for International Trade","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Levelling Up, Housing and Communities","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Levelling Up, Housing and Communities","London","Male","30","[c]","45380","43320"
"Leaver CS","2023","30-39","Department for Levelling Up, Housing and Communities","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Levelling Up, Housing and Communities","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Transport","London","Female","35","[c]","49260","45590"
"Leaver CS","2023","30-39","Department for Transport","London","Male","40","[c]","49920","43750"
"Leaver CS","2023","30-39","Department for Transport","Outside London","Female","130","[c]","25440","22500"
"Leaver CS","2023","30-39","Department for Transport","Outside London","Male","135","[c]","31270","26960"
"Leaver CS","2023","30-39","Department for Work and Pensions","London","Female","140","[c]","33080","31060"
"Leaver CS","2023","30-39","Department for Work and Pensions","London","Male","115","[c]","34660","31060"
"Leaver CS","2023","30-39","Department for Work and Pensions","Outside London","Female","565","[c]","27040","27570"
"Leaver CS","2023","30-39","Department for Work and Pensions","Outside London","Male","460","[c]","29520","27570"
"Leaver CS","2023","30-39","Department for Work and Pensions","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Work and Pensions","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department of Health and Social Care","London","Female","225","[c]","41870","40650"
"Leaver CS","2023","30-39","Department of Health and Social Care","London","Male","120","[c]","47550","41350"
"Leaver CS","2023","30-39","Department of Health and Social Care","Outside London","Female","180","[c]","35970","35570"
"Leaver CS","2023","30-39","Department of Health and Social Care","Outside London","Male","110","[c]","36680","36660"
"Leaver CS","2023","30-39","Department of Health and Social Care","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department of Health and Social Care","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Food Standards Agency","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Food Standards Agency","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Foreign, Commonwealth and Development Office","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Foreign, Commonwealth and Development Office","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Foreign, Commonwealth and Development Office","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Foreign, Commonwealth and Development Office","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Foreign, Commonwealth and Development Office","Overseas","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Foreign, Commonwealth and Development Office","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Land Registry","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Land Registry","Outside London","Female","35","[c]","32400","28080"
"Leaver CS","2023","30-39","HM Land Registry","Outside London","Male","35","[c]","35050","34850"
"Leaver CS","2023","30-39","HM Revenue and Customs","London","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Revenue and Customs","London","Male","60","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Revenue and Customs","Outside London","Female","280","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Revenue and Customs","Outside London","Male","335","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Treasury","London","Female","40","[c]","52150","54080"
"Leaver CS","2023","30-39","HM Treasury","London","Male","50","[c]","51530","54090"
"Leaver CS","2023","30-39","HM Treasury","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Treasury","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","London","Female","100","[c]","42520","36750"
"Leaver CS","2023","30-39","Home Office","London","Male","100","[c]","42780","41950"
"Leaver CS","2023","30-39","Home Office","Outside London","Female","120","[c]","26210","25880"
"Leaver CS","2023","30-39","Home Office","Outside London","Male","170","[c]","28950","25880"
"Leaver CS","2023","30-39","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Ministry of Defence","London","Female","30","[c]","[c]","[c]"
