"Status","Year","Region_ITL1","Region_ITL2","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","South East (England)","Hampshire and Isle of Wight","Outside London","SCS level","15","[c]","101720","93000"
"Leaver CS","2023","South East (England)","Hampshire and Isle of Wight","Outside London","SEO","190","[c]","41440","40580"
"Leaver CS","2023","South East (England)","Hampshire and Isle of Wight","Outside London","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","South East (England)","Kent","Outside London","AA","85","[c]","19930","19640"
"Leaver CS","2023","South East (England)","Kent","Outside London","AO","310","[c]","24310","24250"
"Leaver CS","2023","South East (England)","Kent","Outside London","EO","260","[c]","28780","29290"
"Leaver CS","2023","South East (England)","Kent","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","South East (England)","Kent","Outside London","G7","25","[c]","56400","52000"
"Leaver CS","2023","South East (England)","Kent","Outside London","HEO","55","[c]","33620","32750"
"Leaver CS","2023","South East (England)","Kent","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","South East (England)","Kent","Outside London","SEO","25","[c]","41990","40820"
"Leaver CS","2023","South East (England)","Kent","Outside London","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","South East (England)","Surrey, East and West Sussex","Outside London","AA","80","[c]","20470","19770"
"Leaver CS","2023","South East (England)","Surrey, East and West Sussex","Outside London","AO","345","[c]","22770","21780"
"Leaver CS","2023","South East (England)","Surrey, East and West Sussex","Outside London","EO","325","[c]","28140","27570"
"Leaver CS","2023","South East (England)","Surrey, East and West Sussex","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","South East (England)","Surrey, East and West Sussex","Outside London","G7","40","[c]","57550","56650"
"Leaver CS","2023","South East (England)","Surrey, East and West Sussex","Outside London","HEO","75","[c]","34360","33830"
"Leaver CS","2023","South East (England)","Surrey, East and West Sussex","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","South East (England)","Surrey, East and West Sussex","Outside London","SEO","55","[c]","41900","40830"
"Leaver CS","2023","South East (England)","Surrey, East and West Sussex","Outside London","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2023","South West (England)","Cornwall and Isles of Scilly","Outside London","AA","10","[c]","20320","19850"
"Leaver CS","2023","South West (England)","Cornwall and Isles of Scilly","Outside London","AO","60","[c]","22420","21690"
"Leaver CS","2023","South West (England)","Cornwall and Isles of Scilly","Outside London","EO","60","[c]","27710","27570"
"Leaver CS","2023","South West (England)","Cornwall and Isles of Scilly","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","South West (England)","Cornwall and Isles of Scilly","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","South West (England)","Cornwall and Isles of Scilly","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","South West (England)","Cornwall and Isles of Scilly","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","South West (England)","Cornwall and Isles of Scilly","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","South West (England)","Devon","Outside London","AA","110","[c]","21940","20750"
"Leaver CS","2023","South West (England)","Devon","Outside London","AO","300","[c]","23260","21780"
"Leaver CS","2023","South West (England)","Devon","Outside London","EO","155","[c]","28180","27570"
"Leaver CS","2023","South West (England)","Devon","Outside London","G6","25","[c]","68090","65700"
"Leaver CS","2023","South West (England)","Devon","Outside London","G7","55","[c]","52820","48540"
"Leaver CS","2023","South West (England)","Devon","Outside London","HEO","95","[c]","34820","34170"
"Leaver CS","2023","South West (England)","Devon","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","South West (England)","Devon","Outside London","SEO","100","[c]","42640","41800"
"Leaver CS","2023","South West (England)","Devon","Outside London","Unknown","55","[c]","36170","37300"
"Leaver CS","2023","South West (England)","Dorset and Somerset","Outside London","AA","50","[c]","21460","19770"
"Leaver CS","2023","South West (England)","Dorset and Somerset","Outside London","AO","165","[c]","22270","21690"
"Leaver CS","2023","South West (England)","Dorset and Somerset","Outside London","EO","150","[c]","27890","27570"
"Leaver CS","2023","South West (England)","Dorset and Somerset","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","South West (England)","Dorset and Somerset","Outside London","G7","15","[c]","58400","55470"
"Leaver CS","2023","South West (England)","Dorset and Somerset","Outside London","HEO","80","[c]","34540","34370"
"Leaver CS","2023","South West (England)","Dorset and Somerset","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","South West (England)","Dorset and Somerset","Outside London","SEO","45","[c]","43350","43440"
"Leaver CS","2023","South West (England)","Dorset and Somerset","Outside London","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA","135","[c]","20190","19930"
"Leaver CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AO","580","[c]","22420","21690"
"Leaver CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","540","[c]","27710","27570"
"Leaver CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6","85","[c]","72490","70550"
"Leaver CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G7","270","[c]","54380","53720"
"Leaver CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","HEO","525","[c]","33050","32910"
"Leaver CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","30","[c]","111540","96350"
"Leaver CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO","510","[c]","42230","41800"
"Leaver CS","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","195","[c]","42410","37670"
"Leaver CS","2023","Unknown","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","AO","50","[c]","22220","21690"
"Leaver CS","2023","Unknown","Unknown","Unknown","EO","70","[c]","29160","28120"
"Leaver CS","2023","Unknown","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","HEO","45","[c]","33790","32000"
"Leaver CS","2023","Unknown","Unknown","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Unknown","215","[c]","36900","34110"
"Leaver CS","2023","Wales","East Wales","Outside London","AA","65","[c]","20340","19770"
"Leaver CS","2023","Wales","East Wales","Outside London","AO","570","[c]","21590","21690"
"Leaver CS","2023","Wales","East Wales","Outside London","EO","340","[c]","27350","27570"
"Leaver CS","2023","Wales","East Wales","Outside London","G6","45","[c]","67860","66860"
"Leaver CS","2023","Wales","East Wales","Outside London","G7","100","[c]","55720","54810"
"Leaver CS","2023","Wales","East Wales","Outside London","HEO","190","[c]","33090","32090"
"Leaver CS","2023","Wales","East Wales","Outside London","SCS level","20","[c]","96040","83390"
"Leaver CS","2023","Wales","East Wales","Outside London","SEO","150","[c]","42520","41460"
"Leaver CS","2023","Wales","East Wales","Outside London","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","Wales","West Wales and The Valleys","Outside London","AA","160","[c]","18980","19000"
"Leaver CS","2023","Wales","West Wales and The Valleys","Outside London","AO","625","[c]","22080","21840"
"Leaver CS","2023","Wales","West Wales and The Valleys","Outside London","EO","220","[c]","27690","27570"
"Leaver CS","2023","Wales","West Wales and The Valleys","Outside London","G6","15","[c]","78640","75480"
"Leaver CS","2023","Wales","West Wales and The Valleys","Outside London","G7","35","[c]","57770","56450"
"Leaver CS","2023","Wales","West Wales and The Valleys","Outside London","HEO","85","[c]","34620","34170"
"Leaver CS","2023","Wales","West Wales and The Valleys","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Wales","West Wales and The Valleys","Outside London","SEO","85","[c]","43440","42180"
"Leaver CS","2023","Wales","West Wales and The Valleys","Outside London","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","AA","50","[c]","20230","19930"
"Leaver CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","AO","220","[c]","22820","21690"
"Leaver CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","110","[c]","27820","27570"
"Leaver CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","HEO","25","[c]","34450","34300"
"Leaver CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO","20","[c]","42410","40550"
"Leaver CS","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","AA","65","[c]","20670","20750"
"Leaver CS","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","AO","390","[c]","21850","21690"
"Leaver CS","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","EO","285","[c]","28190","27650"
"Leaver CS","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","G6","20","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","G7","35","[c]","61250","57540"
"Leaver CS","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","HEO","65","[c]","34640","34300"
"Leaver CS","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","SEO","55","[c]","43270","41800"
"Leaver CS","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","West Midlands","Outside London","AA","50","[c]","19670","19930"
"Leaver CS","2023","West Midlands (England)","West Midlands","Outside London","AO","645","[c]","21710","21690"
"Leaver CS","2023","West Midlands (England)","West Midlands","Outside London","EO","385","[c]","27310","27570"
"Leaver CS","2023","West Midlands (England)","West Midlands","Outside London","G6","30","[c]","73280","68880"
"Leaver CS","2023","West Midlands (England)","West Midlands","Outside London","G7","125","[c]","54380","51700"
"Leaver CS","2023","West Midlands (England)","West Midlands","Outside London","HEO","185","[c]","34180","32230"
"Leaver CS","2023","West Midlands (England)","West Midlands","Outside London","SCS level","20","[c]","111140","116410"
"Leaver CS","2023","West Midlands (England)","West Midlands","Outside London","SEO","150","[c]","42250","39670"
"Leaver CS","2023","West Midlands (England)","West Midlands","Outside London","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","AA","50","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","AO","165","[c]","23240","21840"
"Leaver CS","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","EO","105","[c]","27480","27740"
"Leaver CS","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","HEO","30","[c]","34040","34290"
"Leaver CS","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire","Outside London","AA","30","[c]","21080","20750"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire","Outside London","AO","120","[c]","23660","21830"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire","Outside London","EO","90","[c]","27960","27230"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire","Outside London","G7","35","[c]","63460","59750"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire","Outside London","HEO","60","[c]","34440","33990"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire","Outside London","SEO","40","[c]","41770","41100"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire","Outside London","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","South Yorkshire","Outside London","AA","40","[c]","19750","19500"
"Leaver CS","2023","Yorkshire and The Humber","South Yorkshire","Outside London","AO","290","[c]","21940","21690"
"Leaver CS","2023","Yorkshire and The Humber","South Yorkshire","Outside London","EO","170","[c]","27340","27570"
"Leaver CS","2023","Yorkshire and The Humber","South Yorkshire","Outside London","G6","20","[c]","69400","67150"
"Leaver CS","2023","Yorkshire and The Humber","South Yorkshire","Outside London","G7","55","[c]","54290","53810"
"Leaver CS","2023","Yorkshire and The Humber","South Yorkshire","Outside London","HEO","55","[c]","33350","32810"
"Leaver CS","2023","Yorkshire and The Humber","South Yorkshire","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","South Yorkshire","Outside London","SEO","60","[c]","40600","39050"
"Leaver CS","2023","Yorkshire and The Humber","South Yorkshire","Outside London","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","West Yorkshire","Outside London","AA","85","[c]","19650","19350"
"Leaver CS","2023","Yorkshire and The Humber","West Yorkshire","Outside London","AO","515","[c]","21910","21690"
"Leaver CS","2023","Yorkshire and The Humber","West Yorkshire","Outside London","EO","420","[c]","27440","27570"
"Leaver CS","2023","Yorkshire and The Humber","West Yorkshire","Outside London","G6","85","[c]","66100","64670"
"Leaver CS","2023","Yorkshire and The Humber","West Yorkshire","Outside London","G7","135","[c]","54740","51770"
"Leaver CS","2023","Yorkshire and The Humber","West Yorkshire","Outside London","HEO","210","[c]","32080","31540"
"Leaver CS","2023","Yorkshire and The Humber","West Yorkshire","Outside London","SCS level","20","[c]","94120","91330"
"Leaver CS","2023","Yorkshire and The Humber","West Yorkshire","Outside London","SEO","180","[c]","40080","38470"
"Leaver CS","2023","Yorkshire and The Humber","West Yorkshire","Outside London","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","AO","45","[c]","21800","21780"
"Leaver Dept.","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","EO","85","[c]","27310","27570"
"Leaver Dept.","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","HEO","45","[c]","31170","31270"
"Leaver Dept.","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","SEO","35","[c]","40630","39190"
"Leaver Dept.","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","AO","45","[c]","21740","21780"
"Leaver Dept.","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","EO","25","[c]","27330","27570"
"Leaver Dept.","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Lincolnshire","Outside London","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Lincolnshire","Outside London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Lincolnshire","Outside London","EO","15","[c]","27360","28120"
"Leaver Dept.","2023","East Midlands (England)","Lincolnshire","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Lincolnshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Bedfordshire and Hertfordshire","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Bedfordshire and Hertfordshire","Outside London","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Bedfordshire and Hertfordshire","Outside London","EO","25","[c]","29840","29290"
"Leaver Dept.","2023","East of England","Bedfordshire and Hertfordshire","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Bedfordshire and Hertfordshire","Outside London","HEO","20","[c]","37000","37640"
"Leaver Dept.","2023","East of England","Bedfordshire and Hertfordshire","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Bedfordshire and Hertfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","East Anglia","Outside London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","East Anglia","Outside London","AO","35","[c]","21940","22170"
"Leaver Dept.","2023","East of England","East Anglia","Outside London","EO","65","[c]","27490","27570"
"Leaver Dept.","2023","East of England","East Anglia","Outside London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","East Anglia","Outside London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","East Anglia","Outside London","HEO","25","[c]","34050","33990"
"Leaver Dept.","2023","East of England","East Anglia","Outside London","SEO","20","[c]","39390","40580"
"Leaver Dept.","2023","East of England","East Anglia","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Essex","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Essex","Outside London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Essex","Outside London","EO","25","[c]","28060","27370"
"Leaver Dept.","2023","East of England","Essex","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Essex","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Essex","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Essex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Inner London - East","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Inner London - East","London","AO","65","[c]","24970","25480"
"Leaver Dept.","2023","London","Inner London - East","London","EO","190","[c]","30980","31060"
"Leaver Dept.","2023","London","Inner London - East","London","G6","40","[c]","69210","68470"
"Leaver Dept.","2023","London","Inner London - East","London","G7","80","[c]","56540","56430"
"Leaver Dept.","2023","London","Inner London - East","London","HEO","230","[c]","34550","34260"
"Leaver Dept.","2023","London","Inner London - East","London","SCS level","30","[c]","95500","89400"
"Leaver Dept.","2023","London","Inner London - East","London","SEO","90","[c]","43770","42670"
"Leaver Dept.","2023","London","Inner London - East","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Inner London - West","London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Inner London - West","London","AO","130","[c]","24910","25280"
"Leaver Dept.","2023","London","Inner London - West","London","EO","580","[c]","28960","28670"
"Leaver Dept.","2023","London","Inner London - West","London","G6","430","[c]","67550","66530"
"Leaver Dept.","2023","London","Inner London - West","London","G7","1120","[c]","55780","55020"
"Leaver Dept.","2023","London","Inner London - West","London","HEO","1720","[c]","34210","34030"
"Leaver Dept.","2023","London","Inner London - West","London","SCS level","270","[c]","88840","79700"
"Leaver Dept.","2023","London","Inner London - West","London","SEO","945","[c]","42190","41870"
"Leaver Dept.","2023","London","Inner London - West","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - East and North East","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - East and North East","London","AO","15","[c]","25260","25610"
"Leaver Dept.","2023","London","Outer London - East and North East","London","EO","60","[c]","31880","32520"
"Leaver Dept.","2023","London","Outer London - East and North East","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - East and North East","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - East and North East","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - East and North East","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - South","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - South","London","AO","55","[c]","25500","25480"
"Leaver Dept.","2023","London","Outer London - South","London","EO","90","[c]","30850","30820"
"Leaver Dept.","2023","London","Outer London - South","London","G6","15","[c]","71140","71050"
"Leaver Dept.","2023","London","Outer London - South","London","G7","25","[c]","59840","59290"
"Leaver Dept.","2023","London","Outer London - South","London","HEO","70","[c]","36090","36180"
"Leaver Dept.","2023","London","Outer London - South","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - South","London","SEO","45","[c]","44060","43420"
"Leaver Dept.","2023","London","Outer London - South","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - West and North West","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - West and North West","London","AO","20","[c]","25950","25840"
"Leaver Dept.","2023","London","Outer London - West and North West","London","EO","95","[c]","30720","31060"
"Leaver Dept.","2023","London","Outer London - West and North West","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - West and North West","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","London","Outer London - West and North West","London","HEO","35","[c]","35280","36180"
"Leaver Dept.","2023","London","Outer London - West and North West","London","SEO","15","[c]","43040","42170"
"Leaver Dept.","2023","London","Outer London - West and North West","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","AO","230","[c]","21700","21690"
"Leaver Dept.","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","EO","170","[c]","27140","27570"
"Leaver Dept.","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","G7","45","[c]","52410","50160"
"Leaver Dept.","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","HEO","105","[c]","32690","33020"
"Leaver Dept.","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","SEO","70","[c]","38250","38470"
"Leaver Dept.","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","Tees Valley and Durham","Outside London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","Tees Valley and Durham","Outside London","AO","70","[c]","22140","22400"
"Leaver Dept.","2023","North East (England)","Tees Valley and Durham","Outside London","EO","45","[c]","27520","28120"
"Leaver Dept.","2023","North East (England)","Tees Valley and Durham","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","Tees Valley and Durham","Outside London","G7","20","[c]","52230","51640"
"Leaver Dept.","2023","North East (England)","Tees Valley and Durham","Outside London","HEO","45","[c]","32000","31990"
"Leaver Dept.","2023","North East (England)","Tees Valley and Durham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North East (England)","Tees Valley and Durham","Outside London","SEO","25","[c]","38340","38140"
"Leaver Dept.","2023","North East (England)","Tees Valley and Durham","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cheshire","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cheshire","Outside London","AO","35","[c]","21840","22150"
"Leaver Dept.","2023","North West (England)","Cheshire","Outside London","EO","30","[c]","27330","27570"
"Leaver Dept.","2023","North West (England)","Cheshire","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cheshire","Outside London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cheshire","Outside London","HEO","25","[c]","34470","33990"
"Leaver Dept.","2023","North West (England)","Cheshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cheshire","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cheshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cumbria","Outside London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cumbria","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cumbria","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cumbria","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cumbria","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Greater Manchester","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Greater Manchester","Outside London","AO","165","[c]","21620","21780"
"Leaver Dept.","2023","North West (England)","Greater Manchester","Outside London","EO","205","[c]","27190","27570"
"Leaver Dept.","2023","North West (England)","Greater Manchester","Outside London","G6","20","[c]","66670","65820"
"Leaver Dept.","2023","North West (England)","Greater Manchester","Outside London","G7","70","[c]","53610","51810"
"Leaver Dept.","2023","North West (England)","Greater Manchester","Outside London","HEO","155","[c]","31860","31990"
"Leaver Dept.","2023","North West (England)","Greater Manchester","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Greater Manchester","Outside London","SEO","115","[c]","38960","38460"
