"Status","Year","Function_of_post","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","No function","Department of Health and Social Care","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Medicine","Heterosexual / straight","45","[c]","71510","49300"
"Leaver CS","2023","No function","Department of Health and Social Care","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Medicine","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Medicine","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Operational Delivery","Heterosexual / straight","680","[c]","36930","32980"
"Leaver CS","2023","No function","Department of Health and Social Care","Operational Delivery","LGBO","100","[c]","37790","32330"
"Leaver CS","2023","No function","Department of Health and Social Care","Operational Delivery","Undeclared","100","[c]","34880","31400"
"Leaver CS","2023","No function","Department of Health and Social Care","Operational Delivery","Unknown","520","[c]","46380","40650"
"Leaver CS","2023","No function","Department of Health and Social Care","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Policy","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Science and Engineering","Heterosexual / straight","300","[c]","35320","33710"
"Leaver CS","2023","No function","Department of Health and Social Care","Science and Engineering","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Science and Engineering","Undeclared","50","[c]","38440","37420"
"Leaver CS","2023","No function","Department of Health and Social Care","Science and Engineering","Unknown","50","[c]","43710","40070"
"Leaver CS","2023","No function","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Operational Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Operational Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Policy","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Science and Engineering","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Food Standards Agency","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Land Registry","Operational Delivery","Heterosexual / straight","175","[c]","30270","28080"
"Leaver CS","2023","No function","HM Land Registry","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Land Registry","Operational Delivery","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Land Registry","Operational Delivery","Unknown","100","[c]","26720","23390"
"Leaver CS","2023","No function","HM Land Registry","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Land Registry","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Land Registry","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","International Trade","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Operational Delivery","Unknown","1695","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Other","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs","Tax","Unknown","840","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Treasury","Operational Delivery","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Treasury","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Treasury","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Treasury","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Treasury","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Treasury","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Treasury","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Treasury","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Treasury","Policy","Heterosexual / straight","145","[c]","48910","52500"
"Leaver CS","2023","No function","HM Treasury","Policy","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Treasury","Policy","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Treasury","Policy","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Communications","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Counter Fraud","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Digital, Data and Technology","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Digital, Data and Technology","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Human Resources","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Intelligence Analysis","Heterosexual / straight","55","[c]","30280","28570"
"Leaver CS","2023","No function","Home Office","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Intelligence Analysis","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Intelligence Analysis","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Operational Delivery","Heterosexual / straight","960","[c]","28450","26180"
"Leaver CS","2023","No function","Home Office","Operational Delivery","LGBO","55","[c]","27250","26180"
"Leaver CS","2023","No function","Home Office","Operational Delivery","Undeclared","130","[c]","29690","27370"
"Leaver CS","2023","No function","Home Office","Operational Delivery","Unknown","530","[c]","25350","25750"
"Leaver CS","2023","No function","Home Office","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Other","Heterosexual / straight","50","[c]","34020","29890"
"Leaver CS","2023","No function","Home Office","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Other","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Other","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Policy","Heterosexual / straight","95","[c]","50250","43210"
"Leaver CS","2023","No function","Home Office","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Policy","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Policy","Unknown","55","[c]","42700","43000"
"Leaver CS","2023","No function","Home Office","Project Delivery","Heterosexual / straight","50","[c]","56440","57430"
"Leaver CS","2023","No function","Home Office","Project Delivery","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Project Delivery","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Project Delivery","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Science and Engineering","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Statistics","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Statistics","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Geography","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Intelligence Analysis","Heterosexual / straight","50","[c]","35660","34300"
"Leaver CS","2023","No function","Ministry of Defence","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Intelligence Analysis","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Intelligence Analysis","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Medicine","Heterosexual / straight","180","[c]","45240","40590"
"Leaver CS","2023","No function","Ministry of Defence","Medicine","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Medicine","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Medicine","Unknown","70","[c]","45300","36140"
"Leaver CS","2023","No function","Ministry of Defence","Operational Delivery","Heterosexual / straight","375","[c]","28400","24000"
"Leaver CS","2023","No function","Ministry of Defence","Operational Delivery","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Operational Delivery","Undeclared","40","[c]","29130","26470"
"Leaver CS","2023","No function","Ministry of Defence","Operational Delivery","Unknown","70","[c]","27540","22220"
"Leaver CS","2023","No function","Ministry of Defence","Other","Heterosexual / straight","245","[c]","28070","21600"
"Leaver CS","2023","No function","Ministry of Defence","Other","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Other","Undeclared","30","[c]","26170","21600"
"Leaver CS","2023","No function","Ministry of Defence","Other","Unknown","35","[c]","25000","21590"
"Leaver CS","2023","No function","Ministry of Defence","Policy","Heterosexual / straight","40","[c]","43210","41500"
"Leaver CS","2023","No function","Ministry of Defence","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Policy","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Policy","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Science and Engineering","Heterosexual / straight","360","[c]","36450","33990"
"Leaver CS","2023","No function","Ministry of Defence","Science and Engineering","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Defence","Science and Engineering","Undeclared","55","[c]","37830","35290"
"Leaver CS","2023","No function","Ministry of Defence","Science and Engineering","Unknown","60","[c]","30440","28180"
"Leaver CS","2023","No function","Ministry of Justice","Commercial","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Intelligence Analysis","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Intelligence Analysis","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Knowledge and Information Management","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Legal","Heterosexual / straight","75","[c]","42750","43150"
"Leaver CS","2023","No function","Ministry of Justice","Legal","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Legal","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Legal","Unknown","30","[c]","38250","34260"
"Leaver CS","2023","No function","Ministry of Justice","Operational Delivery","Heterosexual / straight","5100","[c]","25690","21780"
"Leaver CS","2023","No function","Ministry of Justice","Operational Delivery","LGBO","515","[c]","25410","21780"
"Leaver CS","2023","No function","Ministry of Justice","Operational Delivery","Undeclared","535","[c]","24830","21780"
"Leaver CS","2023","No function","Ministry of Justice","Operational Delivery","Unknown","2435","[c]","23610","21780"
"Leaver CS","2023","No function","Ministry of Justice","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Policy","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Policy","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Policy","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Policy","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Psychology","Heterosexual / straight","85","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Psychology","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Psychology","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Psychology","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Unknown","Heterosexual / straight","405","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Unknown","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Unknown","Undeclared","55","[c]","[c]","[c]"
"Leaver CS","2023","No function","Ministry of Justice","Unknown","Unknown","115","[c]","[c]","[c]"
"Leaver CS","2023","No function","National Crime Agency","Operational Delivery","Heterosexual / straight","225","[c]","41890","38640"
"Leaver CS","2023","No function","National Crime Agency","Operational Delivery","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","National Crime Agency","Operational Delivery","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","National Crime Agency","Operational Delivery","Unknown","40","[c]","38560","38240"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Heterosexual / straight","120","[c]","67700","77470"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Other","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Policy","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office for Standards in Education, Children's Services and Skills","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Gas and Electricity Markets","Operational Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Gas and Electricity Markets","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Gas and Electricity Markets","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Gas and Electricity Markets","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Gas and Electricity Markets","Policy","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Gas and Electricity Markets","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Gas and Electricity Markets","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Gas and Electricity Markets","Policy","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Qualifications and Examinations Regulation","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Rail and Road","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Rail and Road","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Rail and Road","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Rail and Road","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Rail and Road","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Rail and Road","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Rail and Road","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of Rail and Road","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
