"Status","Year","Function_of_post","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Department for Work and Pensions","Statistics","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Statistics","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Statistics","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Economics","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Economics","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Operational Delivery","Heterosexual / straight","35","35","28900","27840"
"In post","2023","Analysis","Department of Health and Social Care","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Operational Research","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Other","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Social Research","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Statistics","Heterosexual / straight","50","45","50730","51250"
"In post","2023","Analysis","Department of Health and Social Care","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department of Health and Social Care","Statistics","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Estyn","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Estyn","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Estyn","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Estyn","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Estyn","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Economics","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Intelligence Analysis","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Social Research","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Food Standards Agency","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","Economics","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","Economics","Unknown","20","20","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Foreign, Commonwealth and Development Office","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Finance","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Land Registry","Finance","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Economics","Heterosexual / straight","105","105","48430","39790"
"In post","2023","Analysis","HM Revenue and Customs","Economics","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Economics","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Economics","Unknown","25","25","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Operational Delivery","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Operational Research","Heterosexual / straight","90","85","50500","45950"
"In post","2023","Analysis","HM Revenue and Customs","Operational Research","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Operational Research","Undeclared","10","5","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Operational Research","Unknown","15","10","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Social Research","Heterosexual / straight","95","90","52660","55780"
"In post","2023","Analysis","HM Revenue and Customs","Social Research","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Social Research","Undeclared","10","5","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Social Research","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Statistics","Heterosexual / straight","240","230","51210","45950"
"In post","2023","Analysis","HM Revenue and Customs","Statistics","LGBO","30","30","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Statistics","Undeclared","20","20","[c]","[c]"
"In post","2023","Analysis","HM Revenue and Customs","Statistics","Unknown","55","55","45250","42510"
