"Status","Year","Disability","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared disabled","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Outside London","Heterosexual / straight","40","[c]","37050","33920"
"Leaver Dept.","2023","Declared disabled","Human Resources","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","London","Heterosexual / straight","245","[c]","43310","37070"
"Leaver Dept.","2023","Declared disabled","No function","London","LGBO","55","[c]","41330","34740"
"Leaver Dept.","2023","Declared disabled","No function","London","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Outside London","Heterosexual / straight","415","[c]","29030","27570"
"Leaver Dept.","2023","Declared disabled","No function","Outside London","LGBO","75","[c]","27300","26620"
"Leaver Dept.","2023","Declared disabled","No function","Outside London","Undeclared","40","[c]","29120","27570"
"Leaver Dept.","2023","Declared disabled","No function","Outside London","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","London","Heterosexual / straight","150","[c]","47340","42070"
"Leaver Dept.","2023","Declared non-disabled","Analysis","London","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Outside London","Heterosexual / straight","65","[c]","39120","37300"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","London","Heterosexual / straight","30","[c]","43540","41060"
"Leaver Dept.","2023","Declared non-disabled","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Outside London","Heterosexual / straight","90","[c]","38520","39360"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","London","Heterosexual / straight","95","[c]","44880","41870"
"Leaver Dept.","2023","Declared non-disabled","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Outside London","Heterosexual / straight","45","[c]","35680","31940"
"Leaver Dept.","2023","Declared non-disabled","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","London","Heterosexual / straight","30","[c]","37580","32520"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Outside London","Heterosexual / straight","100","[c]","29080","28120"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Outside London","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","Outside London","Heterosexual / straight","35","[c]","22850","21690"
"Leaver Dept.","2023","Declared non-disabled","Debt","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","Outside London","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","London","Heterosexual / straight","85","[c]","51390","52760"
