"Status","Year","Age","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","National Savings and Investments","London","G7","15","15","57380","55770"
"In post","2023","50-59","National Savings and Investments","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","London","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","London","SEO","10","10","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","Outside London","G7","5","5","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","Outside London","SEO","10","10","38700","37680"
"In post","2023","50-59","Office for Budget Responsibility","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office for Budget Responsibility","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","London","EO","10","10","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","London","G6","10","10","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","London","G7","30","30","69770","66170"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","London","HEO","10","10","36130","36330"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","London","SEO","35","35","49430","52750"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","Outside London","AO","45","40","22270","22490"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","Outside London","EO","25","25","27010","27140"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","Outside London","G6","70","70","85270","87570"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","Outside London","G7","180","175","73570","77470"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","Outside London","HEO","25","25","33040","33130"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","Outside London","SCS level","10","10","102940","94340"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","Outside London","SEO","170","165","49910","52750"
"In post","2023","50-59","Office of Gas and Electricity Markets","London","EO","15","15","30950","32080"
"In post","2023","50-59","Office of Gas and Electricity Markets","London","G6","40","40","72250","71060"
"In post","2023","50-59","Office of Gas and Electricity Markets","London","G7","30","30","57380","55920"
"In post","2023","50-59","Office of Gas and Electricity Markets","London","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","London","SCS level","15","15","107400","106700"
"In post","2023","50-59","Office of Gas and Electricity Markets","London","SEO","15","15","42830","42620"
"In post","2023","50-59","Office of Gas and Electricity Markets","Outside London","AO","5","5","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","Outside London","EO","20","20","25170","24510"
"In post","2023","50-59","Office of Gas and Electricity Markets","Outside London","G6","10","10","66880","68260"
"In post","2023","50-59","Office of Gas and Electricity Markets","Outside London","G7","20","20","52530","49610"
"In post","2023","50-59","Office of Gas and Electricity Markets","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","Outside London","EO","5","5","[c]","[c]"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","Outside London","G7","20","20","51550","51230"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","Outside London","HEO","15","15","33830","33790"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","Outside London","SEO","15","15","39710","39140"
"In post","2023","50-59","Office of Rail and Road","London","EO","5","5","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","London","G6","5","5","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","London","G7","25","20","62020","61950"
"In post","2023","50-59","Office of Rail and Road","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","London","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","London","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","Outside London","G7","20","20","60130","60320"
"In post","2023","50-59","Office of Rail and Road","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","Outside London","AO","125","115","21780","21780"
"In post","2023","50-59","Office of the Public Guardian","Outside London","EO","85","80","25910","25830"
"In post","2023","50-59","Office of the Public Guardian","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","Outside London","G7","10","10","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","Outside London","HEO","30","25","31590","31270"
"In post","2023","50-59","Office of the Public Guardian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","Outside London","SEO","15","15","38280","37680"
"In post","2023","50-59","Office of the Scottish Charity Regulator","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","G7","10","10","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","London","G6","5","5","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","Outside London","AO","35","30","22860","23250"
"In post","2023","50-59","Planning Inspectorate","Outside London","EO","20","20","27400","28060"
"In post","2023","50-59","Planning Inspectorate","Outside London","G6","100","90","68000","73100"
"In post","2023","50-59","Planning Inspectorate","Outside London","G7","50","50","49520","48660"
"In post","2023","50-59","Planning Inspectorate","Outside London","HEO","25","25","34170","33450"
"In post","2023","50-59","Planning Inspectorate","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","Outside London","SEO","15","15","43000","41560"
"In post","2023","50-59","Queen Elizabeth II Centre","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Queen Elizabeth II Centre","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Queen Elizabeth II Centre","London","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Queen Elizabeth II Centre","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Registers of Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
