"Status","Year","Age","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","White","HM Land Registry","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","White","HM Revenue and Customs","AA/AO","70","65","22590","22520"
"In post","2023","16-19","White","HM Revenue and Customs","EO","10","10","[c]","[c]"
"In post","2023","16-19","White","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Home Office","AA/AO","15","15","[c]","[c]"
"In post","2023","16-19","White","Home Office","EO","10","10","[c]","[c]"
"In post","2023","16-19","White","Ministry of Defence","AA/AO","90","90","20150","19460"
"In post","2023","16-19","White","Ministry of Defence","EO","5","5","[c]","[c]"
"In post","2023","16-19","White","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Ministry of Defence","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","White","Ministry of Justice","AA/AO","180","180","26450","28880"
"In post","2023","16-19","White","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Ministry of Justice","Unknown","20","15","[c]","[c]"
"In post","2023","16-19","White","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Scottish Government","AA/AO","25","25","[c]","[c]"
"In post","2023","16-19","White","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","UK Statistics Authority","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","White","UK Statistics Authority","EO","10","10","[c]","[c]"
"In post","2023","16-19","White","Welsh Government","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Attorney General's Departments","AA/AO","100","100","22980","24280"
"In post","2023","20-29","Asian","Attorney General's Departments","EO","90","90","27850","27760"
"In post","2023","20-29","Asian","Attorney General's Departments","G6/G7","20","20","[c]","[c]"
"In post","2023","20-29","Asian","Attorney General's Departments","SEO/HEO","40","40","37590","38760"
"In post","2023","20-29","Asian","Cabinet Office","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Cabinet Office","EO","35","35","27010","28370"
"In post","2023","20-29","Asian","Cabinet Office","G6/G7","25","25","[c]","[c]"
"In post","2023","20-29","Asian","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Cabinet Office","SEO/HEO","220","220","31870","30130"
"In post","2023","20-29","Asian","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Chancellor's other departments","EO","5","5","[c]","[c]"
"In post","2023","20-29","Asian","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Chancellor's other departments","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Competition and Markets Authority","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Competition and Markets Authority","EO","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Competition and Markets Authority","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Asian","Competition and Markets Authority","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Department for Business, Energy and Industrial Strategy","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Department for Business, Energy and Industrial Strategy","EO","30","30","27800","28720"
"In post","2023","20-29","Asian","Department for Business, Energy and Industrial Strategy","G6/G7","30","30","58040","55120"
"In post","2023","20-29","Asian","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Department for Business, Energy and Industrial Strategy","SEO/HEO","175","175","38180","38530"
"In post","2023","20-29","Asian","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Department for Digital, Culture, Media and Sport","EO","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Department for Digital, Culture, Media and Sport","G6/G7","15","15","[c]","[c]"
"In post","2023","20-29","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","25","25","[c]","[c]"
"In post","2023","20-29","Asian","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Department for Education","EO","55","55","27150","26940"
"In post","2023","20-29","Asian","Department for Education","G6/G7","30","30","55010","55020"
"In post","2023","20-29","Asian","Department for Education","SEO/HEO","100","100","35050","34030"
"In post","2023","20-29","Asian","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Department for Environment, Food and Rural Affairs","AA/AO","25","25","[c]","[c]"
"In post","2023","20-29","Asian","Department for Environment, Food and Rural Affairs","EO","30","30","27830","29080"
"In post","2023","20-29","Asian","Department for Environment, Food and Rural Affairs","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Department for Environment, Food and Rural Affairs","SEO/HEO","60","60","34880","33830"
"In post","2023","20-29","Asian","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Department for International Trade","EO","15","15","[c]","[c]"
"In post","2023","20-29","Asian","Department for International Trade","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Department for International Trade","SEO/HEO","65","65","37340","35800"
"In post","2023","20-29","Asian","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Department for Levelling Up, Housing and Communities","EO","20","20","[c]","[c]"
"In post","2023","20-29","Asian","Department for Levelling Up, Housing and Communities","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Department for Levelling Up, Housing and Communities","SEO/HEO","50","50","36080","34310"
"In post","2023","20-29","Asian","Department for Transport","AA/AO","45","45","22950","22500"
"In post","2023","20-29","Asian","Department for Transport","EO","30","30","29260","30340"
"In post","2023","20-29","Asian","Department for Transport","G6/G7","15","15","[c]","[c]"
"In post","2023","20-29","Asian","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Department for Transport","SEO/HEO","85","85","37480","35760"
"In post","2023","20-29","Asian","Department for Work and Pensions","AA/AO","470","455","22240","21690"
"In post","2023","20-29","Asian","Department for Work and Pensions","EO","850","835","29640","28120"
"In post","2023","20-29","Asian","Department for Work and Pensions","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Department for Work and Pensions","SEO/HEO","145","145","37480","38470"
"In post","2023","20-29","Asian","Department of Health and Social Care","AA/AO","30","25","[c]","[c]"
"In post","2023","20-29","Asian","Department of Health and Social Care","EO","80","80","27580","27840"
"In post","2023","20-29","Asian","Department of Health and Social Care","G6/G7","15","15","[c]","[c]"
"In post","2023","20-29","Asian","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Department of Health and Social Care","SEO/HEO","140","140","36240","34190"
"In post","2023","20-29","Asian","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Food Standards Agency","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Foreign, Commonwealth and Development Office","EO","20","20","[c]","[c]"
"In post","2023","20-29","Asian","Foreign, Commonwealth and Development Office","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Foreign, Commonwealth and Development Office","SEO/HEO","65","65","36700","36800"
"In post","2023","20-29","Asian","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","HM Land Registry","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Asian","HM Land Registry","EO","15","15","[c]","[c]"
"In post","2023","20-29","Asian","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","HM Land Registry","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Asian","HM Revenue and Customs","AA/AO","650","620","22900","22520"
"In post","2023","20-29","Asian","HM Revenue and Customs","EO","395","390","28800","27890"
"In post","2023","20-29","Asian","HM Revenue and Customs","G6/G7","50","50","59950","59180"
"In post","2023","20-29","Asian","HM Revenue and Customs","SEO/HEO","375","370","37620","35000"
"In post","2023","20-29","Asian","HM Treasury","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Asian","HM Treasury","EO","30","30","[c]","[c]"
"In post","2023","20-29","Asian","HM Treasury","G6/G7","25","25","[c]","[c]"
"In post","2023","20-29","Asian","HM Treasury","SEO/HEO","65","65","34630","33820"
"In post","2023","20-29","Asian","Home Office","AA/AO","120","110","23460","22400"
"In post","2023","20-29","Asian","Home Office","EO","190","185","28080","29750"
"In post","2023","20-29","Asian","Home Office","G6/G7","20","20","[c]","[c]"
"In post","2023","20-29","Asian","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Home Office","SEO/HEO","150","150","37700","36180"
"In post","2023","20-29","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Ministry of Defence","AA/AO","55","55","25440","25170"
"In post","2023","20-29","Asian","Ministry of Defence","EO","45","45","28290","27470"
"In post","2023","20-29","Asian","Ministry of Defence","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Asian","Ministry of Defence","SEO/HEO","130","130","36780","37850"
"In post","2023","20-29","Asian","Ministry of Defence","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Asian","Ministry of Justice","AA/AO","485","470","25120","22190"
"In post","2023","20-29","Asian","Ministry of Justice","EO","120","120","28380","29070"
"In post","2023","20-29","Asian","Ministry of Justice","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Ministry of Justice","SEO/HEO","130","125","37140","35410"
"In post","2023","20-29","Asian","Ministry of Justice","Unknown","220","215","25310","23640"
"In post","2023","20-29","Asian","National Crime Agency","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Asian","National Crime Agency","EO","35","35","34670","34340"
"In post","2023","20-29","Asian","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","National Crime Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Asian","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Office for Standards in Education, Children's Services and Skills","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Asian","Office for Standards in Education, Children's Services and Skills","EO","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Office for Standards in Education, Children's Services and Skills","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Asian","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Office of Gas and Electricity Markets","EO","35","35","27040","26440"
"In post","2023","20-29","Asian","Office of Gas and Electricity Markets","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Asian","Office of Gas and Electricity Markets","SEO/HEO","20","20","[c]","[c]"
"In post","2023","20-29","Asian","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Office of Qualifications and Examinations Regulation","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Asian","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Scottish Government","AA/AO","25","25","[c]","[c]"
"In post","2023","20-29","Asian","Scottish Government","EO","15","15","[c]","[c]"
"In post","2023","20-29","Asian","Scottish Government","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Scottish Government","SEO/HEO","15","15","[c]","[c]"
