"Status","Year","Ethnicity","Organisation","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Scotland","40","[c]","25020","22520"
"New entrant CS","2023","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","South East (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Wales","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","West Midlands (England)","95","[c]","30110","27650"
"New entrant CS","2023","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Yorkshire and The Humber","145","[c]","24860","22520"
"New entrant CS","2023","Asian","HM Treasury (excl. agencies)","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Treasury (excl. agencies)","HM Treasury","London","35","[c]","26760","27820"
"New entrant CS","2023","Asian","HM Treasury (excl. agencies)","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Health and Safety Executive","Department for Work and Pensions","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Health and Safety Executive","Department for Work and Pensions","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Health and Safety Executive","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Health and Safety Executive","Department for Work and Pensions","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Health and Safety Executive","Department for Work and Pensions","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Health and Safety Executive","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Health and Safety Executive","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Health and Safety Executive","Department for Work and Pensions","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Health and Safety Executive","Department for Work and Pensions","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Health and Safety Executive","Department for Work and Pensions","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Health and Safety Executive","Department for Work and Pensions","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Home Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Home Office","East of England","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Home Office","London","115","[c]","31570","29750"
"New entrant CS","2023","Asian","Home Office","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Home Office","North West (England)","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Home Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Home Office","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Home Office","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Home Office","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Home Office","West Midlands (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Home Office","Yorkshire and The Humber","35","[c]","26040","25750"
"New entrant CS","2023","Asian","Institute for Apprenticeships and Technical Education","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Institute for Apprenticeships and Technical Education","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Institute for Apprenticeships and Technical Education","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Institute for Apprenticeships and Technical Education","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Institute for Apprenticeships and Technical Education","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Institute for Apprenticeships and Technical Education","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Wales","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal Aid Agency","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal Aid Agency","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal Aid Agency","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal Aid Agency","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal Aid Agency","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal Aid Agency","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal Aid Agency","Ministry of Justice","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal Aid Agency","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Maritime and Coastguard Agency","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Maritime and Coastguard Agency","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Maritime and Coastguard Agency","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Maritime and Coastguard Agency","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Maritime and Coastguard Agency","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Maritime and Coastguard Agency","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Maritime and Coastguard Agency","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Maritime and Coastguard Agency","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Maritime and Coastguard Agency","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Maritime and Coastguard Agency","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","East of England","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","65","[c]","35430","33500"
"New entrant CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Met Office","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Met Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Met Office","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Met Office","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Met Office","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Met Office","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Met Office","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Met Office","Department for Business, Energy and Industrial Strategy","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Met Office","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","East of England","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","London","30","[c]","40330","37850"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","South East (England)","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","London","45","[c]","42550","35410"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","West Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","National Crime Agency","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Infrastructure Commission","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Infrastructure Commission","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Records of Scotland","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Savings and Investments","Chancellor's other departments","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Savings and Investments","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Savings and Investments","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Savings and Investments","Chancellor's other departments","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Northern Ireland Office","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Northern Ireland Office","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Budget Responsibility","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","North West (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","75","[c]","40090","34200"
"New entrant CS","2023","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Scotland","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","West Midlands (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","Office of Rail and Road","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Public Guardian","Ministry of Justice","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Public Guardian","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Public Guardian","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Public Guardian","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Public Guardian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Public Guardian","Ministry of Justice","West Midlands (England)","75","[c]","22080","21780"
"New entrant CS","2023","Asian","Office of the Scottish Charity Regulator","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Registers of Scotland","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Revenue Scotland","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Courts and Tribunals Service","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Fiscal Commission","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Government (excl. agencies)","Scottish Government","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Government (excl. agencies)","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Government (excl. agencies)","Scottish Government","Scotland","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Housing Regulator","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Prison Service","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Public Pensions Agency","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Serious Fraud Office","Attorney General's Departments","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Social Security Scotland","Scottish Government","Scotland","35","[c]","33390","29100"
"New entrant CS","2023","Asian","Standards and Testing Agency","Department for Education","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Standards and Testing Agency","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Standards and Testing Agency","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Standards and Testing Agency","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Standards and Testing Agency","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Student Awards Agency for Scotland","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Submarine Delivery Agency","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Submarine Delivery Agency","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Submarine Delivery Agency","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Submarine Delivery Agency","Ministry of Defence","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Teaching Regulation Agency","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","The National Archives","The National Archives","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","The National Archives","The National Archives","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Transport Scotland","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Debt Management Office","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Export Finance","UK Export Finance","London","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Health Security Agency","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Health Security Agency","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Health Security Agency","Department of Health and Social Care","London","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","UK Health Security Agency","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
