"Status","Year","Age","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","20-29","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office for Standards in Education, Children's Services and Skills","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office for Standards in Education, Children's Services and Skills","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Gas and Electricity Markets","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Gas and Electricity Markets","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of the Public Guardian","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of the Public Guardian","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Rural Payments Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Rural Payments Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Scottish Courts and Tribunals Service","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Scottish Government (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Scottish Government (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","The Insolvency Service","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","The Insolvency Service","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","UK Health Security Agency","Female","35","[c]","33360","32790"
"Leaver Dept.","2023","20-29","UK Health Security Agency","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","UK Space Agency","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","UK Statistics Authority","Female","55","[c]","30080","31060"
"Leaver Dept.","2023","20-29","UK Statistics Authority","Male","35","[c]","31910","31560"
"Leaver Dept.","2023","20-29","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Valuation Office Agency","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Valuation Office Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Welsh Government (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Welsh Government (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Active Travel England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Active Travel England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Advisory, Conciliation and Arbitration Service","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Animal and Plant Health Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Animal and Plant Health Agency","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Attorney General's Office","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Building Digital UK","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Cabinet Office (excl. agencies)","Female","215","[c]","48340","54700"
"Leaver Dept.","2023","30-39","Cabinet Office (excl. agencies)","Male","190","[c]","46830","49700"
"Leaver Dept.","2023","30-39","Central Civil Service Fast Stream","Female","45","[c]","31920","32000"
"Leaver Dept.","2023","30-39","Central Civil Service Fast Stream","Male","45","[c]","32470","32000"
"Leaver Dept.","2023","30-39","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Charity Commission","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Companies House","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Competition and Markets Authority","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Competition and Markets Authority","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Crown Commercial Service","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Crown Prosecution Service","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Crown Prosecution Service","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Defence Equipment and Support","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Defence Equipment and Support","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Defence Science and Technology Laboratory","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Defence Science and Technology Laboratory","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","80","[c]","47890","53380"
"Leaver Dept.","2023","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","90","[c]","45660","41550"
"Leaver Dept.","2023","30-39","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","45","[c]","48630","52510"
"Leaver Dept.","2023","30-39","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","35","[c]","48190","53030"
"Leaver Dept.","2023","30-39","Department for Education (excl. agencies)","Female","115","[c]","45410","41800"
"Leaver Dept.","2023","30-39","Department for Education (excl. agencies)","Male","65","[c]","42570","40530"
"Leaver Dept.","2023","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","75","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for International Trade","Female","35","[c]","46440","51710"
"Leaver Dept.","2023","30-39","Department for International Trade","Male","35","[c]","43460","39790"
"Leaver Dept.","2023","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","80","[c]","44490","42020"
"Leaver Dept.","2023","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","75","[c]","45730","41720"
"Leaver Dept.","2023","30-39","Department for Transport (excl. agencies)","Female","35","[c]","45270","43320"
"Leaver Dept.","2023","30-39","Department for Transport (excl. agencies)","Male","35","[c]","47240","43750"
"Leaver Dept.","2023","30-39","Department for Work and Pensions (excl. agencies)","Female","420","[c]","30380","28120"
"Leaver Dept.","2023","30-39","Department for Work and Pensions (excl. agencies)","Male","295","[c]","30710","28120"
"Leaver Dept.","2023","30-39","Department of Health and Social Care (excl. agencies)","Female","80","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department of Health and Social Care (excl. agencies)","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Driver and Vehicle Licensing Agency","Female","60","[c]","28140","26960"
"Leaver Dept.","2023","30-39","Driver and Vehicle Licensing Agency","Male","40","[c]","27910","27220"
"Leaver Dept.","2023","30-39","Driver and Vehicle Standards Agency","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Driver and Vehicle Standards Agency","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Education Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Education Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Education and Skills Funding Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Education and Skills Funding Agency","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Food Standards Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Food Standards Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Government Commercial Organisation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Government Commercial Organisation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Government Legal Department","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Government Legal Department","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Government Property Agency","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","HM Courts and Tribunals Service","Female","85","[c]","26280","21780"
"Leaver Dept.","2023","30-39","HM Courts and Tribunals Service","Male","35","[c]","30080","25120"
"Leaver Dept.","2023","30-39","HM Prison and Probation Service","Female","120","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","HM Prison and Probation Service","Male","140","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","HM Revenue and Customs (excl. agencies)","Female","185","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","HM Revenue and Customs (excl. agencies)","Male","205","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","HM Treasury (excl. agencies)","Female","45","[c]","48430","52530"
"Leaver Dept.","2023","30-39","HM Treasury (excl. agencies)","Male","55","[c]","52030","53710"
"Leaver Dept.","2023","30-39","Health and Safety Executive","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Home Office","Female","205","[c]","40240","39000"
"Leaver Dept.","2023","30-39","Home Office","Male","170","[c]","37630","32000"
"Leaver Dept.","2023","30-39","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Intellectual Property Office","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal Aid Agency","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Maritime and Coastguard Agency","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Medicines and Healthcare Products Regulatory Agency","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
