"Status","Year","Age","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","65+","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Companies House","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Crown Office and Procurator Fiscal Service","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Crown Office and Procurator Fiscal Service","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Crown Prosecution Service","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Crown Prosecution Service","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Defence Equipment and Support","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Defence Equipment and Support","Male","80","[c]","37520","38670"
"Leaver CS","2023","65+","Defence Science and Technology Laboratory","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Defence Science and Technology Laboratory","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Education (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Education (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for International Trade","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Transport (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Transport (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department for Work and Pensions (excl. agencies)","Female","750","[c]","25910","25610"
"Leaver CS","2023","65+","Department for Work and Pensions (excl. agencies)","Male","375","[c]","26740","27570"
"Leaver CS","2023","65+","Department of Health and Social Care (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Department of Health and Social Care (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Driver and Vehicle Licensing Agency","Female","50","[c]","23530","21840"
"Leaver CS","2023","65+","Driver and Vehicle Licensing Agency","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Driver and Vehicle Standards Agency","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Driver and Vehicle Standards Agency","Male","90","[c]","29370","27450"
"Leaver CS","2023","65+","Education Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Education Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","FCDO Services","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Food Standards Agency","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Forestry and Land Scotland","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Government Commercial Organisation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Government Commercial Organisation","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Government Legal Department","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Courts and Tribunals Service","Female","135","[c]","24350","21780"
"Leaver CS","2023","65+","HM Courts and Tribunals Service","Male","80","[c]","23960","21780"
"Leaver CS","2023","65+","HM Land Registry","Female","35","[c]","31970","28080"
"Leaver CS","2023","65+","HM Land Registry","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Prison and Probation Service","Female","245","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Prison and Probation Service","Male","325","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Revenue and Customs (excl. agencies)","Female","335","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Revenue and Customs (excl. agencies)","Male","245","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Health and Safety Executive","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Health and Safety Executive","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Home Office","Female","135","[c]","29960","26400"
"Leaver CS","2023","65+","Home Office","Male","100","[c]","30210","26770"
"Leaver CS","2023","65+","Intellectual Property Office","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Intellectual Property Office","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal Aid Agency","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Maritime and Coastguard Agency","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Medicines and Healthcare Products Regulatory Agency","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Medicines and Healthcare Products Regulatory Agency","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Met Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Met Office","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Ministry of Defence (excl. agencies)","Female","155","[c]","27790","22450"
"Leaver CS","2023","65+","Ministry of Defence (excl. agencies)","Male","405","[c]","31190","27470"
"Leaver CS","2023","65+","Ministry of Justice (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Ministry of Justice (excl. agencies)","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","National Crime Agency","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","National Crime Agency","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","National Records of Scotland","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office for Standards in Education, Children's Services and Skills","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office for Standards in Education, Children's Services and Skills","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Planning Inspectorate","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Registers of Scotland","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Royal Fleet Auxiliary","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Rural Payments Agency","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Rural Payments Agency","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Scottish Courts and Tribunals Service","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Scottish Courts and Tribunals Service","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Scottish Government (excl. agencies)","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Scottish Government (excl. agencies)","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Scottish Prison Service","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Scottish Prison Service","Male","35","[c]","37750","37060"
"Leaver CS","2023","65+","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","The Insolvency Service","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","UK Health Security Agency","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","UK Health Security Agency","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","UK Hydrographic Office","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","UK Statistics Authority","Female","45","[c]","25160","21200"
"Leaver CS","2023","65+","UK Statistics Authority","Male","50","[c]","26270","21200"
"Leaver CS","2023","65+","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Valuation Office Agency","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Valuation Office Agency","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Welsh Government (excl. agencies)","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Welsh Government (excl. agencies)","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","70","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Animal and Plant Health Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Animal and Plant Health Agency","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Building Digital UK","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Building Digital UK","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Cabinet Office (excl. agencies)","Female","215","[c]","35660","34550"
"Leaver Dept.","2023","20-29","Cabinet Office (excl. agencies)","Male","175","[c]","36360","35240"
"Leaver Dept.","2023","20-29","Central Civil Service Fast Stream","Female","250","[c]","31600","32000"
"Leaver Dept.","2023","20-29","Central Civil Service Fast Stream","Male","175","[c]","31900","32000"
"Leaver Dept.","2023","20-29","Charity Commission","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Companies House","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Competition and Markets Authority","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Crown Commercial Service","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Crown Prosecution Service","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Crown Prosecution Service","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Defence Equipment and Support","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Defence Science and Technology Laboratory","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Defence Science and Technology Laboratory","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","110","[c]","38580","34670"
"Leaver Dept.","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","100","[c]","38650","34480"
"Leaver Dept.","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","55","[c]","36680","35620"
"Leaver Dept.","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","50","[c]","40330","35620"
"Leaver Dept.","2023","20-29","Department for Education (excl. agencies)","Female","95","[c]","36560","34030"
"Leaver Dept.","2023","20-29","Department for Education (excl. agencies)","Male","45","[c]","34540","34030"
"Leaver Dept.","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","100","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","90","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for International Trade","Female","50","[c]","34560","32120"
"Leaver Dept.","2023","20-29","Department for International Trade","Male","45","[c]","35200","33870"
"Leaver Dept.","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","100","[c]","34760","33210"
"Leaver Dept.","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","70","[c]","35930","33930"
"Leaver Dept.","2023","20-29","Department for Transport (excl. agencies)","Female","50","[c]","36690","35420"
"Leaver Dept.","2023","20-29","Department for Transport (excl. agencies)","Male","50","[c]","36780","34880"
"Leaver Dept.","2023","20-29","Department for Work and Pensions (excl. agencies)","Female","405","[c]","29180","28120"
"Leaver Dept.","2023","20-29","Department for Work and Pensions (excl. agencies)","Male","290","[c]","28880","28120"
"Leaver Dept.","2023","20-29","Department of Health and Social Care (excl. agencies)","Female","105","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department of Health and Social Care (excl. agencies)","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Driver and Vehicle Licensing Agency","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Driver and Vehicle Licensing Agency","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Driver and Vehicle Standards Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Driver and Vehicle Standards Agency","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Education and Skills Funding Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Food Standards Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Food Standards Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Government Commercial Organisation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Government Commercial Organisation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Government Legal Department","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Government Legal Department","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Courts and Tribunals Service","Female","130","[c]","24910","21780"
"Leaver Dept.","2023","20-29","HM Courts and Tribunals Service","Male","60","[c]","25280","23720"
"Leaver Dept.","2023","20-29","HM Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Prison and Probation Service","Female","120","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Prison and Probation Service","Male","65","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Revenue and Customs (excl. agencies)","Female","280","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Revenue and Customs (excl. agencies)","Male","200","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Treasury (excl. agencies)","Female","55","[c]","37320","33720"
"Leaver Dept.","2023","20-29","HM Treasury (excl. agencies)","Male","55","[c]","36480","33630"
"Leaver Dept.","2023","20-29","Health and Safety Executive","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Health and Safety Executive","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Home Office","Female","265","[c]","33400","29890"
"Leaver Dept.","2023","20-29","Home Office","Male","185","[c]","33670","30100"
"Leaver Dept.","2023","20-29","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Intellectual Property Office","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Intellectual Property Office","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Defence (excl. agencies)","Female","85","[c]","33160","32980"
"Leaver Dept.","2023","20-29","Ministry of Defence (excl. agencies)","Male","70","[c]","34230","33990"
"Leaver Dept.","2023","20-29","Ministry of Justice (excl. agencies)","Female","95","[c]","35940","34830"
"Leaver Dept.","2023","20-29","Ministry of Justice (excl. agencies)","Male","45","[c]","36980","35410"
"Leaver Dept.","2023","20-29","National Crime Agency","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","National Crime Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Northern Ireland Office","Male","10","[c]","[c]","[c]"
