"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Human Resources","Economics","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Economics","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Finance","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Finance","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Finance","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Finance","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Finance","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Finance","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Finance","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Finance","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Human Resources","AA","Female","55","50","21360","21380"
"In post","2023","Human Resources","Human Resources","AA","Male","25","20","[c]","[c]"
"In post","2023","Human Resources","Human Resources","AO","Female","770","700","22770","22220"
"In post","2023","Human Resources","Human Resources","AO","Male","295","285","22780","22220"
"In post","2023","Human Resources","Human Resources","EO","Female","1395","1305","28000","27470"
"In post","2023","Human Resources","Human Resources","EO","Male","1305","1280","29350","28130"
"In post","2023","Human Resources","Human Resources","G6","Female","445","435","68340","67790"
"In post","2023","Human Resources","Human Resources","G6","Male","215","210","69460","69240"
"In post","2023","Human Resources","Human Resources","G7","Female","1220","1170","55430","55250"
"In post","2023","Human Resources","Human Resources","G7","Male","535","530","56220","55820"
"In post","2023","Human Resources","Human Resources","HEO","Female","2145","2035","35480","34170"
"In post","2023","Human Resources","Human Resources","HEO","Male","1230","1210","36320","34450"
"In post","2023","Human Resources","Human Resources","SCS level","Female","160","155","90250","82280"
"In post","2023","Human Resources","Human Resources","SCS level","Male","80","80","89680","83300"
"In post","2023","Human Resources","Human Resources","SEO","Female","1455","1380","41990","41510"
"In post","2023","Human Resources","Human Resources","SEO","Male","775","760","43240","41840"
"In post","2023","Human Resources","Human Resources","Unknown","Female","55","50","38550","38290"
"In post","2023","Human Resources","Human Resources","Unknown","Male","35","35","37280","30590"
"In post","2023","Human Resources","Intelligence Analysis","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Intelligence Analysis","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","International Trade","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","International Trade","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Knowledge and Information Management","G7","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Knowledge and Information Management","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Knowledge and Information Management","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Knowledge and Information Management","HEO","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","Knowledge and Information Management","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Knowledge and Information Management","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Legal","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Legal","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Operational Delivery","AO","Female","55","45","22340","21780"
"In post","2023","Human Resources","Operational Delivery","AO","Male","25","25","[c]","[c]"
"In post","2023","Human Resources","Operational Delivery","EO","Female","435","395","28520","28120"
"In post","2023","Human Resources","Operational Delivery","EO","Male","285","275","28550","28120"
"In post","2023","Human Resources","Operational Delivery","G6","Female","15","15","[c]","[c]"
"In post","2023","Human Resources","Operational Delivery","G6","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Operational Delivery","G7","Female","45","45","53200","51770"
"In post","2023","Human Resources","Operational Delivery","G7","Male","30","30","54010","54390"
"In post","2023","Human Resources","Operational Delivery","HEO","Female","175","160","34740","34170"
"In post","2023","Human Resources","Operational Delivery","HEO","Male","95","95","34770","34250"
"In post","2023","Human Resources","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Operational Delivery","SEO","Female","85","80","40870","41140"
"In post","2023","Human Resources","Operational Delivery","SEO","Male","50","50","40880","40790"
"In post","2023","Human Resources","Operational Delivery","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Other","EO","Female","20","15","[c]","[c]"
"In post","2023","Human Resources","Other","EO","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","Other","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Other","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Other","HEO","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Other","HEO","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","Other","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Other","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","G7","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Policy","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","HEO","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Policy","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","G6","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","G7","Female","15","15","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","G7","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","HEO","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","SEO","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","SEO","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","Property","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Property","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Property","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Property","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Statistics","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Statistics","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Tax","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Tax","AO","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","Tax","EO","Female","30","25","[c]","[c]"
"In post","2023","Human Resources","Tax","EO","Male","30","25","[c]","[c]"
"In post","2023","Human Resources","Tax","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Tax","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Tax","G7","Female","15","10","[c]","[c]"
"In post","2023","Human Resources","Tax","G7","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","Tax","HEO","Female","40","35","35420","35000"
"In post","2023","Human Resources","Tax","HEO","Male","45","45","35800","35000"
"In post","2023","Human Resources","Tax","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Tax","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Tax","SEO","Female","15","15","[c]","[c]"
"In post","2023","Human Resources","Tax","SEO","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Unknown","AO","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","EO","Female","50","45","27600","27890"
"In post","2023","Human Resources","Unknown","EO","Male","20","20","[c]","[c]"
"In post","2023","Human Resources","Unknown","G6","Female","25","25","[c]","[c]"
"In post","2023","Human Resources","Unknown","G6","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Unknown","G7","Female","65","65","56710","56870"
"In post","2023","Human Resources","Unknown","G7","Male","30","30","56080","56430"
"In post","2023","Human Resources","Unknown","HEO","Female","75","70","34420","34700"
"In post","2023","Human Resources","Unknown","HEO","Male","30","30","[c]","[c]"
"In post","2023","Human Resources","Unknown","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Unknown","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","Unknown","SEO","Female","45","40","41710","41950"
"In post","2023","Human Resources","Unknown","SEO","Male","25","25","[c]","[c]"
"In post","2023","Human Resources","Unknown","Unknown","Female","10","5","[c]","[c]"
"In post","2023","Human Resources","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","AO","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","AO","Male","10","10","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","EO","Female","25","25","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","EO","Male","10","10","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","G6","Female","35","35","68470","66390"
"In post","2023","Internal Audit","Internal Audit","G6","Male","45","45","66360","64280"
"In post","2023","Internal Audit","Internal Audit","G7","Female","65","60","54250","54850"
"In post","2023","Internal Audit","Internal Audit","G7","Male","75","70","55140","54930"
"In post","2023","Internal Audit","Internal Audit","HEO","Female","90","85","34730","34300"
"In post","2023","Internal Audit","Internal Audit","HEO","Male","60","55","35830","35000"
"In post","2023","Internal Audit","Internal Audit","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","SEO","Female","155","140","44940","43980"
"In post","2023","Internal Audit","Internal Audit","SEO","Male","120","115","45690","44590"
"In post","2023","Internal Audit","Operational Delivery","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Operational Delivery","G7","Male","[c]","[c]","[c]","[c]"
