"Status","Year","Organisation","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Crown Commercial Service","Liverpool","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","Liverpool","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","Monmouthshire and Newport","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","Monmouthshire and Newport","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","Norwich and East Norfolk","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","Norwich and East Norfolk","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","South Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","South Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","Tower Hamlets","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Aberdeen City and Aberdeenshire","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Angus and Dundee City","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","City of Edinburgh","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","City of Edinburgh","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Clackmannanshire and Fife","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Dumfries and Galloway","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Dumfries and Galloway","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","East Ayrshire and North Ayrshire mainland","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Falkirk","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Falkirk","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Glasgow City","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Glasgow City","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Inverclyde, East Renfrewshire, and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","North Lanarkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","North Lanarkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Scottish Borders","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Scottish Borders","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","South Lanarkshire","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Berkshire","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Berkshire","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Birmingham","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Birmingham","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Brighton and Hove","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Bristol, City of","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Cardiff and Vale of Glamorgan","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Croydon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Croydon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Devon CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Devon CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Durham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Durham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","East Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","East Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","East Kent","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","East Kent","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","East Lothian and Midlothian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","East Lothian and Midlothian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Gwent Valleys","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Heart of Essex","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Hertfordshire CC","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Hounslow and Richmond upon Thames","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Hounslow and Richmond upon Thames","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Leeds","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Leeds","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Leicester","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Leicester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Liverpool","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Liverpool","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Manchester","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Manchester","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Nottingham","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Nottingham","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Portsmouth","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Portsmouth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Redbridge and Waltham Forest","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Sefton","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Sefton","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Sheffield","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Sheffield","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","South Hampshire","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","South Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","South Teesside","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","South Teesside","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Swansea","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Swansea","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Tyneside","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Tyneside","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Wakefield","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Wakefield","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Warrington","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Warrington","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","West Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","West Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","West Surrey","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","West Surrey","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Westminster","Female","70","[c]","36050","28410"
"Leaver CS","2023","Crown Prosecution Service","Westminster","Male","40","[c]","42830","35680"
"Leaver CS","2023","Crown Prosecution Service","Worcestershire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","York","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","York","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","Flintshire and Wrexham","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","Staffordshire CC","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","210","[c]","36660","32840"
"Leaver CS","2023","Defence Equipment and Support","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","445","[c]","41230","38790"
"Leaver CS","2023","Defence Equipment and Support","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Clackmannanshire and Fife","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Devon CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Devon CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Dorset","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Dorset","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","East Ayrshire and North Ayrshire mainland","Male","30","[c]","27960","25540"
"Leaver CS","2023","Defence Equipment and Support","East Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","East Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Glasgow City","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Glasgow City","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Harrow and Hillingdon","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Harrow and Hillingdon","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Isle of Anglesey","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Isle of Anglesey","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Lincolnshire CC","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Lincolnshire CC","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Manchester","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Manchester","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Mid Lancashire","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","North Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","North Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","North and West Norfolk","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Northumberland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Northumberland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Oxfordshire CC","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Oxfordshire CC","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Plymouth","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Plymouth","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Portsmouth","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Portsmouth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Sandwell","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Sandwell","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Somerset CC","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Somerset CC","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","South Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","South Hampshire","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Southend-on-Sea","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Southend-on-Sea","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Warwickshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Warwickshire CC","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","West Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","West Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Wiltshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Wiltshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Wirral","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Wirral","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","Central Hampshire","Female","30","[c]","34500","32360"
"Leaver CS","2023","Defence Science and Technology Laboratory","Central Hampshire","Male","70","[c]","39030","39890"
"Leaver CS","2023","Defence Science and Technology Laboratory","South Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","South Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","West Kent","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","West Kent","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","Wiltshire","Female","75","[c]","37330","39890"
"Leaver CS","2023","Defence Science and Technology Laboratory","Wiltshire","Male","145","[c]","36960","30650"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Birmingham","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Birmingham","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Cardiff and Vale of Glamorgan","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Darlington","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Darlington","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester South West","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester South West","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Hounslow and Richmond upon Thames","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Hounslow and Richmond upon Thames","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Leeds","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Leeds","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Nottingham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Nottingham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tyneside","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tyneside","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Westminster","Female","250","[c]","47080","40220"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Westminster","Male","255","[c]","49920","53380"
