"Status","Year","Organisation","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Westminster","Female","115","[c]","44110","38570"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","Westminster","Male","85","[c]","48100","51730"
"Leaver CS","2023","Department for Education (excl. agencies)","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Birmingham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Birmingham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Bristol, City of","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Bristol, City of","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Coventry","Female","35","[c]","40570","37880"
"Leaver CS","2023","Department for Education (excl. agencies)","Coventry","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Croydon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Croydon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Darlington","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Darlington","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Devon CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Devon CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Inverclyde, East Renfrewshire, and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Kent Thames Gateway","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Lambeth","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Lambeth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Leeds","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Leeds","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Manchester","Female","30","[c]","42270","37590"
"Leaver CS","2023","Department for Education (excl. agencies)","Manchester","Male","40","[c]","41150","37590"
"Leaver CS","2023","Department for Education (excl. agencies)","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Nottingham","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Nottingham","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Powys","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Powys","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Sheffield","Female","30","[c]","39530","37590"
"Leaver CS","2023","Department for Education (excl. agencies)","Sheffield","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","South Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","South Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Tyneside","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Tyneside","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Westminster","Female","95","[c]","44040","41440"
"Leaver CS","2023","Department for Education (excl. agencies)","Westminster","Male","45","[c]","47160","45880"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Birmingham","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Birmingham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Bristol, City of","Female","50","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Bristol, City of","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Calderdale and Kirklees","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Calderdale and Kirklees","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire East","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire West and Chester","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Darlington","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Darlington","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon CC","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon CC","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Lothian and Midlothian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Lothian and Midlothian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Glasgow City","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Glasgow City","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Leeds","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Leeds","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Lincolnshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Lincolnshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Manchester","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Manchester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Northumberland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Northumberland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
