"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","40-49","Human Resources","EO","40","[c]","27830","27470"
"Leaver CS","2023","40-49","Human Resources","G6/G7","45","[c]","62000","58440"
"Leaver CS","2023","40-49","Human Resources","SCS level","15","[c]","88040","85000"
"Leaver CS","2023","40-49","Human Resources","SEO/HEO","80","[c]","39040","37640"
"Leaver CS","2023","40-49","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Internal Audit","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","AA/AO","20","[c]","21810","22000"
"Leaver CS","2023","40-49","Legal","EO","15","[c]","29120","28200"
"Leaver CS","2023","40-49","Legal","G6/G7","110","[c]","61370","61760"
"Leaver CS","2023","40-49","Legal","SCS level","10","[c]","90100","89340"
"Leaver CS","2023","40-49","Legal","SEO/HEO","20","[c]","39500","38830"
"Leaver CS","2023","40-49","No function","AA/AO","1590","[c]","22260","21690"
"Leaver CS","2023","40-49","No function","EO","1135","[c]","28520","27960"
"Leaver CS","2023","40-49","No function","G6/G7","410","[c]","60510","58990"
"Leaver CS","2023","40-49","No function","SCS level","105","[c]","88640","81800"
"Leaver CS","2023","40-49","No function","SEO/HEO","720","[c]","38420","37720"
"Leaver CS","2023","40-49","No function","Unknown","290","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","G6/G7","85","[c]","58430","56180"
"Leaver CS","2023","40-49","Project Delivery","SCS level","10","[c]","94110","92700"
"Leaver CS","2023","40-49","Project Delivery","SEO/HEO","85","[c]","38610","39150"
"Leaver CS","2023","40-49","Project Delivery","Unknown","15","[c]","44780","43180"
"Leaver CS","2023","40-49","Property","AA/AO","15","[c]","21620","22270"
"Leaver CS","2023","40-49","Property","EO","15","[c]","26020","26610"
"Leaver CS","2023","40-49","Property","G6/G7","10","[c]","60330","59960"
"Leaver CS","2023","40-49","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","SEO/HEO","35","[c]","39380","39250"
"Leaver CS","2023","40-49","Security","AA/AO","70","[c]","29510","27350"
"Leaver CS","2023","40-49","Security","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Security","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Security","SEO/HEO","20","[c]","38780","36560"
"Leaver CS","2023","40-49","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","AA/AO","40","[c]","24560","23340"
"Leaver CS","2023","40-49","Unknown","EO","45","[c]","29330","29430"
"Leaver CS","2023","40-49","Unknown","G6/G7","155","[c]","65470","65280"
"Leaver CS","2023","40-49","Unknown","SCS level","30","[c]","95290","84200"
"Leaver CS","2023","40-49","Unknown","SEO/HEO","115","[c]","39420","38470"
"Leaver CS","2023","40-49","Unknown","Unknown","25","[c]","34560","33690"
"Leaver CS","2023","50-59","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","G6/G7","20","[c]","59250","55720"
"Leaver CS","2023","50-59","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","SEO/HEO","15","[c]","38820","39890"
"Leaver CS","2023","50-59","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","G6/G7","45","[c]","65870","67760"
"Leaver CS","2023","50-59","Commercial","SCS level","15","[c]","142780","136600"
"Leaver CS","2023","50-59","Commercial","SEO/HEO","35","[c]","39720","41440"
"Leaver CS","2023","50-59","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","SEO/HEO","20","[c]","38620","39370"
"Leaver CS","2023","50-59","Counter Fraud","AA/AO","40","[c]","22580","21690"
"Leaver CS","2023","50-59","Counter Fraud","EO","85","[c]","28390","28120"
"Leaver CS","2023","50-59","Counter Fraud","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","SEO/HEO","50","[c]","37080","36160"
"Leaver CS","2023","50-59","Debt","AA/AO","115","[c]","21840","21690"
"Leaver CS","2023","50-59","Debt","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","AA/AO","20","[c]","22630","21690"
"Leaver CS","2023","50-59","Digital, Data & Technology","EO","25","[c]","29230","28120"
"Leaver CS","2023","50-59","Digital, Data & Technology","G6/G7","140","[c]","60920","59590"
"Leaver CS","2023","50-59","Digital, Data & Technology","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","SEO/HEO","145","[c]","39990","39460"
"Leaver CS","2023","50-59","Finance","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","EO","20","[c]","27860","27470"
"Leaver CS","2023","50-59","Finance","G6/G7","45","[c]","60240","57910"
"Leaver CS","2023","50-59","Finance","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","SEO/HEO","70","[c]","39210","38470"
"Leaver CS","2023","50-59","Grants Management","AA/AO","20","[c]","21800","22150"
"Leaver CS","2023","50-59","Grants Management","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","AA/AO","60","[c]","21890","22030"
"Leaver CS","2023","50-59","Human Resources","EO","75","[c]","28100","27470"
"Leaver CS","2023","50-59","Human Resources","G6/G7","55","[c]","60680","57970"
"Leaver CS","2023","50-59","Human Resources","SCS level","15","[c]","106420","92000"
"Leaver CS","2023","50-59","Human Resources","SEO/HEO","115","[c]","40110","38820"
"Leaver CS","2023","50-59","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","SEO/HEO","15","[c]","39700","39980"
"Leaver CS","2023","50-59","Legal","AA/AO","20","[c]","22730","22870"
"Leaver CS","2023","50-59","Legal","EO","25","[c]","29080","28850"
"Leaver CS","2023","50-59","Legal","G6/G7","85","[c]","61850","61430"
"Leaver CS","2023","50-59","Legal","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","SEO/HEO","20","[c]","40010","38940"
"Leaver CS","2023","50-59","No function","AA/AO","2160","[c]","21990","21690"
"Leaver CS","2023","50-59","No function","EO","1640","[c]","28510","28080"
"Leaver CS","2023","50-59","No function","G6/G7","415","[c]","62750","61200"
"Leaver CS","2023","50-59","No function","SCS level","105","[c]","100860","95010"
"Leaver CS","2023","50-59","No function","SEO/HEO","895","[c]","39300","38810"
"Leaver CS","2023","50-59","No function","Unknown","315","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","G6/G7","70","[c]","60540","60450"
"Leaver CS","2023","50-59","Project Delivery","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","SEO/HEO","115","[c]","38980","39600"
"Leaver CS","2023","50-59","Project Delivery","Unknown","20","[c]","50110","46510"
"Leaver CS","2023","50-59","Property","AA/AO","35","[c]","21630","22010"
"Leaver CS","2023","50-59","Property","EO","15","[c]","28370","27470"
"Leaver CS","2023","50-59","Property","G6/G7","20","[c]","60780","58090"
"Leaver CS","2023","50-59","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","SEO/HEO","50","[c]","40320","40580"
"Leaver CS","2023","50-59","Security","AA/AO","130","[c]","30920","27500"
"Leaver CS","2023","50-59","Security","EO","35","[c]","35700","29200"
"Leaver CS","2023","50-59","Security","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","SEO/HEO","65","[c]","41170","36460"
"Leaver CS","2023","50-59","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","AA/AO","45","[c]","24930","24400"
"Leaver CS","2023","50-59","Unknown","EO","55","[c]","30450","29430"
"Leaver CS","2023","50-59","Unknown","G6/G7","140","[c]","64800","65280"
"Leaver CS","2023","50-59","Unknown","SCS level","40","[c]","94690","90250"
"Leaver CS","2023","50-59","Unknown","SEO/HEO","150","[c]","42550","42420"
"Leaver CS","2023","50-59","Unknown","Unknown","30","[c]","41820","41480"
"Leaver CS","2023","60-64","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","G6/G7","15","[c]","59310","50330"
"Leaver CS","2023","60-64","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","SEO/HEO","15","[c]","39720","39890"
"Leaver CS","2023","60-64","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","G6/G7","25","[c]","61850","62730"
"Leaver CS","2023","60-64","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","SEO/HEO","30","[c]","39580","39380"
"Leaver CS","2023","60-64","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","AA/AO","25","[c]","22860","21690"
"Leaver CS","2023","60-64","Counter Fraud","EO","70","[c]","28550","28120"
"Leaver CS","2023","60-64","Counter Fraud","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","SEO/HEO","70","[c]","37390","35310"
"Leaver CS","2023","60-64","Debt","AA/AO","90","[c]","21840","21690"
"Leaver CS","2023","60-64","Debt","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","EO","35","[c]","28850","28120"
"Leaver CS","2023","60-64","Digital, Data & Technology","G6/G7","50","[c]","57560","57440"
"Leaver CS","2023","60-64","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","SEO/HEO","70","[c]","38930","38470"
"Leaver CS","2023","60-64","Finance","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","EO","20","[c]","28260","27740"
"Leaver CS","2023","60-64","Finance","G6/G7","40","[c]","62960","63070"
"Leaver CS","2023","60-64","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","SEO/HEO","65","[c]","40800","39040"
"Leaver CS","2023","60-64","Grants Management","AA/AO","15","[c]","21780","22150"
"Leaver CS","2023","60-64","Grants Management","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Grants Management","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","AA/AO","85","[c]","22270","22220"
"Leaver CS","2023","60-64","Human Resources","EO","65","[c]","29150","28120"
"Leaver CS","2023","60-64","Human Resources","G6/G7","25","[c]","61710","59590"
"Leaver CS","2023","60-64","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","SEO/HEO","85","[c]","38670","36500"
"Leaver CS","2023","60-64","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","AA/AO","10","[c]","23230","22870"
"Leaver CS","2023","60-64","Legal","EO","15","[c]","29590","28850"
"Leaver CS","2023","60-64","Legal","G6/G7","50","[c]","63500","61920"
"Leaver CS","2023","60-64","Legal","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","SEO/HEO","15","[c]","38780","35000"
"Leaver CS","2023","60-64","No function","AA/AO","1460","[c]","21900","21690"
"Leaver CS","2023","60-64","No function","EO","1035","[c]","28810","28120"
"Leaver CS","2023","60-64","No function","G6/G7","315","[c]","64190","60820"
"Leaver CS","2023","60-64","No function","SCS level","70","[c]","108910","104820"
"Leaver CS","2023","60-64","No function","SEO/HEO","710","[c]","39080","37940"
"Leaver CS","2023","60-64","No function","Unknown","225","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","G6/G7","70","[c]","61790","59870"
"Leaver CS","2023","60-64","Project Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","SEO/HEO","90","[c]","40350","40210"
"Leaver CS","2023","60-64","Project Delivery","Unknown","15","[c]","62320","46620"
"Leaver CS","2023","60-64","Property","AA/AO","30","[c]","21810","22460"
"Leaver CS","2023","60-64","Property","EO","15","[c]","28100","27810"
"Leaver CS","2023","60-64","Property","G6/G7","20","[c]","61150","58250"
"Leaver CS","2023","60-64","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","SEO/HEO","65","[c]","40710","41510"
"Leaver CS","2023","60-64","Security","AA/AO","80","[c]","31370","26950"
"Leaver CS","2023","60-64","Security","EO","20","[c]","37750","33370"
"Leaver CS","2023","60-64","Security","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","SEO/HEO","25","[c]","45030","44640"
"Leaver CS","2023","60-64","Unknown","AA/AO","45","[c]","24780","24630"
"Leaver CS","2023","60-64","Unknown","EO","45","[c]","30980","30730"
"Leaver CS","2023","60-64","Unknown","G6/G7","110","[c]","70140","70920"
"Leaver CS","2023","60-64","Unknown","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","SEO/HEO","110","[c]","44160","47470"
"Leaver CS","2023","60-64","Unknown","Unknown","30","[c]","46800","38420"
"Leaver CS","2023","65+","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","SEO/HEO","15","[c]","39090","40320"
"Leaver CS","2023","65+","Commercial","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","AA/AO","55","[c]","22670","21690"
"Leaver CS","2023","65+","Counter Fraud","EO","85","[c]","28710","28120"
"Leaver CS","2023","65+","Counter Fraud","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","SEO/HEO","40","[c]","37270","36600"
"Leaver CS","2023","65+","Debt","AA/AO","80","[c]","21830","21690"
"Leaver CS","2023","65+","Debt","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","AA/AO","15","[c]","23450","22220"
"Leaver CS","2023","65+","Digital, Data & Technology","EO","30","[c]","29090","28120"
"Leaver CS","2023","65+","Digital, Data & Technology","G6/G7","20","[c]","64310","64810"
"Leaver CS","2023","65+","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","SEO/HEO","50","[c]","38280","36460"
"Leaver CS","2023","65+","Finance","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","EO","20","[c]","27800","28070"
"Leaver CS","2023","65+","Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","SEO/HEO","45","[c]","41220","38800"
"Leaver CS","2023","65+","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","AA/AO","15","[c]","21960","21720"
"Leaver CS","2023","65+","Grants Management","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","AA/AO","85","[c]","22250","22220"
"Leaver CS","2023","65+","Human Resources","EO","55","[c]","30400","29670"
"Leaver CS","2023","65+","Human Resources","G6/G7","10","[c]","61410","61430"
"Leaver CS","2023","65+","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","SEO/HEO","55","[c]","37720","36300"
"Leaver CS","2023","65+","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","G6/G7","25","[c]","64400","63500"
"Leaver CS","2023","65+","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","AA/AO","1605","[c]","22050","21690"
"Leaver CS","2023","65+","No function","EO","855","[c]","28650","28120"
"Leaver CS","2023","65+","No function","G6/G7","125","[c]","64560","60790"
"Leaver CS","2023","65+","No function","SCS level","20","[c]","119320","119130"
"Leaver CS","2023","65+","No function","SEO/HEO","370","[c]","39170","37680"
"Leaver CS","2023","65+","No function","Unknown","220","[c]","39350","29050"
"Leaver CS","2023","65+","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","G6/G7","30","[c]","62750","59750"
"Leaver CS","2023","65+","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","SEO/HEO","55","[c]","40850","40790"
"Leaver CS","2023","65+","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","AA/AO","45","[c]","21710","21840"
"Leaver CS","2023","65+","Property","EO","15","[c]","28200","27590"
"Leaver CS","2023","65+","Property","G6/G7","10","[c]","61100","59870"
"Leaver CS","2023","65+","Property","SEO/HEO","40","[c]","40710","40580"
"Leaver CS","2023","65+","Security","AA/AO","95","[c]","25110","22180"
"Leaver CS","2023","65+","Security","EO","10","[c]","32990","29200"
"Leaver CS","2023","65+","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","SEO/HEO","20","[c]","41290","40900"
"Leaver CS","2023","65+","Unknown","AA/AO","60","[c]","25940","24890"
"Leaver CS","2023","65+","Unknown","EO","25","[c]","31420","31940"
"Leaver CS","2023","65+","Unknown","G6/G7","40","[c]","66910","65280"
"Leaver CS","2023","65+","Unknown","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","SEO/HEO","65","[c]","41410","38330"
"Leaver CS","2023","65+","Unknown","Unknown","10","[c]","43850","33480"
"Leaver CS","2023","Unknown","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","EO","60","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","No function","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","EO","25","[c]","27940","27590"
"Leaver Dept.","2023","20-29","Analysis","G6/G7","20","[c]","57270","56390"
"Leaver Dept.","2023","20-29","Analysis","SEO/HEO","250","[c]","35190","33990"
"Leaver Dept.","2023","20-29","Commercial","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","EO","25","[c]","27750","27500"
"Leaver Dept.","2023","20-29","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","SEO/HEO","45","[c]","35060","32960"
"Leaver Dept.","2023","20-29","Communications","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","EO","25","[c]","27750","28370"
"Leaver Dept.","2023","20-29","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","SEO/HEO","90","[c]","34850","34030"
"Leaver Dept.","2023","20-29","Counter Fraud","AA/AO","20","[c]","22880","21690"
"Leaver Dept.","2023","20-29","Counter Fraud","EO","60","[c]","29080","28120"
"Leaver Dept.","2023","20-29","Counter Fraud","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Debt","AA/AO","75","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","AA/AO","10","[c]","21410","21630"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","EO","35","[c]","27520","27570"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","G6/G7","15","[c]","53560","53130"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","SEO/HEO","115","[c]","35420","34250"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","EO","25","[c]","28430","28120"
"Leaver Dept.","2023","20-29","Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","SEO/HEO","85","[c]","34630","33250"
"Leaver Dept.","2023","20-29","Grants Management","AA/AO","15","[c]","21870","22150"
"Leaver Dept.","2023","20-29","Grants Management","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","AA/AO","30","[c]","22180","21720"
"Leaver Dept.","2023","20-29","Human Resources","EO","65","[c]","27470","27820"
"Leaver Dept.","2023","20-29","Human Resources","G6/G7","20","[c]","53750","54700"
"Leaver Dept.","2023","20-29","Human Resources","SEO/HEO","110","[c]","33540","32640"
"Leaver Dept.","2023","20-29","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal","AA/AO","25","[c]","24000","24480"
"Leaver Dept.","2023","20-29","Legal","EO","30","[c]","27520","27590"
"Leaver Dept.","2023","20-29","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal","SEO/HEO","25","[c]","33650","32120"
"Leaver Dept.","2023","20-29","No function","AA/AO","755","[c]","22330","21780"
"Leaver Dept.","2023","20-29","No function","EO","890","[c]","28440","28120"
"Leaver Dept.","2023","20-29","No function","G6/G7","220","[c]","55500","54700"
"Leaver Dept.","2023","20-29","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","No function","SEO/HEO","1125","[c]","36350","35560"
"Leaver Dept.","2023","20-29","No function","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","AA/AO","5","[c]","[c]","[c]"
