"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Cabinet Office (excl. agencies)","Legal","London","SCS level","55","50","86860","81600"
"In post","2023","Cabinet Office (excl. agencies)","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Legal","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Legal","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Policy","London","EO","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Policy","London","G6/G7","150","145","59740","56430"
"In post","2023","Cabinet Office (excl. agencies)","Policy","London","SCS level","15","15","89070","83210"
"In post","2023","Cabinet Office (excl. agencies)","Policy","London","SEO/HEO","120","120","39560","41410"
"In post","2023","Cabinet Office (excl. agencies)","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Policy","Outside London","G6/G7","40","40","55150","52790"
"In post","2023","Cabinet Office (excl. agencies)","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Policy","Outside London","SEO/HEO","35","35","37360","38460"
"In post","2023","Cabinet Office (excl. agencies)","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Policy","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Policy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","London","G6/G7","30","30","61180","60970"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","London","SCS level","10","10","109410","109980"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","London","SEO/HEO","10","10","36500","36170"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","Outside London","G6/G7","10","10","55820","54010"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","Outside London","SEO/HEO","15","15","35170","33020"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Psychology","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Psychology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Psychology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Security","London","AA/AO","15","15","25280","25280"
"In post","2023","Cabinet Office (excl. agencies)","Security","London","EO","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Security","London","G6/G7","50","45","62050","60470"
"In post","2023","Cabinet Office (excl. agencies)","Security","London","SCS level","25","25","92410","82890"
"In post","2023","Cabinet Office (excl. agencies)","Security","London","SEO/HEO","45","45","38320","37260"
"In post","2023","Cabinet Office (excl. agencies)","Security","Outside London","AA/AO","20","20","21790","21830"
"In post","2023","Cabinet Office (excl. agencies)","Security","Outside London","EO","15","15","26450","27110"
"In post","2023","Cabinet Office (excl. agencies)","Security","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Security","Outside London","SEO/HEO","195","185","34790","34320"
"In post","2023","Cabinet Office (excl. agencies)","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Security","Unknown","SEO/HEO","15","15","35540","35740"
"In post","2023","Cabinet Office (excl. agencies)","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Social Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Statistics","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Statistics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Statistics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","London","AA/AO","70","70","25280","25280"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","London","EO","220","215","28750","28370"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","London","G6/G7","675","660","60680","56430"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","London","SCS level","170","165","93020","81560"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","London","SEO/HEO","420","415","39000","39350"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Outside London","AA/AO","165","155","21790","21830"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Outside London","EO","215","200","25770","25090"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Outside London","G6/G7","160","155","55050","51290"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Outside London","SCS level","25","25","94550","91800"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Outside London","SEO/HEO","275","265","35530","34020"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Unknown","EO","50","50","25160","24610"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Unknown","G6/G7","30","30","59070","56800"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Unknown","SEO/HEO","25","20","36890","38050"
"In post","2023","Central Civil Service Fast Stream","Commercial","London","SEO/HEO","65","65","30450","30130"
"In post","2023","Central Civil Service Fast Stream","Commercial","Outside London","SEO/HEO","25","25","30440","30130"
"In post","2023","Central Civil Service Fast Stream","Communications","London","SEO/HEO","10","10","33660","34250"
"In post","2023","Central Civil Service Fast Stream","Digital, Data and Technology","London","SEO/HEO","90","90","31130","30130"
"In post","2023","Central Civil Service Fast Stream","Digital, Data and Technology","Outside London","SEO/HEO","65","65","30340","30130"
"In post","2023","Central Civil Service Fast Stream","Digital, Data and Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Finance","London","SEO/HEO","60","60","31240","30130"
"In post","2023","Central Civil Service Fast Stream","Finance","Outside London","SEO/HEO","25","25","31420","30130"
"In post","2023","Central Civil Service Fast Stream","Project Delivery","London","SEO/HEO","165","165","30840","30130"
"In post","2023","Central Civil Service Fast Stream","Project Delivery","Outside London","SEO/HEO","95","95","30560","30130"
"In post","2023","Central Civil Service Fast Stream","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Property","London","SEO/HEO","10","10","29690","29480"
"In post","2023","Central Civil Service Fast Stream","Property","Outside London","SEO/HEO","25","25","29690","30130"
"In post","2023","Central Civil Service Fast Stream","Science and Engineering","London","SEO/HEO","85","85","30260","30130"
"In post","2023","Central Civil Service Fast Stream","Science and Engineering","Outside London","SEO/HEO","15","15","30330","30130"
"In post","2023","Central Civil Service Fast Stream","Science and Engineering","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Statistics","London","SEO/HEO","80","80","31050","30130"
"In post","2023","Central Civil Service Fast Stream","Statistics","Outside London","SEO/HEO","35","35","31350","32960"
"In post","2023","Central Civil Service Fast Stream","Statistics","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Unknown","London","SEO/HEO","620","620","30680","30130"
"In post","2023","Central Civil Service Fast Stream","Unknown","Outside London","SEO/HEO","180","180","30660","30130"
"In post","2023","Central Civil Service Fast Stream","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","G6/G7","10","10","50860","49400"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Communications","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Outside London","EO","15","15","25940","25920"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Outside London","SEO/HEO","30","30","33780","30820"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","EO","10","10","25980","25940"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","SEO/HEO","20","20","34690","37300"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Outside London","EO","20","15","25950","25970"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Outside London","G6/G7","10","10","50500","49400"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Outside London","SEO/HEO","25","25","34130","34280"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","AA/AO","15","15","21630","22150"
