"Status","Year","Age","Disability","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","50-59","Declared non-disabled","Grants Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Human Resources","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Human Resources","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Human Resources","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Human Resources","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Human Resources","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Internal Audit","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Legal","AO","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Legal","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Legal","G7","35","[c]","54530","54020"
"New entrant CS","2023","50-59","Declared non-disabled","Legal","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Legal","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","No function","AA","250","[c]","22380","23230"
"New entrant CS","2023","50-59","Declared non-disabled","No function","AO","690","[c]","23840","22500"
"New entrant CS","2023","50-59","Declared non-disabled","No function","EO","195","[c]","27870","28080"
"New entrant CS","2023","50-59","Declared non-disabled","No function","G6","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","No function","G7","120","[c]","61680","58240"
"New entrant CS","2023","50-59","Declared non-disabled","No function","HEO","115","[c]","33900","33120"
"New entrant CS","2023","50-59","Declared non-disabled","No function","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","No function","SEO","150","[c]","44620","44000"
"New entrant CS","2023","50-59","Declared non-disabled","No function","Unknown","270","[c]","24000","23640"
"New entrant CS","2023","50-59","Declared non-disabled","Project Delivery","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Project Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Project Delivery","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Project Delivery","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Project Delivery","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Project Delivery","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Project Delivery","SEO","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Project Delivery","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Property","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Property","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Property","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Property","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Security","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Security","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Security","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Security","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Security","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","AA","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","EO","60","[c]","29190","29100"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","G7","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","HEO","40","[c]","35190","34870"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","SEO","30","[c]","42850","41700"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Debt","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Digital, Data & Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Digital, Data & Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Digital, Data & Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Grants Management","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Legal","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Legal","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","No function","AA","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","No function","AO","45","[c]","23520","22500"
"New entrant CS","2023","50-59","Undeclared","No function","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","No function","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","No function","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","No function","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","No function","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","No function","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Security","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Analysis","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Analysis","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Commercial","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Commercial","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Commercial","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Communications","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Counter Fraud","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Counter Fraud","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Debt","AO","65","[c]","22830","22520"
"New entrant CS","2023","50-59","Unknown","Digital, Data & Technology","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Digital, Data & Technology","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Digital, Data & Technology","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Digital, Data & Technology","G7","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Digital, Data & Technology","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Digital, Data & Technology","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Digital, Data & Technology","SEO","30","[c]","42100","41780"
"New entrant CS","2023","50-59","Unknown","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Finance","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Finance","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Grants Management","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Human Resources","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Human Resources","EO","40","[c]","27910","27140"
"New entrant CS","2023","50-59","Unknown","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Human Resources","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Human Resources","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Human Resources","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Legal","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Legal","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Legal","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Legal","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Legal","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","No function","AA","245","[c]","22230","22920"
"New entrant CS","2023","50-59","Unknown","No function","AO","1020","[c]","23440","22400"
"New entrant CS","2023","50-59","Unknown","No function","EO","745","[c]","28680","26780"
"New entrant CS","2023","50-59","Unknown","No function","G6","40","[c]","74950","71890"
"New entrant CS","2023","50-59","Unknown","No function","G7","65","[c]","55170","54210"
"New entrant CS","2023","50-59","Unknown","No function","HEO","155","[c]","35360","33830"
"New entrant CS","2023","50-59","Unknown","No function","SCS level","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","No function","SEO","130","[c]","43080","42590"
"New entrant CS","2023","50-59","Unknown","No function","Unknown","130","[c]","23160","23640"
"New entrant CS","2023","50-59","Unknown","Project Delivery","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Project Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Project Delivery","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Project Delivery","G7","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Project Delivery","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Project Delivery","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Project Delivery","SEO","35","[c]","40960","41000"
"New entrant CS","2023","50-59","Unknown","Project Delivery","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Property","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Property","AO","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Property","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Property","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Property","HEO","30","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Property","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Security","AA","80","[c]","26630","27500"
"New entrant CS","2023","50-59","Unknown","Security","AO","30","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Security","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Security","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Security","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Security","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Unknown","AA","115","[c]","22540","22180"
"New entrant CS","2023","50-59","Unknown","Unknown","AO","30","[c]","24880","25710"
"New entrant CS","2023","50-59","Unknown","Unknown","EO","90","[c]","29360","29100"
"New entrant CS","2023","50-59","Unknown","Unknown","G6","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Unknown","G7","35","[c]","55200","52360"
"New entrant CS","2023","50-59","Unknown","Unknown","HEO","50","[c]","34990","35020"
"New entrant CS","2023","50-59","Unknown","Unknown","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Unknown","SEO","30","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Debt","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Digital, Data & Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Digital, Data & Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Digital, Data & Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Grants Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Legal","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","No function","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","No function","AO","35","[c]","22910","21780"
"New entrant CS","2023","60-64","Declared disabled","No function","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","No function","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","No function","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","No function","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","No function","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","No function","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","No function","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Property","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Security","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Counter Fraud","AO","10","[c]","[c]","[c]"
