"Status","Year","Profession_of_post","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Knowledge and Information Management","Wales","Cardiff and Vale of Glamorgan","Female","65","60","35540","30610"
"In post","2023","Knowledge and Information Management","Wales","Cardiff and Vale of Glamorgan","Male","50","45","37200","34060"
"In post","2023","Knowledge and Information Management","Wales","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Wales","Central Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Wales","Conwy and Denbighshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Wales","Conwy and Denbighshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Wales","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Wales","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Wales","Gwent Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Wales","Gwent Valleys","Male","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","Wales","Gwynedd","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Wales","Gwynedd","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Wales","Isle of Anglesey","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Wales","Isle of Anglesey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Wales","Monmouthshire and Newport","Female","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","Wales","Monmouthshire and Newport","Male","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","Wales","Powys","Female","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","Wales","Powys","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Wales","South West Wales","Female","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","Wales","South West Wales","Male","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","Wales","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Wales","Swansea","Male","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Birmingham","Female","15","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Birmingham","Male","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Dudley","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Dudley","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Herefordshire, County of","Female","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Herefordshire, County of","Male","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Shropshire","Female","10","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Shropshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Solihull","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Solihull","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Staffordshire CC","Female","70","65","28570","21780"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Staffordshire CC","Male","20","20","[c]","[c]"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Warwickshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Worcestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","West Midlands (England)","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Yorkshire and The Humber","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Yorkshire and The Humber","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Yorkshire and The Humber","Calderdale and Kirklees","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Yorkshire and The Humber","Calderdale and Kirklees","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Yorkshire and The Humber","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Yorkshire and The Humber","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Yorkshire and The Humber","Leeds","Female","50","45","33170","31620"
"In post","2023","Knowledge and Information Management","Yorkshire and The Humber","Leeds","Male","35","35","35370","34170"
"In post","2023","Knowledge and Information Management","Yorkshire and The Humber","North Yorkshire CC","Female","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","Yorkshire and The Humber","North Yorkshire CC","Male","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","Yorkshire and The Humber","Sheffield","Female","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","Yorkshire and The Humber","Sheffield","Male","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","Yorkshire and The Humber","Wakefield","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Yorkshire and The Humber","Wakefield","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Yorkshire and The Humber","York","Female","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","Yorkshire and The Humber","York","Male","10","10","[c]","[c]"
"In post","2023","Legal","East Midlands (England)","Derby","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Midlands (England)","Derby","Male","5","5","[c]","[c]"
"In post","2023","Legal","East Midlands (England)","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Midlands (England)","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Midlands (England)","Leicester","Female","65","55","50520","51270"
"In post","2023","Legal","East Midlands (England)","Leicester","Male","35","30","51870","52460"
"In post","2023","Legal","East Midlands (England)","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Midlands (England)","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Midlands (England)","Lincolnshire CC","Female","15","15","[c]","[c]"
"In post","2023","Legal","East Midlands (England)","Lincolnshire CC","Male","10","10","[c]","[c]"
"In post","2023","Legal","East Midlands (England)","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Midlands (England)","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Midlands (England)","Nottingham","Female","155","140","46240","49050"
"In post","2023","Legal","East Midlands (England)","Nottingham","Male","125","125","44450","42510"
"In post","2023","Legal","East Midlands (England)","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Midlands (England)","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Midlands (England)","South and West Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Midlands (England)","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East Midlands (England)","West Northamptonshire","Female","20","20","[c]","[c]"
"In post","2023","Legal","East Midlands (England)","West Northamptonshire","Male","10","5","[c]","[c]"
"In post","2023","Legal","East of England","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East of England","Bedford","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East of England","Cambridgeshire CC","Female","10","10","[c]","[c]"
"In post","2023","Legal","East of England","Cambridgeshire CC","Male","10","10","[c]","[c]"
"In post","2023","Legal","East of England","Essex Haven Gateway","Female","5","5","[c]","[c]"
"In post","2023","Legal","East of England","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East of England","Essex Thames Gateway","Female","10","10","[c]","[c]"
"In post","2023","Legal","East of England","Essex Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","East of England","Heart of Essex","Female","90","85","54170","54100"
"In post","2023","Legal","East of England","Heart of Essex","Male","25","25","[c]","[c]"
