"Status","Year","Disability","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Competition and Markets Authority","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Project Delivery","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Project Delivery","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Commercial","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Communications","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Communications","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO/HEO","55","55","40000","40780"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Economics","G6/G7","15","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Economics","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Finance","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Finance","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Human Resources","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Human Resources","SEO/HEO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","AA/AO","125","110","22360","22180"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","115","105","26420","25610"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","G6/G7","40","40","58160","55350"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO/HEO","220","205","35890","34740"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Other","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Other","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Other","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Policy","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Policy","EO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Policy","G6/G7","215","210","58840","55350"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Policy","SCS level","20","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Policy","SEO/HEO","200","195","38630","41060"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO/HEO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","G6/G7","20","20","[c]","[c]"
