"Status","Year","Age","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","40-49","No function","HM Courts and Tribunals Service","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Courts and Tribunals Service","London","20","[c]","40060","34260"
"Leaver Dept.","2023","40-49","No function","HM Courts and Tribunals Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Courts and Tribunals Service","North West (England)","25","[c]","31220","21780"
"Leaver Dept.","2023","40-49","No function","HM Courts and Tribunals Service","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Courts and Tribunals Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Courts and Tribunals Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Courts and Tribunals Service","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Courts and Tribunals Service","West Midlands (England)","15","[c]","28150","21780"
"Leaver Dept.","2023","40-49","No function","HM Courts and Tribunals Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Prison and Probation Service","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Prison and Probation Service","East of England","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Prison and Probation Service","London","40","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Prison and Probation Service","North East (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Prison and Probation Service","North West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Prison and Probation Service","South East (England)","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Prison and Probation Service","South West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Prison and Probation Service","Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Prison and Probation Service","West Midlands (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Prison and Probation Service","Yorkshire and The Humber","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Revenue and Customs (excl. agencies)","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Revenue and Customs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Revenue and Customs (excl. agencies)","North East (England)","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Revenue and Customs (excl. agencies)","North West (England)","40","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Revenue and Customs (excl. agencies)","Northern Ireland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Revenue and Customs (excl. agencies)","Scotland","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Revenue and Customs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Revenue and Customs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Revenue and Customs (excl. agencies)","Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Revenue and Customs (excl. agencies)","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","HM Treasury (excl. agencies)","London","25","[c]","63800","64900"
"Leaver Dept.","2023","40-49","No function","HM Treasury (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Health and Safety Executive","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Health and Safety Executive","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Health and Safety Executive","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Health and Safety Executive","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Health and Safety Executive","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Home Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Home Office","East of England","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Home Office","London","85","[c]","51120","43660"
"Leaver Dept.","2023","40-49","No function","Home Office","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Home Office","North West (England)","35","[c]","33810","26750"
"Leaver Dept.","2023","40-49","No function","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Home Office","Scotland","15","[c]","30890","26120"
"Leaver Dept.","2023","40-49","No function","Home Office","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Home Office","Wales","10","[c]","35270","32000"
"Leaver Dept.","2023","40-49","No function","Home Office","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Home Office","Yorkshire and The Humber","10","[c]","33870","26750"
"Leaver Dept.","2023","40-49","No function","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Intellectual Property Office","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Legal Aid Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Legal Aid Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Legal Aid Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Maritime and Coastguard Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Maritime and Coastguard Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Maritime and Coastguard Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Ministry of Defence (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Ministry of Defence (excl. agencies)","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Ministry of Defence (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Ministry of Justice (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Ministry of Justice (excl. agencies)","London","25","[c]","49880","43980"
"Leaver Dept.","2023","40-49","No function","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Ministry of Justice (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Ministry of Justice (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Ministry of Justice (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","National Crime Agency","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Office of the Public Guardian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Office of the Public Guardian","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Planning Inspectorate","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Scottish Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","The Insolvency Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","The Insolvency Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","The Insolvency Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","The Insolvency Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","The Insolvency Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","The Insolvency Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","The Insolvency Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","UK Health Security Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","UK Health Security Agency","London","15","[c]","49930","49530"
"Leaver Dept.","2023","40-49","No function","UK Health Security Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","UK Health Security Agency","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","UK Health Security Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","UK Health Security Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","UK Health Security Agency","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","UK Health Security Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","UK Health Security Agency","Yorkshire and The Humber","15","[c]","41440","36820"
"Leaver Dept.","2023","40-49","No function","UK Hydrographic Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","UK Statistics Authority","South East (England)","10","[c]","29230","26220"
"Leaver Dept.","2023","40-49","No function","UK Statistics Authority","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Veterinary Medicines Directorate","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Building Digital UK","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Cabinet Office (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Companies House","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Crown Commercial Service","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Project Delivery","Defence Electronics and Components Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
