"Status","Year","Age","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","Project Delivery","Ministry of Defence (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Rural Payments Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Scottish Prison Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Submarine Delivery Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Submarine Delivery Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Submarine Delivery Agency","South West (England)","35","30","45990","43250"
"In post","2023","65+","Project Delivery","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","UK Space Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","UK Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","UK Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Valuation Office Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","65+","Project Delivery","Wilton Park","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Defence Electronics and Components Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Department for Work and Pensions (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Driver and Vehicle Licensing Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Driver and Vehicle Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Driver and Vehicle Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","FCDO Services","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Government Property Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Government Property Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Government Property Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","HM Revenue and Customs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","HM Revenue and Customs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","HM Revenue and Customs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","HM Revenue and Customs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","HM Revenue and Customs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Health and Safety Executive","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Home Office","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Home Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Intellectual Property Office","Wales","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Medicines and Healthcare Products Regulatory Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Met Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Ministry of Defence (excl. agencies)","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","65+","Property","Ministry of Defence (excl. agencies)","East of England","25","20","30020","27140"
"In post","2023","65+","Property","Ministry of Defence (excl. agencies)","London","5","5","[c]","[c]"
"In post","2023","65+","Property","Ministry of Defence (excl. agencies)","North East (England)","5","5","[c]","[c]"
"In post","2023","65+","Property","Ministry of Defence (excl. agencies)","North West (England)","5","5","[c]","[c]"
"In post","2023","65+","Property","Ministry of Defence (excl. agencies)","Northern Ireland","5","5","[c]","[c]"
"In post","2023","65+","Property","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Ministry of Defence (excl. agencies)","Scotland","20","15","27010","18830"
"In post","2023","65+","Property","Ministry of Defence (excl. agencies)","South East (England)","35","35","33070","34300"
"In post","2023","65+","Property","Ministry of Defence (excl. agencies)","South West (England)","25","20","27260","27300"
"In post","2023","65+","Property","Ministry of Defence (excl. agencies)","Wales","5","5","[c]","[c]"
"In post","2023","65+","Property","Ministry of Defence (excl. agencies)","West Midlands (England)","15","10","30770","27470"
"In post","2023","65+","Property","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","15","15","28250","23430"
"In post","2023","65+","Property","Ministry of Justice (excl. agencies)","London","5","5","[c]","[c]"
"In post","2023","65+","Property","Ministry of Justice (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Ministry of Justice (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Ministry of Justice (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Scottish Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Scottish Prison Service","Scotland","10","10","31660","30740"
"In post","2023","65+","Property","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Valuation Office Agency","East Midlands (England)","10","10","37200","27810"
"In post","2023","65+","Property","Valuation Office Agency","East of England","5","5","[c]","[c]"
"In post","2023","65+","Property","Valuation Office Agency","London","30","25","39120","32590"
"In post","2023","65+","Property","Valuation Office Agency","North East (England)","10","10","35750","35020"
"In post","2023","65+","Property","Valuation Office Agency","North West (England)","10","5","[c]","[c]"
"In post","2023","65+","Property","Valuation Office Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Property","Valuation Office Agency","South East (England)","10","5","33430","34390"
"In post","2023","65+","Property","Valuation Office Agency","South West (England)","15","10","30080","22520"
"In post","2023","65+","Property","Valuation Office Agency","Wales","5","5","[c]","[c]"
"In post","2023","65+","Property","Valuation Office Agency","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","65+","Property","Valuation Office Agency","Yorkshire and The Humber","10","5","35140","31410"
"In post","2023","65+","Security","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Cabinet Office (excl. agencies)","South East (England)","5","5","[c]","[c]"
"In post","2023","65+","Security","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Cabinet Office (excl. agencies)","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","65+","Security","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Defence Science and Technology Laboratory","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Department for Work and Pensions (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Department for Work and Pensions (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Department for Work and Pensions (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Department for Work and Pensions (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Driver and Vehicle Licensing Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","FCDO Services","London","10","10","38970","39330"
"In post","2023","65+","Security","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","FCDO Services","South East (England)","5","5","[c]","[c]"
"In post","2023","65+","Security","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Foreign, Commonwealth and Development Office (excl. agencies)","London","5","5","[c]","[c]"
"In post","2023","65+","Security","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","HM Prison and Probation Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","HM Revenue and Customs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","HM Revenue and Customs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","HM Revenue and Customs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Home Office","London","25","25","26530","26400"
"In post","2023","65+","Security","Home Office","North West (England)","5","5","[c]","[c]"
"In post","2023","65+","Security","Home Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Ministry of Defence (excl. agencies)","East of England","10","10","30960","24380"
"In post","2023","65+","Security","Ministry of Defence (excl. agencies)","London","15","15","39340","27780"
"In post","2023","65+","Security","Ministry of Defence (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Ministry of Defence (excl. agencies)","North West (England)","10","5","[c]","[c]"
"In post","2023","65+","Security","Ministry of Defence (excl. agencies)","Northern Ireland","10","10","23300","22130"
"In post","2023","65+","Security","Ministry of Defence (excl. agencies)","Scotland","25","15","24820","21380"
"In post","2023","65+","Security","Ministry of Defence (excl. agencies)","South East (England)","45","45","27190","21380"
"In post","2023","65+","Security","Ministry of Defence (excl. agencies)","South West (England)","60","50","26160","24010"
"In post","2023","65+","Security","Ministry of Defence (excl. agencies)","Wales","15","15","26970","21380"
"In post","2023","65+","Security","Ministry of Defence (excl. agencies)","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","65+","Security","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","10","10","25360","21380"
"In post","2023","65+","Security","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Office of Gas and Electricity Markets","East of England","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","Submarine Delivery Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Security","UK Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Accountant in Bankruptcy","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Defence Science and Technology Laboratory","South East (England)","25","20","52370","50850"
"In post","2023","65+","Unknown","Defence Science and Technology Laboratory","South West (England)","30","25","49040","49260"
"In post","2023","65+","Unknown","Department for Work and Pensions (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Department for Work and Pensions (excl. agencies)","London","15","10","47710","39780"
"In post","2023","65+","Unknown","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Department for Work and Pensions (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Department for Work and Pensions (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Disclosure Scotland","Scotland","10","5","[c]","[c]"
"In post","2023","65+","Unknown","Education Scotland","Scotland","10","5","75440","81110"
"In post","2023","65+","Unknown","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Food Standards Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Forestry and Land Scotland","Scotland","40","35","35100","33260"
"In post","2023","65+","Unknown","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","National Records of Scotland","Scotland","15","15","31960","24890"
"In post","2023","65+","Unknown","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Office of the Scottish Charity Regulator","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Royal Fleet Auxiliary","Unknown","25","25","44250","38810"
"In post","2023","65+","Unknown","Scottish Forestry","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Scottish Government (excl. agencies)","Scotland","140","115","43670","38330"
"In post","2023","65+","Unknown","Scottish Housing Regulator","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Scottish Prison Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Scottish Public Pensions Agency","Scotland","15","10","30330","27740"
"In post","2023","65+","Unknown","Social Security Scotland","Scotland","25","20","28540","24890"
"In post","2023","65+","Unknown","Student Awards Agency for Scotland","Scotland","5","5","[c]","[c]"
"In post","2023","65+","Unknown","Transport Scotland","Scotland","15","10","47500","49860"
"In post","2023","65+","Unknown","Welsh Government (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Welsh Government (excl. agencies)","Wales","200","155","43690","39690"
"In post","2023","Unknown","Counter Fraud","Department for Work and Pensions (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Animal and Plant Health Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Department for Work and Pensions (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Department for Work and Pensions (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Department for Work and Pensions (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Department for Work and Pensions (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Department for Work and Pensions (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Department for Work and Pensions (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Foreign, Commonwealth and Development Office (excl. agencies)","London","5","5","[c]","[c]"
"In post","2023","Unknown","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Department for Work and Pensions (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","UK Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Analysis","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Counter Fraud","Department for Work and Pensions (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Debt","Department for Work and Pensions (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Debt","Department for Work and Pensions (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Debt","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Debt","HM Revenue and Customs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Debt","HM Revenue and Customs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Debt","HM Revenue and Customs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Digital, Data & Technology","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Digital, Data & Technology","Department for Education (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Digital, Data & Technology","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Finance","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Finance","HM Revenue and Customs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Grants Management","Rural Payments Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Grants Management","Rural Payments Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Grants Management","Rural Payments Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Grants Management","Rural Payments Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Human Resources","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Human Resources","Ministry of Defence (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Human Resources","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Legal","Crown Prosecution Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Legal","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Legal","Crown Prosecution Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Legal","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Animal and Plant Health Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Defence Electronics and Components Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Department for Work and Pensions (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Department for Work and Pensions (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Department for Work and Pensions (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Driver and Vehicle Licensing Agency","Wales","15","[c]","20120","19000"
"Leaver CS","2023","16-19","No function","Driver and Vehicle Licensing Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Driver and Vehicle Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Courts and Tribunals Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Courts and Tribunals Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Courts and Tribunals Service","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Courts and Tribunals Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Courts and Tribunals Service","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Courts and Tribunals Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Prison and Probation Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Prison and Probation Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Prison and Probation Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Prison and Probation Service","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Prison and Probation Service","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Prison and Probation Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Prison and Probation Service","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Prison and Probation Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Prison and Probation Service","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Revenue and Customs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Revenue and Customs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Revenue and Customs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Revenue and Customs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Revenue and Customs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Home Office","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Home Office","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Intellectual Property Office","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","Scottish Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
