"Status","Year","Age","Disability","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Unknown","No function","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","No function","Department for Education","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","No function","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","No function","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","No function","Department for Transport","35","30","20960","19000"
"In post","2023","16-19","Unknown","No function","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","No function","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","No function","HM Revenue and Customs","45","45","22960","22520"
"In post","2023","16-19","Unknown","No function","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","No function","Home Office","125","120","23710","22400"
"In post","2023","16-19","Unknown","No function","Ministry of Defence","85","85","19550","18780"
"In post","2023","16-19","Unknown","No function","Ministry of Justice","125","120","25530","23230"
"In post","2023","16-19","Unknown","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","No function","Scottish Government","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","No function","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","No function","UK Statistics Authority","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Project Delivery","Ministry of Defence","20","20","[c]","[c]"
"In post","2023","16-19","Unknown","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Property","Foreign, Commonwealth and Development Office","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Property","HM Revenue and Customs","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Property","Scottish Government","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Security","Cabinet Office","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Ministry of Defence","40","40","19950","17660"
"In post","2023","16-19","Unknown","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Scottish Government","30","30","22860","22180"
"In post","2023","16-19","Unknown","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Cabinet Office","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Chancellor's other departments","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Department for Education","15","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Department for Transport","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Department for Work and Pensions","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","HM Revenue and Customs","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","HM Treasury","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Home Office","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Ministry of Defence","50","50","34540","36270"
"In post","2023","20-29","Declared disabled","Analysis","Ministry of Justice","30","30","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","UK Statistics Authority","60","60","33380","31560"
"In post","2023","20-29","Declared disabled","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Analysis","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","Cabinet Office","40","40","41490","31610"
"In post","2023","20-29","Declared disabled","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","Ministry of Defence","30","30","29970","27470"
"In post","2023","20-29","Declared disabled","Commercial","Ministry of Justice","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Cabinet Office","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Communications","The National Archives","[c]","[c]","[c]","[c]"
