"Status","Year","Disability","Region_ITL1","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","North West (England)","AA/AO","Female","7230","6145","22690","22010"
"In post","2023","Declared non-disabled","North West (England)","AA/AO","Male","4915","4705","23890","22400"
"In post","2023","Declared non-disabled","North West (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","North West (England)","EO","Female","7080","6310","27760","28120"
"In post","2023","Declared non-disabled","North West (England)","EO","Male","4800","4635","28140","28120"
"In post","2023","Declared non-disabled","North West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","North West (England)","G6/G7","Female","2255","2155","58220","56870"
"In post","2023","Declared non-disabled","North West (England)","G6/G7","Male","2215","2170","59950","57970"
"In post","2023","Declared non-disabled","North West (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","North West (England)","SCS level","Female","115","115","89380","81120"
"In post","2023","Declared non-disabled","North West (England)","SCS level","Male","115","115","91240","85090"
"In post","2023","Declared non-disabled","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","North West (England)","SEO/HEO","Female","6005","5675","36860","35000"
"In post","2023","Declared non-disabled","North West (England)","SEO/HEO","Male","4995","4875","37560","35000"
"In post","2023","Declared non-disabled","North West (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","North West (England)","Unknown","Female","1760","1670","30190","27530"
"In post","2023","Declared non-disabled","North West (England)","Unknown","Male","630","610","33190","29050"
"In post","2023","Declared non-disabled","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland","AA/AO","Female","390","340","22520","22520"
"In post","2023","Declared non-disabled","Northern Ireland","AA/AO","Male","545","525","22170","22400"
"In post","2023","Declared non-disabled","Northern Ireland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland","EO","Female","340","315","28060","27890"
"In post","2023","Declared non-disabled","Northern Ireland","EO","Male","290","285","27980","27890"
"In post","2023","Declared non-disabled","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland","G6/G7","Female","115","110","59810","57970"
"In post","2023","Declared non-disabled","Northern Ireland","G6/G7","Male","125","120","59040","57970"
"In post","2023","Declared non-disabled","Northern Ireland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland","SEO/HEO","Female","385","365","36800","35000"
"In post","2023","Declared non-disabled","Northern Ireland","SEO/HEO","Male","415","405","37200","35000"
"In post","2023","Declared non-disabled","Northern Ireland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","AA/AO","Female","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","EO","Female","65","60","35170","34260"
"In post","2023","Declared non-disabled","Overseas","EO","Male","65","65","34350","32750"
"In post","2023","Declared non-disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","G6/G7","Female","235","230","61790","60080"
"In post","2023","Declared non-disabled","Overseas","G6/G7","Male","345","345","62360","59180"
"In post","2023","Declared non-disabled","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","SCS level","Female","80","80","92440","90060"
"In post","2023","Declared non-disabled","Overseas","SCS level","Male","105","105","86650","77610"
"In post","2023","Declared non-disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","SEO/HEO","Female","325","325","39140","35280"
"In post","2023","Declared non-disabled","Overseas","SEO/HEO","Male","570","570","41810","38600"
"In post","2023","Declared non-disabled","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","Unknown","Female","45","45","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","Unknown","Male","80","80","[c]","[c]"
"In post","2023","Declared non-disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scotland","AA/AO","Female","4955","4285","23000","22520"
"In post","2023","Declared non-disabled","Scotland","AA/AO","Male","3695","3560","24470","22520"
"In post","2023","Declared non-disabled","Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scotland","EO","Female","4545","4090","28790","28120"
"In post","2023","Declared non-disabled","Scotland","EO","Male","3025","2910","29360","28120"
"In post","2023","Declared non-disabled","Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scotland","G6/G7","Female","2205","2080","63420","65280"
"In post","2023","Declared non-disabled","Scotland","G6/G7","Male","1780","1745","63960","65280"
"In post","2023","Declared non-disabled","Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scotland","SCS level","Female","125","120","88880","85200"
"In post","2023","Declared non-disabled","Scotland","SCS level","Male","155","150","90710","85200"
"In post","2023","Declared non-disabled","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scotland","SEO/HEO","Female","4560","4310","39040","37940"
"In post","2023","Declared non-disabled","Scotland","SEO/HEO","Male","3955","3865","40610","38330"
"In post","2023","Declared non-disabled","Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scotland","Unknown","Female","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Scotland","Unknown","Male","55","55","46350","47390"
"In post","2023","Declared non-disabled","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","South East (England)","AA/AO","Female","3925","3430","24720","23230"
"In post","2023","Declared non-disabled","South East (England)","AA/AO","Male","3710","3525","27560","25610"
"In post","2023","Declared non-disabled","South East (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","South East (England)","EO","Female","4260","3795","28800","28120"
"In post","2023","Declared non-disabled","South East (England)","EO","Male","3350","3205","29720","28120"
"In post","2023","Declared non-disabled","South East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","South East (England)","G6/G7","Female","1155","1090","59610","56930"
"In post","2023","Declared non-disabled","South East (England)","G6/G7","Male","1545","1495","60460","58560"
"In post","2023","Declared non-disabled","South East (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","South East (England)","SCS level","Female","80","75","91640","88660"
"In post","2023","Declared non-disabled","South East (England)","SCS level","Male","80","75","93840","89910"
"In post","2023","Declared non-disabled","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","South East (England)","SEO/HEO","Female","3670","3475","37660","36310"
"In post","2023","Declared non-disabled","South East (England)","SEO/HEO","Male","3420","3330","38860","38510"
"In post","2023","Declared non-disabled","South East (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","South East (England)","Unknown","Female","1160","1055","30720","29050"
"In post","2023","Declared non-disabled","South East (England)","Unknown","Male","365","345","32390","29050"
"In post","2023","Declared non-disabled","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","South West (England)","AA/AO","Female","3105","2700","23070","22150"
"In post","2023","Declared non-disabled","South West (England)","AA/AO","Male","2645","2550","25100","22500"
"In post","2023","Declared non-disabled","South West (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","South West (England)","EO","Female","3170","2765","27750","28120"
"In post","2023","Declared non-disabled","South West (England)","EO","Male","2490","2395","28520","28120"
"In post","2023","Declared non-disabled","South West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","South West (England)","G6/G7","Female","2145","2020","56590","54780"
"In post","2023","Declared non-disabled","South West (England)","G6/G7","Male","3150","3065","57800","56180"
"In post","2023","Declared non-disabled","South West (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","South West (England)","SCS level","Female","105","100","92570","87460"
"In post","2023","Declared non-disabled","South West (England)","SCS level","Male","170","165","98920","92160"
"In post","2023","Declared non-disabled","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","South West (England)","SEO/HEO","Female","5410","5040","36940","35230"
"In post","2023","Declared non-disabled","South West (England)","SEO/HEO","Male","6315","6165","38610","38790"
"In post","2023","Declared non-disabled","South West (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","South West (England)","Unknown","Female","1160","1060","33090","30810"
"In post","2023","Declared non-disabled","South West (England)","Unknown","Male","1095","1070","41870","38790"
"In post","2023","Declared non-disabled","South West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","AA/AO","Female","60","55","22920","21690"
"In post","2023","Declared non-disabled","Unknown","AA/AO","Male","55","55","24830","23230"
"In post","2023","Declared non-disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","EO","Female","115","105","28430","28120"
"In post","2023","Declared non-disabled","Unknown","EO","Male","115","110","27910","27650"
"In post","2023","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","G6/G7","Female","45","40","57510","55790"
"In post","2023","Declared non-disabled","Unknown","G6/G7","Male","40","40","62810","60780"
"In post","2023","Declared non-disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","SEO/HEO","Female","75","70","38790","36460"
"In post","2023","Declared non-disabled","Unknown","SEO/HEO","Male","80","75","42210","41890"
"In post","2023","Declared non-disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Wales","AA/AO","Female","4835","4075","22480","22500"
"In post","2023","Declared non-disabled","Wales","AA/AO","Male","2975","2860","23430","22500"
"In post","2023","Declared non-disabled","Wales","AA/AO","Unknown","[c]","[c]","[c]","[c]"
