"Status","Year","Age","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Finance","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Security","EO","5","5","[c]","[c]"
"In post","2023","20-29","Finance","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Security","SEO/HEO","25","25","37390","38470"
"In post","2023","20-29","Finance","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Tax","AA/AO","10","10","22520","22520"
"In post","2023","20-29","Finance","Tax","EO","5","5","[c]","[c]"
"In post","2023","20-29","Finance","Tax","SEO/HEO","10","10","37910","39110"
"In post","2023","20-29","Finance","Unknown","AA/AO","10","10","22380","22520"
"In post","2023","20-29","Finance","Unknown","EO","15","15","29760","28770"
"In post","2023","20-29","Finance","Unknown","G6/G7","15","15","58570","56430"
"In post","2023","20-29","Finance","Unknown","SEO/HEO","50","50","38820","39110"
"In post","2023","20-29","Grants Management","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Grants Management","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Grants Management","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Grants Management","Operational Delivery","AA/AO","300","290","22110","22150"
"In post","2023","20-29","Grants Management","Operational Delivery","EO","85","85","25800","25920"
"In post","2023","20-29","Grants Management","Operational Delivery","SEO/HEO","25","25","32650","30320"
"In post","2023","20-29","Grants Management","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Grants Management","Policy","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Grants Management","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Human Resources","AA/AO","235","230","22480","22220"
"In post","2023","20-29","Human Resources","Human Resources","EO","390","385","27460","27140"
"In post","2023","20-29","Human Resources","Human Resources","G6/G7","140","140","55740","55150"
"In post","2023","20-29","Human Resources","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Human Resources","SEO/HEO","620","620","35160","34110"
"In post","2023","20-29","Human Resources","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Knowledge and Information Management","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Operational Delivery","AA/AO","15","15","22210","21780"
"In post","2023","20-29","Human Resources","Operational Delivery","EO","75","75","28420","28120"
"In post","2023","20-29","Human Resources","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Operational Delivery","SEO/HEO","20","20","34780","34290"
"In post","2023","20-29","Human Resources","Other","EO","10","10","[c]","[c]"
"In post","2023","20-29","Human Resources","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Project Delivery","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Human Resources","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Tax","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Tax","EO","10","10","27930","27890"
"In post","2023","20-29","Human Resources","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Tax","SEO/HEO","15","15","35730","34400"
"In post","2023","20-29","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Unknown","EO","25","25","27750","27890"
"In post","2023","20-29","Human Resources","Unknown","G6/G7","15","15","60050","58580"
"In post","2023","20-29","Human Resources","Unknown","SEO/HEO","35","35","35560","34700"
"In post","2023","20-29","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Internal Audit","EO","10","10","28220","27540"
"In post","2023","20-29","Internal Audit","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Internal Audit","SEO/HEO","35","35","35970","35500"
"In post","2023","20-29","Legal","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Finance","AA/AO","10","10","21020","20980"
"In post","2023","20-29","Legal","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Knowledge and Information Management","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Legal","Knowledge and Information Management","EO","10","10","[c]","[c]"
"In post","2023","20-29","Legal","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Knowledge and Information Management","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Legal","Legal","AA/AO","10","10","23600","23980"
"In post","2023","20-29","Legal","Legal","EO","255","255","29140","28170"
"In post","2023","20-29","Legal","Legal","G6/G7","320","320","52520","52360"
"In post","2023","20-29","Legal","Legal","SEO/HEO","195","190","40260","39450"
"In post","2023","20-29","Legal","Operational Delivery","AA/AO","565","560","23030","22870"
"In post","2023","20-29","Legal","Operational Delivery","EO","390","385","27750","27760"
"In post","2023","20-29","Legal","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Operational Delivery","SEO/HEO","90","90","33970","32660"
"In post","2023","20-29","Legal","Other","EO","5","5","[c]","[c]"
"In post","2023","20-29","Legal","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Legal","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Policy","SEO/HEO","10","10","36860","37760"
"In post","2023","20-29","Legal","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Tax","EO","5","5","[c]","[c]"
"In post","2023","20-29","Legal","Tax","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Legal","Tax","SEO/HEO","15","15","35120","34700"
"In post","2023","20-29","Legal","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Legal","Unknown","EO","10","10","30930","32120"
"In post","2023","20-29","Legal","Unknown","G6/G7","15","15","60840","62770"
"In post","2023","20-29","Legal","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","No function","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Commercial","EO","10","10","[c]","[c]"
"In post","2023","20-29","No function","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Commercial","SEO/HEO","15","15","38450","35890"
"In post","2023","20-29","No function","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Communications","G6/G7","10","10","55180","55360"
"In post","2023","20-29","No function","Communications","SEO/HEO","30","30","37790","35970"
"In post","2023","20-29","No function","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Counter Fraud","EO","15","15","26730","25880"
"In post","2023","20-29","No function","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Digital, Data and Technology","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","No function","Digital, Data and Technology","EO","10","10","[c]","[c]"
"In post","2023","20-29","No function","Digital, Data and Technology","G6/G7","40","40","60130","57800"
"In post","2023","20-29","No function","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Digital, Data and Technology","SEO/HEO","65","65","39560","39530"
"In post","2023","20-29","No function","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Economics","G6/G7","55","55","58920","59370"
"In post","2023","20-29","No function","Economics","SEO/HEO","90","90","38700","38380"
"In post","2023","20-29","No function","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Finance","EO","5","5","[c]","[c]"
"In post","2023","20-29","No function","Finance","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","No function","Finance","SEO/HEO","15","15","37180","36000"
"In post","2023","20-29","No function","Geography","AA/AO","25","25","21690","21690"
"In post","2023","20-29","No function","Geography","EO","55","55","27610","27610"
"In post","2023","20-29","No function","Geography","SEO/HEO","20","20","34540","34370"
"In post","2023","20-29","No function","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Human Resources","EO","10","10","27520","27850"
"In post","2023","20-29","No function","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","No function","Human Resources","SEO/HEO","15","15","37590","36900"
"In post","2023","20-29","No function","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Intelligence Analysis","EO","235","235","28220","28480"
"In post","2023","20-29","No function","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Intelligence Analysis","SEO/HEO","155","155","37840","37850"
"In post","2023","20-29","No function","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","International Trade","EO","60","60","28490","29280"
"In post","2023","20-29","No function","International Trade","G6/G7","125","125","56210","55370"
"In post","2023","20-29","No function","International Trade","SEO/HEO","415","415","37990","38050"
"In post","2023","20-29","No function","Knowledge and Information Management","AA/AO","25","25","22350","21780"
"In post","2023","20-29","No function","Knowledge and Information Management","EO","35","35","27710","28120"
"In post","2023","20-29","No function","Knowledge and Information Management","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","No function","Knowledge and Information Management","SEO/HEO","50","50","35410","35240"
"In post","2023","20-29","No function","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Legal","SEO/HEO","100","100","35220","35410"
"In post","2023","20-29","No function","Medicine","AA/AO","25","20","23010","23180"
"In post","2023","20-29","No function","Medicine","EO","40","40","30830","29480"
"In post","2023","20-29","No function","Medicine","G6/G7","10","10","66700","62970"
"In post","2023","20-29","No function","Medicine","SEO/HEO","35","35","36040","35570"
"In post","2023","20-29","No function","Operational Delivery","AA/AO","19115","18605","25190","23230"
"In post","2023","20-29","No function","Operational Delivery","EO","10470","10330","28710","28120"
"In post","2023","20-29","No function","Operational Delivery","G6/G7","235","235","56310","55110"
"In post","2023","20-29","No function","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Operational Delivery","SEO/HEO","3105","3085","35530","34700"
"In post","2023","20-29","No function","Operational Delivery","Unknown","4450","4345","25650","24570"
"In post","2023","20-29","No function","Operational Research","AA/AO","30","30","22520","22520"
"In post","2023","20-29","No function","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Operational Research","SEO/HEO","30","30","38350","38100"
"In post","2023","20-29","No function","Other","AA/AO","280","275","22220","22260"
"In post","2023","20-29","No function","Other","EO","285","285","28470","28120"
"In post","2023","20-29","No function","Other","G6/G7","20","20","57140","55380"
"In post","2023","20-29","No function","Other","SEO/HEO","265","260","35810","34980"
"In post","2023","20-29","No function","Planning","EO","5","5","[c]","[c]"
"In post","2023","20-29","No function","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Planning","SEO/HEO","20","20","37420","35760"
"In post","2023","20-29","No function","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Planning Inspectors","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","No function","Policy","AA/AO","75","75","24630","24220"
"In post","2023","20-29","No function","Policy","EO","735","730","28280","28720"
"In post","2023","20-29","No function","Policy","G6/G7","1870","1865","55790","55020"
"In post","2023","20-29","No function","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Policy","SEO/HEO","4825","4805","37300","36180"
