"Status","Year","Ethnicity","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","Department for Education","Statistics","Outside London","5","5","[c]","[c]"
"In post","2023","Black","Department for Education","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Commercial","London","5","5","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Commercial","Outside London","10","10","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","London","15","15","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","25","25","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Finance","London","10","10","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Human Resources","London","10","10","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Operational Delivery","London","5","5","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","35","35","25320","22150"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Policy","London","120","115","36570","33830"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Policy","Outside London","20","20","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Property","Outside London","10","10","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","10","10","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Communications","London","5","5","[c]","[c]"
"In post","2023","Black","Department for International Trade","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2023","Black","Department for International Trade","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Economics","London","5","5","[c]","[c]"
"In post","2023","Black","Department for International Trade","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Finance","London","15","15","[c]","[c]"
"In post","2023","Black","Department for International Trade","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Human Resources","London","10","10","[c]","[c]"
"In post","2023","Black","Department for International Trade","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","International Trade","London","55","55","45410","41550"
"In post","2023","Black","Department for International Trade","International Trade","Outside London","10","10","[c]","[c]"
"In post","2023","Black","Department for International Trade","International Trade","Overseas","5","5","[c]","[c]"
"In post","2023","Black","Department for International Trade","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Operational Delivery","London","15","15","[c]","[c]"
"In post","2023","Black","Department for International Trade","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Other","London","10","10","[c]","[c]"
"In post","2023","Black","Department for International Trade","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Policy","London","10","10","[c]","[c]"
"In post","2023","Black","Department for International Trade","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Communications","London","5","5","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Finance","London","10","10","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Operational Delivery","London","20","20","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Operational Delivery","Outside London","15","10","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Planning","Outside London","[c]","[c]","[c]","[c]"
