"Status","Year","Disability","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Analysis","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","The Insolvency Service","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","The Insolvency Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","The Insolvency Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","The Insolvency Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","The Insolvency Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","The Insolvency Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Space Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","North East (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","South East (England)","70","65","41070","39300"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","Wales","105","100","37510","37690"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","UK Statistics Authority","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Valuation Office Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Valuation Office Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Valuation Office Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Valuation Office Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Valuation Office Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Valuation Office Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Analysis","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Advisory, Conciliation and Arbitration Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Advisory, Conciliation and Arbitration Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Animal and Plant Health Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Animal and Plant Health Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Animal and Plant Health Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Animal and Plant Health Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Animal and Plant Health Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Animal and Plant Health Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Animal and Plant Health Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Animal and Plant Health Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Animal and Plant Health Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Building Digital UK","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Building Digital UK","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Building Digital UK","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Building Digital UK","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office (excl. agencies)","East of England","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office (excl. agencies)","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Cabinet Office (excl. agencies)","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Central Civil Service Fast Stream","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Central Civil Service Fast Stream","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Central Civil Service Fast Stream","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Central Civil Service Fast Stream","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Central Civil Service Fast Stream","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Central Civil Service Fast Stream","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Central Civil Service Fast Stream","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Central Civil Service Fast Stream","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Central Civil Service Fast Stream","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Centre for Environment, Fisheries and Aquaculture Science","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Companies House","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Crown Commercial Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Crown Commercial Service","East of England","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Crown Commercial Service","North West (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Crown Commercial Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Crown Commercial Service","Wales","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Crown Commercial Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Crown Commercial Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Crown Prosecution Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Crown Prosecution Service","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Crown Prosecution Service","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Crown Prosecution Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Crown Prosecution Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Crown Prosecution Service","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Crown Prosecution Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Crown Prosecution Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Defence Electronics and Components Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Defence Electronics and Components Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Defence Equipment and Support","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Defence Equipment and Support","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Defence Equipment and Support","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Defence Equipment and Support","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Defence Equipment and Support","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Defence Equipment and Support","South West (England)","95","90","41250","42620"
"In post","2023","Declared disabled","Commercial","Defence Equipment and Support","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Defence Science and Technology Laboratory","South East (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Defence Science and Technology Laboratory","South West (England)","10","5","[c]","[c]"
