"Status","Year","Disability","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Building Digital UK","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office (excl. agencies)","London","65","[c]","50220","54700"
"Leaver CS","2023","Declared disabled","Cabinet Office (excl. agencies)","Outside London","35","[c]","34420","34320"
"Leaver CS","2023","Declared disabled","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Central Civil Service Fast Stream","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Central Civil Service Fast Stream","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Companies House","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Commercial Service","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Prosecution Service","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Crown Prosecution Service","Outside London","55","[c]","36600","30560"
"Leaver CS","2023","Declared disabled","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Defence Equipment and Support","Outside London","80","[c]","39170","35370"
"Leaver CS","2023","Declared disabled","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","45","[c]","50710","53380"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education (excl. agencies)","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education (excl. agencies)","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","London","30","[c]","40710","38780"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Transport (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","London","150","[c]","32770","31060"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Outside London","1385","[c]","26300","27570"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Driver and Vehicle Licensing Agency","Outside London","45","[c]","24650","21840"
"Leaver CS","2023","Declared disabled","Driver and Vehicle Standards Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Driver and Vehicle Standards Agency","Outside London","50","[c]","28860","27450"
"Leaver CS","2023","Declared disabled","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Education and Skills Funding Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","FCDO Services","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","FCDO Services","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Forestry and Land Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Actuary's Department","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Commercial Organisation","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Commercial Organisation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Legal Department","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Property Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Courts and Tribunals Service","London","40","[c]","31470","25480"
"Leaver CS","2023","Declared disabled","HM Courts and Tribunals Service","Outside London","180","[c]","24090","21780"
"Leaver CS","2023","Declared disabled","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Land Registry","Outside London","35","[c]","30690","28080"
"Leaver CS","2023","Declared disabled","HM Prison and Probation Service","London","100","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Prison and Probation Service","Outside London","740","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","London","55","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","Outside London","385","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Health and Safety Executive","Outside London","30","[c]","37060","33020"
"Leaver CS","2023","Declared disabled","Home Office","London","75","[c]","40940","35620"
"Leaver CS","2023","Declared disabled","Home Office","Outside London","135","[c]","27160","25880"
"Leaver CS","2023","Declared disabled","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
