"Status","Year","Ethnicity","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Mixed","Analysis","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
