"Status","Year","Disability","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Undeclared","Other","North West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","South East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","South East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","South West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","West Midlands (England)","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","North West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","South East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","South East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","South West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","London","Male","30","[c]","39660","35220"
"New entrant CS","2023","Undeclared","Policy","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","North East (England)","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","North West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","South East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","South East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","South West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","Yorkshire and The Humber","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","North West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","South East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","South East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","South West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","North West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","South East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","South East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","South West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Psychology","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Psychology","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Psychology","East of England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Psychology","East of England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Psychology","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Psychology","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Psychology","North East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Psychology","North East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Psychology","North West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Psychology","North West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Psychology","Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Psychology","Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Psychology","South East (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Psychology","South East (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Psychology","South West (England)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Psychology","South West (England)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Psychology","Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Psychology","Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Psychology","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
