"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Education and Skills Funding Agency","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Policy","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Project Delivery","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Project Delivery","Outside London","G7","10","10","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Project Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Project Delivery","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Security","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Statistics","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Statistics","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Statistics","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Statistics","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Statistics","Outside London","HEO","10","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Statistics","Outside London","SEO","15","15","40040","38210"
"In post","2023","Estyn","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Commercial","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Digital, Data and Technology","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Human Resources","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Human Resources","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Inspector of Education and Training","Outside London","G6","65","65","78210","78500"
"In post","2023","Estyn","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Operational Delivery","Outside London","AO","10","5","[c]","[c]"
"In post","2023","Estyn","Operational Delivery","Outside London","EO","15","15","29850","30610"
"In post","2023","Estyn","Operational Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Operational Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Operational Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Project Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Social Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Statistics","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Commercial","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Commercial","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Commercial","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Commercial","Outside London","EO","15","15","28670","28540"
"In post","2023","FCDO Services","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Commercial","Outside London","G7","15","15","57780","58750"
"In post","2023","FCDO Services","Commercial","Outside London","HEO","10","10","35370","34900"
"In post","2023","FCDO Services","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Commercial","Outside London","SEO","20","20","43270","43980"
"In post","2023","FCDO Services","Commercial","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Commercial","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Communications","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Communications","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Communications","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Communications","London","SEO","5","5","[c]","[c]"
"In post","2023","FCDO Services","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Digital, Data and Technology","London","HEO","5","5","[c]","[c]"
"In post","2023","FCDO Services","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Digital, Data and Technology","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Digital, Data and Technology","Outside London","EO","15","15","34280","32860"
"In post","2023","FCDO Services","Digital, Data and Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Digital, Data and Technology","Outside London","G7","15","15","65840","66170"
"In post","2023","FCDO Services","Digital, Data and Technology","Outside London","HEO","20","20","41470","39500"
"In post","2023","FCDO Services","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Digital, Data and Technology","Outside London","SEO","35","35","49840","48520"
"In post","2023","FCDO Services","Digital, Data and Technology","Outside London","Unknown","15","15","23450","23800"
"In post","2023","FCDO Services","Finance","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Finance","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Finance","Outside London","AO","10","10","[c]","[c]"
"In post","2023","FCDO Services","Finance","Outside London","EO","15","15","29350","29530"
"In post","2023","FCDO Services","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Finance","Outside London","G7","10","10","[c]","[c]"
"In post","2023","FCDO Services","Finance","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","FCDO Services","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Human Resources","Outside London","AO","10","10","[c]","[c]"
"In post","2023","FCDO Services","Human Resources","Outside London","EO","15","10","29420","28540"
"In post","2023","FCDO Services","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Human Resources","Outside London","G7","5","5","[c]","[c]"
"In post","2023","FCDO Services","Human Resources","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Human Resources","Outside London","SEO","10","10","44660","43980"
"In post","2023","FCDO Services","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Internal Audit","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Internal Audit","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Internal Audit","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Internal Audit","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","FCDO Services","Knowledge and Information Management","London","G7","15","10","60850","62130"
"In post","2023","FCDO Services","Knowledge and Information Management","Outside London","AO","5","5","[c]","[c]"
"In post","2023","FCDO Services","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Knowledge and Information Management","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Knowledge and Information Management","Outside London","G7","35","20","57820","58820"
"In post","2023","FCDO Services","Knowledge and Information Management","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","FCDO Services","Knowledge and Information Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Other","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Other","London","EO","5","5","[c]","[c]"
"In post","2023","FCDO Services","Other","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Other","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Other","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Other","Outside London","AO","5","5","[c]","[c]"
"In post","2023","FCDO Services","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Other","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Project Delivery","London","G7","5","5","[c]","[c]"
"In post","2023","FCDO Services","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Project Delivery","Outside London","AO","5","5","[c]","[c]"
"In post","2023","FCDO Services","Project Delivery","Outside London","EO","15","15","28590","28540"
"In post","2023","FCDO Services","Project Delivery","Outside London","G6","5","5","[c]","[c]"
"In post","2023","FCDO Services","Project Delivery","Outside London","G7","5","5","[c]","[c]"
