"Status","Year","Disability","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Work and Pensions","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
