"Status","Year","Disability","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Mixed","Attorney General's Departments","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Attorney General's Departments","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Attorney General's Departments","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Attorney General's Departments","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Cabinet Office","SEO/HEO","80","80","30900","30130"
"In post","2023","Unknown","Mixed","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Business, Energy and Industrial Strategy","AA/AO","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Business, Energy and Industrial Strategy","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Business, Energy and Industrial Strategy","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Business, Energy and Industrial Strategy","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Education","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Education","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Education","SEO/HEO","30","30","34310","31320"
"In post","2023","Unknown","Mixed","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for International Trade","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for International Trade","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Work and Pensions","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Department of Health and Social Care","EO","25","25","[c]","[c]"
"In post","2023","Unknown","Mixed","Department of Health and Social Care","G6/G7","30","30","58190","54690"
"In post","2023","Unknown","Mixed","Department of Health and Social Care","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Department of Health and Social Care","SEO/HEO","40","35","38790","41420"
"In post","2023","Unknown","Mixed","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Estyn","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Foreign, Commonwealth and Development Office","AA/AO","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Foreign, Commonwealth and Development Office","G6/G7","45","45","59990","57690"
"In post","2023","Unknown","Mixed","Foreign, Commonwealth and Development Office","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Foreign, Commonwealth and Development Office","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Unknown","Mixed","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","HM Land Registry","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","HM Land Registry","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","HM Revenue and Customs","AA/AO","25","25","[c]","[c]"
"In post","2023","Unknown","Mixed","HM Revenue and Customs","EO","20","20","[c]","[c]"
"In post","2023","Unknown","Mixed","HM Revenue and Customs","G6/G7","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","HM Revenue and Customs","SEO/HEO","45","40","37650","35030"
"In post","2023","Unknown","Mixed","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","HM Treasury","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Home Office","AA/AO","20","20","[c]","[c]"
"In post","2023","Unknown","Mixed","Home Office","EO","55","50","27980","26130"
"In post","2023","Unknown","Mixed","Home Office","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Home Office","SEO/HEO","30","30","38200","37790"
"In post","2023","Unknown","Mixed","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Ministry of Defence","AA/AO","40","40","23900","22220"
"In post","2023","Unknown","Mixed","Ministry of Defence","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Ministry of Defence","G6/G7","20","20","[c]","[c]"
"In post","2023","Unknown","Mixed","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Ministry of Defence","SEO/HEO","45","45","38780","37850"
"In post","2023","Unknown","Mixed","Ministry of Defence","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Ministry of Justice","AA/AO","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Ministry of Justice","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Ministry of Justice","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","National Crime Agency","EO","40","40","35580","34670"
"In post","2023","Unknown","Mixed","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","National Crime Agency","SEO/HEO","30","25","[c]","[c]"
"In post","2023","Unknown","Mixed","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
