"Status","Year","Function_of_post","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Crown Commercial Service","Cabinet Office","LGBO","15","15","[c]","[c]"
"In post","2023","Commercial","Crown Commercial Service","Cabinet Office","Undeclared","20","15","[c]","[c]"
"In post","2023","Commercial","Crown Commercial Service","Cabinet Office","Unknown","60","55","37610","39860"
"In post","2023","Commercial","Crown Prosecution Service","Attorney General's Departments","Heterosexual / straight","40","40","40910","38940"
"In post","2023","Commercial","Crown Prosecution Service","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Defence Electronics and Components Agency","Ministry of Defence","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Defence Electronics and Components Agency","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Defence Electronics and Components Agency","Ministry of Defence","Undeclared","15","15","[c]","[c]"
"In post","2023","Commercial","Defence Electronics and Components Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Defence Equipment and Support","Ministry of Defence","Heterosexual / straight","710","670","42610","42620"
"In post","2023","Commercial","Defence Equipment and Support","Ministry of Defence","LGBO","30","25","[c]","[c]"
"In post","2023","Commercial","Defence Equipment and Support","Ministry of Defence","Undeclared","85","80","43560","42620"
"In post","2023","Commercial","Defence Equipment and Support","Ministry of Defence","Unknown","100","100","37910","33720"
"In post","2023","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","70","65","33110","30650"
"In post","2023","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education (excl. agencies)","Department for Education","Heterosexual / straight","220","220","43750","39160"
"In post","2023","Commercial","Department for Education (excl. agencies)","Department for Education","LGBO","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Education (excl. agencies)","Department for Education","Undeclared","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Education (excl. agencies)","Department for Education","Unknown","20","20","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Heterosexual / straight","115","115","36430","37300"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","20","15","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","Department for International Trade","Heterosexual / straight","35","35","39400","35790"
"In post","2023","Commercial","Department for International Trade","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport (excl. agencies)","Department for Transport","Heterosexual / straight","105","105","50940","43750"
"In post","2023","Commercial","Department for Transport (excl. agencies)","Department for Transport","LGBO","10","10","[c]","[c]"
"In post","2023","Commercial","Department for Transport (excl. agencies)","Department for Transport","Undeclared","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Transport (excl. agencies)","Department for Transport","Unknown","25","25","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Heterosexual / straight","50","50","44020","39600"
"In post","2023","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","LGBO","10","10","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Undeclared","30","30","41870","41950"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","Heterosexual / straight","135","120","34530","31660"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","LGBO","5","5","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","Undeclared","35","30","31960","31660"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Standards Agency","Department for Transport","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Standards Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Standards Agency","Department for Transport","Undeclared","10","10","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Standards Agency","Department for Transport","Unknown","10","10","[c]","[c]"
"In post","2023","Commercial","Education and Skills Funding Agency","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Education and Skills Funding Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Estyn","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Estyn","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Estyn","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","Heterosexual / straight","70","70","48590","43980"
"In post","2023","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","5","5","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","Food Standards Agency","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","30","30","42490","42870"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","30","30","41270","40700"
"In post","2023","Commercial","Government Actuary's Department","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Government Actuary's Department","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Government Commercial Organisation","Cabinet Office","Heterosexual / straight","960","950","76810","69150"
"In post","2023","Commercial","Government Commercial Organisation","Cabinet Office","LGBO","50","50","73360","67200"
"In post","2023","Commercial","Government Commercial Organisation","Cabinet Office","Undeclared","75","75","71120","65500"
"In post","2023","Commercial","Government Commercial Organisation","Cabinet Office","Unknown","410","405","69580","65500"
"In post","2023","Commercial","Government Internal Audit Agency","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Government Internal Audit Agency","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Government Internal Audit Agency","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","HM Land Registry","Heterosexual / straight","15","15","[c]","[c]"
