"Status","Year","Disability","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Undeclared","Defence Electronics and Components Agency","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Defence Equipment and Support","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Defence Equipment and Support","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Education (excl. agencies)","Department for Education","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Education (excl. agencies)","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Education (excl. agencies)","Department for Education","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for International Trade","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for International Trade","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for International Trade","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for International Trade","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Transport (excl. agencies)","Department for Transport","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Transport (excl. agencies)","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Transport (excl. agencies)","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Transport (excl. agencies)","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heterosexual / straight","75","[c]","29760","28120"
"Leaver Dept.","2023","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Undeclared","35","[c]","30980","28120"
"Leaver Dept.","2023","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Disclosure Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Disclosure Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Education Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Education Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Education and Skills Funding Agency","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Education and Skills Funding Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Estyn","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Estyn","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","FCDO Services","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","FCDO Services","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Food Standards Agency","Food Standards Agency","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Food Standards Agency","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Food Standards Agency","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Food Standards Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Food Standards Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Forestry and Land Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Forestry and Land Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Government Actuary's Department","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Government Actuary's Department","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Government Commercial Organisation","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Government Commercial Organisation","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Government Internal Audit Agency","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Government Internal Audit Agency","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Government Internal Audit Agency","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Government Legal Department","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Government Legal Department","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Government Legal Department","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Government Property Agency","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Government Property Agency","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Treasury (excl. agencies)","HM Treasury","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Treasury (excl. agencies)","HM Treasury","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Treasury (excl. agencies)","HM Treasury","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Treasury (excl. agencies)","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Health and Safety Executive","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Health and Safety Executive","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Health and Safety Executive","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Home Office","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Home Office","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Home Office","Home Office","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Institute for Apprenticeships and Technical Education","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Institute for Apprenticeships and Technical Education","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal Aid Agency","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal Aid Agency","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal Aid Agency","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
