"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Property","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","Scottish Prison Service","AA/AO","45","45","28610","28490"
"In post","2023","50-59","Property","Scottish Prison Service","EO","5","5","[c]","[c]"
"In post","2023","50-59","Property","Scottish Prison Service","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Property","Scottish Prison Service","SEO/HEO","10","10","47200","45460"
"In post","2023","50-59","Property","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","UK Debt Management Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","UK Health Security Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","UK Health Security Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","UK Health Security Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","Valuation Office Agency","AA/AO","220","200","23010","22520"
"In post","2023","50-59","Property","Valuation Office Agency","EO","265","250","28760","27810"
"In post","2023","50-59","Property","Valuation Office Agency","G6/G7","195","190","61650","59290"
"In post","2023","50-59","Property","Valuation Office Agency","SCS level","10","10","83900","79800"
"In post","2023","50-59","Property","Valuation Office Agency","SEO/HEO","430","410","41140","41500"
"In post","2023","50-59","Property","Wilton Park","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Cabinet Office (excl. agencies)","AA/AO","60","55","21800","21830"
"In post","2023","50-59","Security","Cabinet Office (excl. agencies)","EO","55","55","26220","27100"
"In post","2023","50-59","Security","Cabinet Office (excl. agencies)","G6/G7","30","25","59370","56480"
"In post","2023","50-59","Security","Cabinet Office (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Security","Cabinet Office (excl. agencies)","SEO/HEO","145","135","35330","34320"
"In post","2023","50-59","Security","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Defence Equipment and Support","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Defence Equipment and Support","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Security","Defence Equipment and Support","SEO/HEO","15","15","37610","39500"
"In post","2023","50-59","Security","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Defence Science and Technology Laboratory","G6/G7","15","15","52950","49260"
"In post","2023","50-59","Security","Defence Science and Technology Laboratory","SEO/HEO","20","20","37110","39890"
"In post","2023","50-59","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Department for International Trade","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Security","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Department for Transport (excl. agencies)","G6/G7","10","10","[c]","[c]"
"In post","2023","50-59","Security","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Department for Transport (excl. agencies)","SEO/HEO","30","30","41770","43320"
"In post","2023","50-59","Security","Department for Work and Pensions (excl. agencies)","AA/AO","10","10","21690","21690"
"In post","2023","50-59","Security","Department for Work and Pensions (excl. agencies)","EO","25","25","27890","28120"
"In post","2023","50-59","Security","Department for Work and Pensions (excl. agencies)","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Security","Department for Work and Pensions (excl. agencies)","SEO/HEO","20","20","37100","38470"
"In post","2023","50-59","Security","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Department of Health and Social Care (excl. agencies)","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Security","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Department of Health and Social Care (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","50-59","Security","Driver and Vehicle Licensing Agency","AA/AO","10","10","24160","25310"
"In post","2023","50-59","Security","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Driver and Vehicle Licensing Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2023","50-59","Security","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Driver and Vehicle Standards Agency","SEO/HEO","10","10","[c]","[c]"
"In post","2023","50-59","Security","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","FCDO Services","AA/AO","30","30","29430","29100"
"In post","2023","50-59","Security","FCDO Services","EO","15","15","31000","29920"
"In post","2023","50-59","Security","FCDO Services","G6/G7","10","10","60970","58820"
"In post","2023","50-59","Security","FCDO Services","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","FCDO Services","SEO/HEO","55","50","44110","44200"
"In post","2023","50-59","Security","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","5","5","[c]","[c]"
"In post","2023","50-59","Security","Foreign, Commonwealth and Development Office (excl. agencies)","EO","25","25","32030","31910"
"In post","2023","50-59","Security","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","60","60","66030","65440"
"In post","2023","50-59","Security","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","15","15","85690","79560"
"In post","2023","50-59","Security","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","45","45","42290","42170"
"In post","2023","50-59","Security","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Government Legal Department","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Government Legal Department","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","HM Revenue and Customs (excl. agencies)","EO","10","10","30160","28930"
"In post","2023","50-59","Security","HM Revenue and Customs (excl. agencies)","G6/G7","35","35","62940","59290"
"In post","2023","50-59","Security","HM Revenue and Customs (excl. agencies)","SEO/HEO","40","40","41230","42510"
"In post","2023","50-59","Security","Home Office","AA/AO","40","40","23710","23500"
"In post","2023","50-59","Security","Home Office","EO","20","20","29660","29890"
"In post","2023","50-59","Security","Home Office","G6/G7","15","15","61850","59510"
"In post","2023","50-59","Security","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Home Office","SEO/HEO","35","35","38230","38150"
"In post","2023","50-59","Security","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Ministry of Defence (excl. agencies)","AA/AO","1670","1655","28940","22220"
"In post","2023","50-59","Security","Ministry of Defence (excl. agencies)","EO","310","305","38290","40880"
"In post","2023","50-59","Security","Ministry of Defence (excl. agencies)","G6/G7","40","40","67140","61440"
"In post","2023","50-59","Security","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Ministry of Defence (excl. agencies)","SEO/HEO","235","235","46880","41800"
"In post","2023","50-59","Security","Ministry of Justice (excl. agencies)","G6/G7","10","10","60150","58340"
"In post","2023","50-59","Security","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Ministry of Justice (excl. agencies)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","50-59","Security","National Crime Agency","EO","10","10","35220","34510"
"In post","2023","50-59","Security","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","National Crime Agency","SEO/HEO","15","15","46870","47380"
"In post","2023","50-59","Security","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Office of the Public Guardian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Submarine Delivery Agency","Unknown","15","15","44740","42240"
"In post","2023","50-59","Security","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","UK Statistics Authority","SEO/HEO","10","10","35230","32790"
"In post","2023","50-59","Unknown","Accountant in Bankruptcy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Accountant in Bankruptcy","EO","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Accountant in Bankruptcy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Accountant in Bankruptcy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Accountant in Bankruptcy","SEO/HEO","10","10","40930","38330"
"In post","2023","50-59","Unknown","Central Civil Service Fast Stream","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Crown Prosecution Service","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Crown Prosecution Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Defence Science and Technology Laboratory","EO","15","15","25300","24630"
"In post","2023","50-59","Unknown","Defence Science and Technology Laboratory","G6/G7","335","330","56260","49290"
"In post","2023","50-59","Unknown","Defence Science and Technology Laboratory","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Defence Science and Technology Laboratory","SEO/HEO","135","130","36670","39890"
"In post","2023","50-59","Unknown","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Department for Work and Pensions (excl. agencies)","AA/AO","15","10","21900","21690"
"In post","2023","50-59","Unknown","Department for Work and Pensions (excl. agencies)","EO","20","20","29380","28120"
"In post","2023","50-59","Unknown","Department for Work and Pensions (excl. agencies)","G6/G7","95","90","58460","55150"
"In post","2023","50-59","Unknown","Department for Work and Pensions (excl. agencies)","SCS level","15","15","87150","83930"
"In post","2023","50-59","Unknown","Department for Work and Pensions (excl. agencies)","SEO/HEO","125","120","39710","39150"
"In post","2023","50-59","Unknown","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Disclosure Scotland","AA/AO","35","30","24540","24890"
"In post","2023","50-59","Unknown","Disclosure Scotland","EO","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Disclosure Scotland","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Disclosure Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Disclosure Scotland","SEO/HEO","15","15","44760","44890"
"In post","2023","50-59","Unknown","Education Scotland","AA/AO","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Education Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Education Scotland","G6/G7","95","95","74480","79110"
"In post","2023","50-59","Unknown","Education Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Education Scotland","SEO/HEO","20","20","46760","47250"
"In post","2023","50-59","Unknown","FCDO Services","AA/AO","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","FCDO Services","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","FCDO Services","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Food Standards Scotland","EO","25","25","31550","31940"
"In post","2023","50-59","Unknown","Food Standards Scotland","G6/G7","15","15","63570","58850"
"In post","2023","50-59","Unknown","Food Standards Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Food Standards Scotland","SEO/HEO","25","25","39860","38330"
"In post","2023","50-59","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Forestry and Land Scotland","AA/AO","125","120","28730","29560"
"In post","2023","50-59","Unknown","Forestry and Land Scotland","EO","80","75","34630","33260"
"In post","2023","50-59","Unknown","Forestry and Land Scotland","G6/G7","15","15","62870","58270"
"In post","2023","50-59","Unknown","Forestry and Land Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Forestry and Land Scotland","SEO/HEO","75","75","43840","41500"
"In post","2023","50-59","Unknown","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Institute for Apprenticeships and Technical Education","G6/G7","25","25","57760","52110"
"In post","2023","50-59","Unknown","Institute for Apprenticeships and Technical Education","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Institute for Apprenticeships and Technical Education","SEO/HEO","25","20","37440","37710"
"In post","2023","50-59","Unknown","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Met Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Met Office","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Ministry of Defence (excl. agencies)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","National Records of Scotland","AA/AO","55","50","25280","24890"
"In post","2023","50-59","Unknown","National Records of Scotland","EO","15","15","32180","31940"
"In post","2023","50-59","Unknown","National Records of Scotland","G6/G7","20","20","69750","71910"
"In post","2023","50-59","Unknown","National Records of Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","National Records of Scotland","SEO/HEO","45","45","43890","42860"
"In post","2023","50-59","Unknown","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Northern Ireland Office","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Northern Ireland Office","SEO/HEO","15","15","39270","37680"
"In post","2023","50-59","Unknown","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Office of Gas and Electricity Markets","EO","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Office of Gas and Electricity Markets","G6/G7","10","10","62470","64030"
"In post","2023","50-59","Unknown","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Office of the Scottish Charity Regulator","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Office of the Scottish Charity Regulator","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Office of the Scottish Charity Regulator","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Office of the Scottish Charity Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","10","10","66870","65280"
"In post","2023","50-59","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Revenue Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Revenue Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Revenue Scotland","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Revenue Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Revenue Scotland","SEO/HEO","10","5","[c]","[c]"
"In post","2023","50-59","Unknown","Royal Fleet Auxiliary","Unknown","440","440","47400","43120"
"In post","2023","50-59","Unknown","Scottish Fiscal Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Scottish Forestry","AA/AO","20","15","26630","26220"
"In post","2023","50-59","Unknown","Scottish Forestry","EO","15","15","33230","33260"
"In post","2023","50-59","Unknown","Scottish Forestry","G6/G7","15","15","62400","62270"
"In post","2023","50-59","Unknown","Scottish Forestry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Scottish Forestry","SEO/HEO","25","25","44250","45350"
"In post","2023","50-59","Unknown","Scottish Government (excl. agencies)","AA/AO","200","185","27010","26600"
"In post","2023","50-59","Unknown","Scottish Government (excl. agencies)","EO","205","200","32020","31940"
"In post","2023","50-59","Unknown","Scottish Government (excl. agencies)","G6/G7","760","735","69130","65280"
"In post","2023","50-59","Unknown","Scottish Government (excl. agencies)","SCS level","100","95","93780","85200"
"In post","2023","50-59","Unknown","Scottish Government (excl. agencies)","SEO/HEO","850","820","44570","44890"
"In post","2023","50-59","Unknown","Scottish Housing Regulator","G6/G7","10","10","70900","65280"
"In post","2023","50-59","Unknown","Scottish Housing Regulator","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Scottish Housing Regulator","SEO/HEO","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Scottish Public Pensions Agency","AA/AO","60","55","26900","27740"
"In post","2023","50-59","Unknown","Scottish Public Pensions Agency","EO","25","25","30970","31940"
"In post","2023","50-59","Unknown","Scottish Public Pensions Agency","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Scottish Public Pensions Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Scottish Public Pensions Agency","SEO/HEO","20","20","39910","36330"
"In post","2023","50-59","Unknown","Social Security Scotland","AA/AO","235","220","23240","22180"
"In post","2023","50-59","Unknown","Social Security Scotland","EO","295","285","29560","29100"
"In post","2023","50-59","Unknown","Social Security Scotland","G6/G7","65","65","67620","65280"
"In post","2023","50-59","Unknown","Social Security Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Social Security Scotland","SEO/HEO","200","190","38750","37830"
"In post","2023","50-59","Unknown","Student Awards Agency for Scotland","AA/AO","20","20","25140","24890"
"In post","2023","50-59","Unknown","Student Awards Agency for Scotland","EO","15","10","31130","30440"
"In post","2023","50-59","Unknown","Student Awards Agency for Scotland","G6/G7","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Student Awards Agency for Scotland","SEO/HEO","15","15","44040","43330"
"In post","2023","50-59","Unknown","Transport Scotland","AA/AO","10","10","25980","26600"
"In post","2023","50-59","Unknown","Transport Scotland","EO","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Transport Scotland","G6/G7","50","50","70060","70280"
"In post","2023","50-59","Unknown","Transport Scotland","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Transport Scotland","SEO/HEO","60","60","45040","49860"
"In post","2023","50-59","Unknown","UK Space Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Welsh Government (excl. agencies)","AA/AO","175","160","25550","25620"
"In post","2023","50-59","Unknown","Welsh Government (excl. agencies)","EO","260","250","30360","30610"
"In post","2023","50-59","Unknown","Welsh Government (excl. agencies)","G6/G7","425","420","65970","63900"
"In post","2023","50-59","Unknown","Welsh Government (excl. agencies)","SCS level","75","70","93160","83850"
"In post","2023","50-59","Unknown","Welsh Government (excl. agencies)","SEO/HEO","805","775","44210","43660"
"In post","2023","60-64","Analysis","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Centre for Environment, Fisheries and Aquaculture Science","EO","5","5","[c]","[c]"
"In post","2023","60-64","Analysis","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","15","10","54510","50970"
"In post","2023","60-64","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","10","10","35000","33420"
"In post","2023","60-64","Analysis","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Defence Science and Technology Laboratory","G6/G7","40","35","55560","51620"
"In post","2023","60-64","Analysis","Defence Science and Technology Laboratory","SEO/HEO","10","10","38790","39890"
"In post","2023","60-64","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
