"Status","Year","Age","Parent_department","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","20-29","Ministry of Defence","Statistics","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Defence","Statistics","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Defence","Statistics","South East (England)","15","[c]","25490","21380"
"Leaver CS","2023","20-29","Ministry of Defence","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Digital, Data and Technology","London","20","[c]","42580","42700"
"Leaver CS","2023","20-29","Ministry of Justice","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Economics","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Human Resources","London","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Intelligence Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Legal","London","20","[c]","34050","34260"
"Leaver CS","2023","20-29","Ministry of Justice","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Operational Delivery","East Midlands (England)","295","[c]","21640","21780"
"Leaver CS","2023","20-29","Ministry of Justice","Operational Delivery","East of England","255","[c]","23250","21780"
"Leaver CS","2023","20-29","Ministry of Justice","Operational Delivery","London","510","[c]","27570","25480"
"Leaver CS","2023","20-29","Ministry of Justice","Operational Delivery","North East (England)","95","[c]","21940","21780"
"Leaver CS","2023","20-29","Ministry of Justice","Operational Delivery","North West (England)","285","[c]","21530","21780"
"Leaver CS","2023","20-29","Ministry of Justice","Operational Delivery","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Operational Delivery","South East (England)","465","[c]","22500","21780"
"Leaver CS","2023","20-29","Ministry of Justice","Operational Delivery","South West (England)","185","[c]","21540","21780"
"Leaver CS","2023","20-29","Ministry of Justice","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Operational Delivery","Wales","110","[c]","21800","21780"
"Leaver CS","2023","20-29","Ministry of Justice","Operational Delivery","West Midlands (England)","300","[c]","22130","21780"
"Leaver CS","2023","20-29","Ministry of Justice","Operational Delivery","Yorkshire and The Humber","255","[c]","21950","21780"
"Leaver CS","2023","20-29","Ministry of Justice","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Policy","London","15","[c]","41250","41750"
"Leaver CS","2023","20-29","Ministry of Justice","Policy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Psychology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Psychology","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Psychology","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Psychology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Psychology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Psychology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Psychology","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Psychology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Psychology","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Security","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Statistics","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Statistics","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Unknown","East of England","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Unknown","London","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Unknown","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Unknown","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Unknown","South East (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Unknown","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Unknown","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Operational Delivery","London","30","[c]","36400","36250"
"Leaver CS","2023","20-29","National Crime Agency","Operational Delivery","North West (England)","10","[c]","34360","34670"
"Leaver CS","2023","20-29","National Crime Agency","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Operational Delivery","South West (England)","10","[c]","30220","30740"
"Leaver CS","2023","20-29","National Crime Agency","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Operational Delivery","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Northern Ireland Office","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Other","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Other","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Policy","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Policy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","Operational Delivery","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","Other","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","Policy","London","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","Policy","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","Unknown","London","30","[c]","30670","27000"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","Unknown","Scotland","15","[c]","27160","23700"
"Leaver CS","2023","20-29","Office of Qualifications and Examinations Regulation","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Qualifications and Examinations Regulation","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Qualifications and Examinations Regulation","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Qualifications and Examinations Regulation","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Qualifications and Examinations Regulation","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Scotland","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Scotland","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Scotland","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Scotland","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Scotland","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Wales","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Wales","Policy","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","Commercial","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","Operational Delivery","Scotland","125","[c]","25730","24710"
"Leaver CS","2023","20-29","Scottish Government","Other","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","Policy","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","Psychology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government","Unknown","Scotland","215","[c]","28520","28140"
"Leaver CS","2023","20-29","The National Archives","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","The National Archives","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","The National Archives","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","The National Archives","Operational Delivery","London","15","[c]","23860","23460"
"Leaver CS","2023","20-29","The National Archives","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","The National Archives","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Export Finance","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Export Finance","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Export Finance","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Export Finance","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Export Finance","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Export Finance","Operational Delivery","London","15","[c]","37590","41000"
"Leaver CS","2023","20-29","UK Export Finance","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","Digital, Data and Technology","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","Digital, Data and Technology","Wales","25","[c]","30120","31060"
"Leaver CS","2023","20-29","UK Statistics Authority","Economics","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","Economics","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","Economics","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","Economics","Wales","35","[c]","19860","19860"
"Leaver CS","2023","20-29","UK Statistics Authority","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","Operational Delivery","South East (England)","40","[c]","21470","20150"
"Leaver CS","2023","20-29","UK Statistics Authority","Operational Delivery","Wales","35","[c]","26280","21200"
"Leaver CS","2023","20-29","UK Statistics Authority","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","Policy","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","Social Research","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","Social Research","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","Statistics","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","Statistics","Wales","10","[c]","28150","22350"
"Leaver CS","2023","20-29","UK Supreme Court","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Supreme Court","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Supreme Court","Legal","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Supreme Court","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Water Services Regulation Authority","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Water Services Regulation Authority","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Water Services Regulation Authority","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Water Services Regulation Authority","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Welsh Government","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Welsh Government","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Welsh Government","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Welsh Government","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Welsh Government","Medicine","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Welsh Government","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Welsh Government","Operational Delivery","Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Welsh Government","Policy","Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Welsh Government","Social Research","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Welsh Government","Statistics","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Counter Fraud","London","10","[c]","47080","42010"
"Leaver CS","2023","30-39","Attorney General's Departments","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Legal","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Legal","London","80","[c]","55090","52790"
"Leaver CS","2023","30-39","Attorney General's Departments","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Legal","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Operational Delivery","London","15","[c]","27250","25600"
"Leaver CS","2023","30-39","Attorney General's Departments","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Departments","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
