"Status","Year","Age","Parent_department","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Department for Work and Pensions","Finance","London","25","25","42660","39150"
"In post","2023","20-29","Department for Work and Pensions","Finance","North East (England)","15","15","32350","34170"
"In post","2023","20-29","Department for Work and Pensions","Finance","North West (England)","45","45","32110","28120"
"In post","2023","20-29","Department for Work and Pensions","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Finance","Yorkshire and The Humber","25","25","31050","28120"
"In post","2023","20-29","Department for Work and Pensions","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Human Resources","London","30","30","39570","32520"
"In post","2023","20-29","Department for Work and Pensions","Human Resources","North East (England)","10","5","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Human Resources","North West (England)","5","5","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Human Resources","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Human Resources","Yorkshire and The Humber","20","20","37340","34170"
"In post","2023","20-29","Department for Work and Pensions","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Knowledge and Information Management","London","30","30","41930","39150"
"In post","2023","20-29","Department for Work and Pensions","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Knowledge and Information Management","North West (England)","10","10","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Knowledge and Information Management","Yorkshire and The Humber","10","10","34090","29870"
"In post","2023","20-29","Department for Work and Pensions","Operational Delivery","East Midlands (England)","290","280","25640","28120"
"In post","2023","20-29","Department for Work and Pensions","Operational Delivery","East of England","250","250","28140","28120"
"In post","2023","20-29","Department for Work and Pensions","Operational Delivery","London","710","695","32040","32520"
"In post","2023","20-29","Department for Work and Pensions","Operational Delivery","North East (England)","640","625","24400","21690"
"In post","2023","20-29","Department for Work and Pensions","Operational Delivery","North West (England)","1445","1420","25230","27350"
"In post","2023","20-29","Department for Work and Pensions","Operational Delivery","Scotland","490","475","24890","21690"
"In post","2023","20-29","Department for Work and Pensions","Operational Delivery","South East (England)","410","395","27590","28120"
"In post","2023","20-29","Department for Work and Pensions","Operational Delivery","South West (England)","280","270","25710","28120"
"In post","2023","20-29","Department for Work and Pensions","Operational Delivery","Unknown","30","30","26080","28120"
"In post","2023","20-29","Department for Work and Pensions","Operational Delivery","Wales","460","450","26020","28120"
"In post","2023","20-29","Department for Work and Pensions","Operational Delivery","West Midlands (England)","475","460","26870","28120"
"In post","2023","20-29","Department for Work and Pensions","Operational Delivery","Yorkshire and The Humber","665","655","26330","28120"
"In post","2023","20-29","Department for Work and Pensions","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Other","East Midlands (England)","40","40","22330","21690"
"In post","2023","20-29","Department for Work and Pensions","Other","East of England","5","5","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Other","London","30","30","34250","32520"
"In post","2023","20-29","Department for Work and Pensions","Other","North East (England)","60","60","24530","21690"
"In post","2023","20-29","Department for Work and Pensions","Other","North West (England)","70","70","25740","28120"
"In post","2023","20-29","Department for Work and Pensions","Other","Scotland","30","30","23670","21690"
"In post","2023","20-29","Department for Work and Pensions","Other","South East (England)","5","5","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Other","South West (England)","25","25","23420","21690"
"In post","2023","20-29","Department for Work and Pensions","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Other","Wales","25","25","24230","21690"
"In post","2023","20-29","Department for Work and Pensions","Other","West Midlands (England)","155","150","22590","21690"
"In post","2023","20-29","Department for Work and Pensions","Other","Yorkshire and The Humber","80","75","23370","21690"
"In post","2023","20-29","Department for Work and Pensions","Policy","London","160","160","41550","39150"
"In post","2023","20-29","Department for Work and Pensions","Policy","North East (England)","10","10","30600","32900"
"In post","2023","20-29","Department for Work and Pensions","Policy","North West (England)","30","30","32480","34170"
"In post","2023","20-29","Department for Work and Pensions","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Policy","Yorkshire and The Humber","75","75","34070","34170"
"In post","2023","20-29","Department for Work and Pensions","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Project Delivery","London","25","25","38880","39150"
"In post","2023","20-29","Department for Work and Pensions","Project Delivery","North East (England)","5","5","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Project Delivery","North West (England)","15","15","31800","34170"
"In post","2023","20-29","Department for Work and Pensions","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Project Delivery","West Midlands (England)","10","10","30900","28120"
"In post","2023","20-29","Department for Work and Pensions","Project Delivery","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Property","London","10","10","43010","43760"
"In post","2023","20-29","Department for Work and Pensions","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Psychology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Psychology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Psychology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions","Science and Engineering","East Midlands (England)","15","15","32020","32800"
"In post","2023","20-29","Department for Work and Pensions","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
