"Status","Year","Disability","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","No function","UK Health Security Agency","Science and Engineering","35","[c]","43560","40560"
"Leaver CS","2023","Unknown","No function","UK Hydrographic Office","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","UK Hydrographic Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","UK Hydrographic Office","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","UK Hydrographic Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","UK Statistics Authority","Operational Delivery","160","[c]","22410","21200"
"Leaver CS","2023","Unknown","No function","UK Statistics Authority","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Veterinary Medicines Directorate","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Advisory, Conciliation and Arbitration Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Advisory, Conciliation and Arbitration Service","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Building Digital UK","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Building Digital UK","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Central Civil Service Fast Stream","Project Delivery","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Charity Commission","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Defence Equipment and Support","Project Delivery","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Defence Science and Technology Laboratory","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Defence Science and Technology Laboratory","Project Delivery","40","[c]","40890","39890"
"Leaver CS","2023","Unknown","Project Delivery","Defence Science and Technology Laboratory","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Department for Education (excl. agencies)","Project Delivery","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Department for International Trade","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Department for Work and Pensions (excl. agencies)","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Department of Health and Social Care (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Driver and Vehicle Licensing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Education and Skills Funding Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Estyn","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","FCDO Services","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Government Legal Department","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","HM Land Registry","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","HM Revenue and Customs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","HM Revenue and Customs (excl. agencies)","Tax","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","HM Treasury (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Scottish Prison Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Standards and Testing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Submarine Delivery Agency","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Submarine Delivery Agency","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Submarine Delivery Agency","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","UK Debt Management Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","UK Space Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","UK Statistics Authority","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Central Civil Service Fast Stream","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Companies House","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Department for Work and Pensions (excl. agencies)","Property","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Government Property Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Government Property Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Medicines and Healthcare Products Regulatory Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Ministry of Defence (excl. agencies)","Property","40","[c]","26430","20050"
"Leaver CS","2023","Unknown","Property","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Scottish Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Scottish Prison Service","Other","35","[c]","32800","28490"
"Leaver CS","2023","Unknown","Property","Serious Fraud Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Valuation Office Agency","Operational Delivery","30","[c]","23370","22520"
"Leaver CS","2023","Unknown","Property","Valuation Office Agency","Property","35","[c]","34730","28500"
"Leaver CS","2023","Unknown","Security","Cabinet Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Cabinet Office (excl. agencies)","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","FCDO Services","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","HM Prison and Probation Service","Security","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","HM Revenue and Customs (excl. agencies)","Security","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Home Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Intellectual Property Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Ministry of Defence (excl. agencies)","Security","215","[c]","29800","27500"
"Leaver CS","2023","Unknown","Security","Ministry of Justice (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","UK Hydrographic Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Central Civil Service Fast Stream","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Central Civil Service Fast Stream","Unknown","40","[c]","30190","30130"
"Leaver CS","2023","Unknown","Unknown","Defence Science and Technology Laboratory","Other","50","[c]","41620","39890"
"Leaver CS","2023","Unknown","Unknown","Defence Science and Technology Laboratory","Science and Engineering","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Department for International Trade","Unknown","35","[c]","25340","18300"
"Leaver CS","2023","Unknown","Unknown","Department for Work and Pensions (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Department for Work and Pensions (excl. agencies)","Policy","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Department of Health and Social Care (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Department of Health and Social Care (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","395","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Disclosure Scotland","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Education Scotland","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","FCDO Services","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Food Standards Scotland","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","345","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Forestry and Land Scotland","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Institute for Apprenticeships and Technical Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Institute for Apprenticeships and Technical Education","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Medicines and Healthcare Products Regulatory Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Medicines and Healthcare Products Regulatory Agency","Medicine","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Medicines and Healthcare Products Regulatory Agency","Other","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Medicines and Healthcare Products Regulatory Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","35","[c]","47440","41480"
"Leaver CS","2023","Unknown","Unknown","Ministry of Defence (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","National Records of Scotland","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Office of Gas and Electricity Markets","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Royal Fleet Auxiliary","Other","200","[c]","36910","34110"
"Leaver CS","2023","Unknown","Unknown","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Scottish Government (excl. agencies)","Unknown","225","[c]","39510","34730"
"Leaver CS","2023","Unknown","Unknown","Scottish Prison Service","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Social Security Scotland","Unknown","100","[c]","27840","23340"
"Leaver CS","2023","Unknown","Unknown","Student Awards Agency for Scotland","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Transport Scotland","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","UK Space Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","UK Space Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","UK Space Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Welsh Government (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Welsh Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Welsh Government (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Welsh Government (excl. agencies)","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Welsh Government (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Welsh Government (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Welsh Government (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Welsh Government (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Welsh Government (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Building Digital UK","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Building Digital UK","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Building Digital UK","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Central Civil Service Fast Stream","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Defence Science and Technology Laboratory","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Defence Science and Technology Laboratory","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Education (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Education (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Education (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Education (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Work and Pensions (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department of Health and Social Care (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department of Health and Social Care (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Driver and Vehicle Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","HM Courts and Tribunals Service","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","HM Treasury (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Health and Safety Executive","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Home Office","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Home Office","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Home Office","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Home Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Intellectual Property Office","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","National Infrastructure Commission","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Office for Budget Responsibility","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Planning Inspectorate","Digital, Data and Technology","[c]","[c]","[c]","[c]"
