"Status","Year","Ethnicity","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Communications","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Environment, Food and Rural Affairs","Communications","10","10","[c]","[c]"
"In post","2023","Asian","Communications","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Levelling Up, Housing and Communities","Communications","5","5","[c]","[c]"
"In post","2023","Asian","Communications","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Transport","Communications","5","5","[c]","[c]"
"In post","2023","Asian","Communications","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Work and Pensions","Communications","5","5","[c]","[c]"
"In post","2023","Asian","Communications","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department of Health and Social Care","Communications","20","15","[c]","[c]"
"In post","2023","Asian","Communications","Department of Health and Social Care","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Estyn","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","HM Revenue and Customs","Communications","10","10","[c]","[c]"
"In post","2023","Asian","Communications","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Home Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Home Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Home Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Defence","Communications","10","10","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Justice","Communications","10","10","[c]","[c]"
"In post","2023","Asian","Communications","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of the Secretary of State for Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","The National Archives","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Supreme Court","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Communications","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Attorney General's Departments","Counter Fraud","15","15","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Cabinet Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Chancellor's other departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Department for Business, Energy and Industrial Strategy","Counter Fraud","10","10","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Department for Work and Pensions","Counter Fraud","665","615","29330","28120"
"In post","2023","Asian","Counter Fraud","Department for Work and Pensions","Operational Delivery","15","15","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","HM Land Registry","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","HM Revenue and Customs","Counter Fraud","135","135","35090","33940"
"In post","2023","Asian","Counter Fraud","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","15","15","[c]","[c]"
"In post","2023","Asian","Counter Fraud","HM Revenue and Customs","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","HM Revenue and Customs","Legal","115","110","35200","32580"
"In post","2023","Asian","Counter Fraud","HM Revenue and Customs","Operational Delivery","235","220","32220","32260"
"In post","2023","Asian","Counter Fraud","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","HM Revenue and Customs","Other","35","30","40510","35000"
"In post","2023","Asian","Counter Fraud","HM Revenue and Customs","Tax","170","160","38020","35000"
"In post","2023","Asian","Counter Fraud","HM Revenue and Customs","Unknown","40","40","35680","32580"
"In post","2023","Asian","Counter Fraud","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Home Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Ministry of Defence","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Ministry of Justice","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Department for Work and Pensions","Other","405","350","23150","21690"
"In post","2023","Asian","Debt","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","HM Revenue and Customs","Operational Delivery","605","545","24670","22520"
"In post","2023","Asian","Debt","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","HM Revenue and Customs","Tax","70","65","23660","22520"
"In post","2023","Asian","Debt","HM Revenue and Customs","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Debt","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Attorney General's Departments","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Attorney General's Departments","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Cabinet Office","Digital, Data and Technology","115","110","47320","43140"
"In post","2023","Asian","Digital, Data & Technology","Cabinet Office","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Cabinet Office","Human Resources","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Cabinet Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Cabinet Office","Policy","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Cabinet Office","Property","[c]","[c]","[c]","[c]"
