"Status","Year","Organisation","Region_ITL1","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Department for Education (excl. agencies)","East of England","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","East of England","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","East of England","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","East of England","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","East of England","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","London","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","London","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","London","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","London","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","London","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","London","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","London","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","London","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","London","SEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","London","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North East (England)","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North East (England)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North East (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North East (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North East (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North East (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North East (England)","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North East (England)","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North East (England)","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North East (England)","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North East (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North East (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North East (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North West (England)","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North West (England)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North West (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North West (England)","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North West (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North West (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North West (England)","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North West (England)","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North West (England)","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North West (England)","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North West (England)","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","North West (England)","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Scotland","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Scotland","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","South East (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","South East (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","South East (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","South East (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","South East (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","South East (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","South West (England)","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","South West (England)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","South West (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","South West (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","South West (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","South West (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","South West (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","South West (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","South West (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","South West (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","South West (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","South West (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Wales","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Wales","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","West Midlands (England)","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","West Midlands (England)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","West Midlands (England)","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","West Midlands (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","West Midlands (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","West Midlands (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","West Midlands (England)","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","West Midlands (England)","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","West Midlands (England)","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","West Midlands (England)","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","West Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","West Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","West Midlands (England)","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","West Midlands (England)","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Yorkshire and The Humber","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Yorkshire and The Humber","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Yorkshire and The Humber","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Yorkshire and The Humber","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Yorkshire and The Humber","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Yorkshire and The Humber","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Yorkshire and The Humber","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Yorkshire and The Humber","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Yorkshire and The Humber","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","Yorkshire and The Humber","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","HEO","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","HEO","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","SEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","East Midlands (England)","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","East Midlands (England)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","East Midlands (England)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","East Midlands (England)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","East Midlands (England)","HEO","Female","[c]","[c]","[c]","[c]"
