"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","White","National Crime Agency","EO","EO","1860","1810","36150","36040"
"In post","2023","White","National Crime Agency","G6/G7","G6","100","95","75440","73960"
"In post","2023","White","National Crime Agency","G6/G7","G7","245","245","63140","62890"
"In post","2023","White","National Crime Agency","SCS level","SCS level","30","30","105980","94500"
"In post","2023","White","National Crime Agency","SEO/HEO","HEO","1260","1230","43480","43550"
"In post","2023","White","National Crime Agency","SEO/HEO","SEO","670","655","49610","49180"
"In post","2023","White","Northern Ireland Office","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","White","Northern Ireland Office","EO","EO","10","10","[c]","[c]"
"In post","2023","White","Northern Ireland Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","Northern Ireland Office","G6/G7","G7","25","25","[c]","[c]"
"In post","2023","White","Northern Ireland Office","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","White","Northern Ireland Office","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2023","White","Northern Ireland Office","SEO/HEO","SEO","35","35","40110","37680"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","160","145","22440","22490"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","EO","EO","170","165","27310","27140"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","155","155","83550","87570"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","490","480","72280","77470"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","25","25","[c]","[c]"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","165","160","33580","33130"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","525","505","48470","52750"
"In post","2023","White","Office of Gas and Electricity Markets","AA/AO","AO","25","25","[c]","[c]"
"In post","2023","White","Office of Gas and Electricity Markets","EO","EO","250","245","26030","25600"
"In post","2023","White","Office of Gas and Electricity Markets","G6/G7","G6","225","220","67550","65160"
"In post","2023","White","Office of Gas and Electricity Markets","G6/G7","G7","245","240","50940","48330"
"In post","2023","White","Office of Gas and Electricity Markets","SCS level","SCS level","50","50","97370","90620"
"In post","2023","White","Office of Gas and Electricity Markets","SEO/HEO","HEO","175","175","33630","33400"
"In post","2023","White","Office of Gas and Electricity Markets","SEO/HEO","SEO","85","85","40330","40540"
"In post","2023","White","Office of Qualifications and Examinations Regulation","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","EO","EO","15","15","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","G6/G7","G6","25","25","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","G6/G7","G7","75","75","50260","49310"
"In post","2023","White","Office of Qualifications and Examinations Regulation","SCS level","SCS level","20","20","[c]","[c]"
"In post","2023","White","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","60","55","32790","32020"
"In post","2023","White","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","65","65","40240","39140"
"In post","2023","White","Office of Rail and Road","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","White","Office of Rail and Road","EO","EO","15","15","[c]","[c]"
"In post","2023","White","Office of Rail and Road","G6/G7","G6","35","35","73780","74850"
"In post","2023","White","Office of Rail and Road","G6/G7","G7","130","120","59620","59230"
"In post","2023","White","Office of Rail and Road","SCS level","SCS level","15","15","[c]","[c]"
"In post","2023","White","Office of Rail and Road","SEO/HEO","HEO","25","20","[c]","[c]"
"In post","2023","White","Office of Rail and Road","SEO/HEO","SEO","40","40","43880","44810"
"In post","2023","White","Office of the Secretary of State for Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Scotland","G6/G7","G6","15","10","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Scotland","G6/G7","G7","15","15","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Scotland","SCS level","SCS level","10","5","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Scotland","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Scotland","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Wales","EO","EO","5","5","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Wales","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Wales","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Wales","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Wales","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Wales","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","White","Scottish Government","AA/AO","AA","1175","1090","23700","23340"
"In post","2023","White","Scottish Government","AA/AO","AO","2565","2400","26330","26220"
"In post","2023","White","Scottish Government","EO","EO","3950","3775","32070","31940"
"In post","2023","White","Scottish Government","G6/G7","G6","1245","1195","76490","79110"
"In post","2023","White","Scottish Government","G6/G7","G7","2235","2135","60360","59870"
"In post","2023","White","Scottish Government","SCS level","SCS level","235","230","90570","85200"
"In post","2023","White","Scottish Government","SEO/HEO","HEO","3350","3205","37370","37940"
"In post","2023","White","Scottish Government","SEO/HEO","SEO","2740","2620","47310","49370"
"In post","2023","White","The National Archives","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","The National Archives","AA/AO","AO","45","40","23460","23460"
"In post","2023","White","The National Archives","EO","EO","50","45","26310","25500"
"In post","2023","White","The National Archives","G6/G7","G6","25","25","[c]","[c]"
"In post","2023","White","The National Archives","G6/G7","G7","55","55","51370","50170"
"In post","2023","White","The National Archives","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","White","The National Archives","SEO/HEO","HEO","105","100","31750","30420"
"In post","2023","White","The National Archives","SEO/HEO","SEO","105","105","41560","40410"
"In post","2023","White","UK Export Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Export Finance","EO","EO","20","20","[c]","[c]"
"In post","2023","White","UK Export Finance","G6/G7","G6","50","50","76810","77360"
"In post","2023","White","UK Export Finance","G6/G7","G7","105","105","59200","57800"
"In post","2023","White","UK Export Finance","SCS level","SCS level","25","25","[c]","[c]"
"In post","2023","White","UK Export Finance","SEO/HEO","HEO","35","35","36720","36900"
"In post","2023","White","UK Export Finance","SEO/HEO","SEO","80","75","46240","45130"
"In post","2023","White","UK Statistics Authority","AA/AO","AA","195","110","20560","20150"
"In post","2023","White","UK Statistics Authority","AA/AO","AO","900","660","21480","21200"
"In post","2023","White","UK Statistics Authority","EO","EO","535","495","25430","24840"
"In post","2023","White","UK Statistics Authority","G6/G7","G6","205","195","63330","61240"
"In post","2023","White","UK Statistics Authority","G6/G7","G7","770","745","52880","51460"
"In post","2023","White","UK Statistics Authority","SCS level","SCS level","80","80","84410","77250"
"In post","2023","White","UK Statistics Authority","SEO/HEO","HEO","980","940","31830","31560"
"In post","2023","White","UK Statistics Authority","SEO/HEO","SEO","1000","960","38930","38600"
"In post","2023","White","UK Supreme Court","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Supreme Court","EO","EO","15","15","[c]","[c]"
"In post","2023","White","UK Supreme Court","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Supreme Court","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","White","UK Supreme Court","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Supreme Court","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Supreme Court","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","White","Water Services Regulation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","White","Water Services Regulation Authority","EO","EO","20","20","[c]","[c]"
"In post","2023","White","Water Services Regulation Authority","G6/G7","G6","25","25","[c]","[c]"
"In post","2023","White","Water Services Regulation Authority","G6/G7","G7","40","40","73530","73730"
"In post","2023","White","Water Services Regulation Authority","SCS level","SCS level","10","5","[c]","[c]"
"In post","2023","White","Water Services Regulation Authority","SEO/HEO","HEO","70","65","43150","43000"
"In post","2023","White","Water Services Regulation Authority","SEO/HEO","SEO","35","35","58990","59240"
"In post","2023","White","Welsh Government","AA/AO","AO","735","675","25160","25620"
"In post","2023","White","Welsh Government","EO","EO","955","900","29880","30610"
"In post","2023","White","Welsh Government","G6/G7","G6","205","200","75100","76990"
"In post","2023","White","Welsh Government","G6/G7","G7","840","800","62040","63900"
"In post","2023","White","Welsh Government","SCS level","SCS level","170","160","90110","81600"
"In post","2023","White","Welsh Government","SEO/HEO","HEO","1335","1255","38530","39690"
"In post","2023","White","Welsh Government","SEO/HEO","SEO","1160","1110","47790","49370"
"Leaver CS","2023","Asian","Attorney General's Departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Chancellor's other departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Chancellor's other departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Chancellor's other departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Chancellor's other departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Chancellor's other departments","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Chancellor's other departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
