"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","Project Delivery","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Met Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Met Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Ministry of Defence (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Serious Fraud Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Standards and Testing Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Standards and Testing Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Standards and Testing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Submarine Delivery Agency","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","The Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","UK Space Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Wilton Park","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Wilton Park","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Wilton Park","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Central Civil Service Fast Stream","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Government Property Agency","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Government Property Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Intellectual Property Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Met Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Ministry of Defence (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","UK Health Security Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Valuation Office Agency","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Cabinet Office (excl. agencies)","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Department for Work and Pensions (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Driver and Vehicle Licensing Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Met Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Ministry of Defence (excl. agencies)","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Accountant in Bankruptcy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Accountant in Bankruptcy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Central Civil Service Fast Stream","SEO/HEO","45","[c]","28840","28840"
"New entrant CS","2023","Declared disabled","Unknown","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Defence Science and Technology Laboratory","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Disclosure Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Disclosure Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Education Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Education Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Education Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Food Standards Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Food Standards Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Institute for Apprenticeships and Technical Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
