"Status","Year","Ethnicity","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Rail and Road","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Rail and Road","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of Rail and Road","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Public Guardian","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Public Guardian","Ministry of Justice","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Public Guardian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Registers of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Registers of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Registers of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Revenue Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Revenue Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Revenue Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Royal Fleet Auxiliary","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Royal Fleet Auxiliary","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Courts and Tribunals Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Courts and Tribunals Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Courts and Tribunals Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Forestry","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Forestry","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Forestry","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Government (excl. agencies)","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Government (excl. agencies)","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Government (excl. agencies)","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Prison Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Prison Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Prison Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Public Pensions Agency","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Public Pensions Agency","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Scottish Public Pensions Agency","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Serious Fraud Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Serious Fraud Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Serious Fraud Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Social Security Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Social Security Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Social Security Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Standards and Testing Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Standards and Testing Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Standards and Testing Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Student Awards Agency for Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Student Awards Agency for Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Student Awards Agency for Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Submarine Delivery Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Submarine Delivery Agency","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Submarine Delivery Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Teaching Regulation Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Teaching Regulation Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Teaching Regulation Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","The National Archives","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","The National Archives","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","The National Archives","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Export Finance","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Export Finance","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Export Finance","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Health Security Agency","Department of Health and Social Care","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Health Security Agency","Department of Health and Social Care","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Health Security Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Hydrographic Office","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Hydrographic Office","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Hydrographic Office","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Statistics Authority","UK Statistics Authority","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Statistics Authority","UK Statistics Authority","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Statistics Authority","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Supreme Court","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Supreme Court","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Supreme Court","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Valuation Office Agency","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Valuation Office Agency","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Valuation Office Agency","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Vehicle Certification Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Vehicle Certification Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Vehicle Certification Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Water Services Regulation Authority","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Water Services Regulation Authority","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Water Services Regulation Authority","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Welsh Government (excl. agencies)","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Welsh Government (excl. agencies)","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Welsh Government (excl. agencies)","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Welsh Revenue Authority","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Wilton Park","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Wilton Park","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Active Travel England","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Active Travel England","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Active Travel England","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Attorney General's Office","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Attorney General's Office","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Attorney General's Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Building Digital UK","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Building Digital UK","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Building Digital UK","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office (excl. agencies)","Cabinet Office","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office (excl. agencies)","Cabinet Office","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Central Civil Service Fast Stream","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Central Civil Service Fast Stream","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Central Civil Service Fast Stream","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Charity Commission","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Charity Commission","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Charity Commission","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Companies House","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Companies House","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Competition and Markets Authority","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Competition and Markets Authority","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Competition and Markets Authority","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Criminal Injuries Compensation Authority","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Criminal Injuries Compensation Authority","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Commercial Service","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Commercial Service","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Commercial Service","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Office and Procurator Fiscal Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Office and Procurator Fiscal Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Office and Procurator Fiscal Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","Attorney General's Departments","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Electronics and Components Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Electronics and Components Agency","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Electronics and Components Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Equipment and Support","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Equipment and Support","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Equipment and Support","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Science and Technology Laboratory","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Science and Technology Laboratory","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","Department for Education","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","Department for Education","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for International Trade","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for International Trade","Department for International Trade","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for International Trade","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Transport (excl. agencies)","Department for Transport","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Transport (excl. agencies)","Department for Transport","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Transport (excl. agencies)","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","120","[c]","30600","31060"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","40","[c]","29270","28120"
"Leaver Dept.","2023","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Disclosure Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Disclosure Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Disclosure Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Licensing Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Licensing Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Driver and Vehicle Standards Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Education Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Education Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Education Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Education and Skills Funding Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Education and Skills Funding Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Education and Skills Funding Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Estyn","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Estyn","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Estyn","Estyn","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","FCDO Services","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","FCDO Services","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Food Standards Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Forestry and Land Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Forestry and Land Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Forestry and Land Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Government Actuary's Department","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Government Actuary's Department","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Government Actuary's Department","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
