"Status","Year","Age","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Unknown","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Knowledge and Information Management","HEO","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Knowledge and Information Management","SEO","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","AO","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","EO","35","30","30040","28500"
"In post","2023","40-49","Unknown","Legal","G6","70","65","70530","68820"
"In post","2023","40-49","Unknown","Legal","G7","135","120","57120","56450"
"In post","2023","40-49","Unknown","Legal","HEO","35","35","36670","35320"
"In post","2023","40-49","Unknown","Legal","SCS level","20","15","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","SEO","35","35","42060","42140"
"In post","2023","40-49","Unknown","Medicine","AA","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Medicine","AO","15","10","[c]","[c]"
"In post","2023","40-49","Unknown","Medicine","EO","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Medicine","G6","35","25","85810","88880"
"In post","2023","40-49","Unknown","Medicine","G7","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Medicine","HEO","25","20","[c]","[c]"
"In post","2023","40-49","Unknown","Medicine","SCS level","10","5","[c]","[c]"
"In post","2023","40-49","Unknown","Medicine","SEO","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Operational Delivery","AA","265","240","22420","23230"
"In post","2023","40-49","Unknown","Operational Delivery","AO","2880","2625","24240","22520"
"In post","2023","40-49","Unknown","Operational Delivery","EO","2165","2050","28920","28120"
"In post","2023","40-49","Unknown","Operational Delivery","G6","70","70","69140","67890"
"In post","2023","40-49","Unknown","Operational Delivery","G7","160","155","55310","54320"
"In post","2023","40-49","Unknown","Operational Delivery","HEO","585","560","35360","34700"
"In post","2023","40-49","Unknown","Operational Delivery","SCS level","30","30","99530","91800"
"In post","2023","40-49","Unknown","Operational Delivery","SEO","285","280","42280","41690"
"In post","2023","40-49","Unknown","Operational Delivery","Unknown","660","590","30750","29050"
"In post","2023","40-49","Unknown","Operational Research","AO","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Operational Research","G7","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Operational Research","SEO","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Other","AA","30","30","21470","22770"
"In post","2023","40-49","Unknown","Other","AO","70","65","24120","21750"
"In post","2023","40-49","Unknown","Other","EO","45","45","29150","28120"
"In post","2023","40-49","Unknown","Other","G6","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Other","G7","35","35","55150","56350"
"In post","2023","40-49","Unknown","Other","HEO","30","30","34700","34240"
"In post","2023","40-49","Unknown","Other","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Other","SEO","40","35","42960","42140"
"In post","2023","40-49","Unknown","Other","Unknown","320","320","45890","41630"
"In post","2023","40-49","Unknown","Planning","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Planning Inspectors","G6","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Planning Inspectors","G7","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Policy","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Policy","AO","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Policy","EO","25","25","[c]","[c]"
"In post","2023","40-49","Unknown","Policy","G6","135","130","68180","67420"
"In post","2023","40-49","Unknown","Policy","G7","220","215","56390","55780"
"In post","2023","40-49","Unknown","Policy","HEO","60","55","33960","34250"
"In post","2023","40-49","Unknown","Policy","SCS level","75","70","90970","79650"
"In post","2023","40-49","Unknown","Policy","SEO","120","115","42130","41800"
"In post","2023","40-49","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","EO","25","25","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","G6","70","65","69470","69880"
"In post","2023","40-49","Unknown","Project Delivery","G7","120","115","56190","55780"
"In post","2023","40-49","Unknown","Project Delivery","HEO","75","75","34290","34400"
"In post","2023","40-49","Unknown","Project Delivery","SCS level","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Project Delivery","SEO","110","110","41750","42140"
"In post","2023","40-49","Unknown","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Property","AA","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Property","AO","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Property","EO","55","50","28370","27810"
"In post","2023","40-49","Unknown","Property","G6","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Property","G7","25","25","[c]","[c]"
"In post","2023","40-49","Unknown","Property","HEO","40","40","34330","34150"
"In post","2023","40-49","Unknown","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Property","SEO","35","35","45380","43650"
"In post","2023","40-49","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Psychology","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Psychology","G7","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Psychology","HEO","10","5","[c]","[c]"
"In post","2023","40-49","Unknown","Psychology","SEO","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Science and Engineering","AO","10","5","[c]","[c]"
"In post","2023","40-49","Unknown","Science and Engineering","EO","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Science and Engineering","G6","15","10","[c]","[c]"
"In post","2023","40-49","Unknown","Science and Engineering","G7","45","45","56320","58630"
"In post","2023","40-49","Unknown","Science and Engineering","HEO","25","25","[c]","[c]"
"In post","2023","40-49","Unknown","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Science and Engineering","SEO","55","50","42270","41780"
"In post","2023","40-49","Unknown","Science and Engineering","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Security","AA","60","60","24160","24430"
"In post","2023","40-49","Unknown","Security","AO","100","100","36720","40880"
"In post","2023","40-49","Unknown","Security","EO","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Security","G6","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Security","G7","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Security","HEO","30","30","[c]","[c]"
"In post","2023","40-49","Unknown","Security","SCS level","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Security","SEO","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Social Research","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Social Research","G7","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Social Research","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Social Research","SEO","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Statistics","G7","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Statistics","HEO","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Statistics","SEO","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Tax","AO","125","115","22560","22520"
"In post","2023","40-49","Unknown","Tax","EO","200","195","28490","28130"
"In post","2023","40-49","Unknown","Tax","G6","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Tax","G7","50","45","59050","57970"
"In post","2023","40-49","Unknown","Tax","HEO","215","205","35450","35000"
"In post","2023","40-49","Unknown","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Tax","SEO","60","60","42980","42510"
"In post","2023","40-49","Unknown","Unknown","AA","185","170","23270","22180"
"In post","2023","40-49","Unknown","Unknown","AO","115","105","26070","25710"
"In post","2023","40-49","Unknown","Unknown","EO","290","275","29700","29100"
"In post","2023","40-49","Unknown","Unknown","G6","125","120","72840","71270"
"In post","2023","40-49","Unknown","Unknown","G7","240","230","58090","56430"
"In post","2023","40-49","Unknown","Unknown","HEO","280","275","35920","34730"
"In post","2023","40-49","Unknown","Unknown","SCS level","80","80","91410","83530"
"In post","2023","40-49","Unknown","Unknown","SEO","240","230","45540","44620"
"In post","2023","40-49","Unknown","Veterinarian","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Veterinarian","G7","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Veterinarian","SEO","5","5","[c]","[c]"
"In post","2023","40-49","White","Commercial","AA","5","5","[c]","[c]"
"In post","2023","40-49","White","Commercial","AO","45","40","23070","22500"
"In post","2023","40-49","White","Commercial","EO","95","90","27880","27320"
"In post","2023","40-49","White","Commercial","G6","210","210","74960","72500"
"In post","2023","40-49","White","Commercial","G7","395","385","59050","56000"
"In post","2023","40-49","White","Commercial","HEO","240","230","33600","33990"
"In post","2023","40-49","White","Commercial","SCS level","90","90","110110","102650"
"In post","2023","40-49","White","Commercial","SEO","420","405","42340","41540"
"In post","2023","40-49","White","Commercial","Unknown","35","35","42510","42620"
"In post","2023","40-49","White","Communications","AO","25","20","[c]","[c]"
"In post","2023","40-49","White","Communications","EO","70","65","28850","27740"
"In post","2023","40-49","White","Communications","G6","95","90","68820","68610"
"In post","2023","40-49","White","Communications","G7","205","195","55940","55800"
"In post","2023","40-49","White","Communications","HEO","125","115","35950","35000"
"In post","2023","40-49","White","Communications","SCS level","45","40","90900","86700"
"In post","2023","40-49","White","Communications","SEO","245","230","42680","42090"
"In post","2023","40-49","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","White","Corporate Finance","EO","5","5","[c]","[c]"
"In post","2023","40-49","White","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","White","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","White","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","White","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","White","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","White","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","White","Counter Fraud","AO","190","165","22840","21690"
"In post","2023","40-49","White","Counter Fraud","EO","655","615","28570","28120"
"In post","2023","40-49","White","Counter Fraud","G6","30","30","70460","70200"
"In post","2023","40-49","White","Counter Fraud","G7","35","35","57280","57420"
"In post","2023","40-49","White","Counter Fraud","HEO","370","360","35460","34700"
"In post","2023","40-49","White","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","White","Counter Fraud","SEO","130","130","42190","42170"
"In post","2023","40-49","White","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","White","Digital, Data and Technology","AO","65","65","22950","22220"
"In post","2023","40-49","White","Digital, Data and Technology","EO","420","405","28500","28120"
"In post","2023","40-49","White","Digital, Data and Technology","G6","505","500","69450","68140"
"In post","2023","40-49","White","Digital, Data and Technology","G7","1160","1135","56090","55720"
"In post","2023","40-49","White","Digital, Data and Technology","HEO","835","810","35070","34170"
"In post","2023","40-49","White","Digital, Data and Technology","SCS level","120","120","94650","89550"
"In post","2023","40-49","White","Digital, Data and Technology","SEO","1085","1060","42380","41800"
"In post","2023","40-49","White","Digital, Data and Technology","Unknown","15","15","[c]","[c]"
"In post","2023","40-49","White","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","White","Economics","G6","50","45","75150","73270"
"In post","2023","40-49","White","Economics","G7","55","55","59650","59600"
"In post","2023","40-49","White","Economics","HEO","15","15","[c]","[c]"
"In post","2023","40-49","White","Economics","SCS level","40","35","91040","83430"
"In post","2023","40-49","White","Economics","SEO","5","5","[c]","[c]"
"In post","2023","40-49","White","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2023","40-49","White","Finance","AO","115","100","22750","22220"
"In post","2023","40-49","White","Finance","EO","215","205","28070","27470"
"In post","2023","40-49","White","Finance","G6","195","190","69050","69470"
"In post","2023","40-49","White","Finance","G7","400","390","55660","55720"
"In post","2023","40-49","White","Finance","HEO","370","350","34500","34170"
"In post","2023","40-49","White","Finance","SCS level","105","100","89810","81600"
"In post","2023","40-49","White","Finance","SEO","475","460","42340","41870"
"In post","2023","40-49","White","Finance","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","White","Geography","AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","White","Geography","EO","15","15","[c]","[c]"
"In post","2023","40-49","White","Geography","G6","[c]","[c]","[c]","[c]"
"In post","2023","40-49","White","Geography","G7","5","5","[c]","[c]"
"In post","2023","40-49","White","Geography","HEO","25","25","[c]","[c]"
"In post","2023","40-49","White","Geography","SEO","15","15","[c]","[c]"
"In post","2023","40-49","White","Human Resources","AA","10","10","[c]","[c]"
"In post","2023","40-49","White","Human Resources","AO","170","150","22820","22220"
"In post","2023","40-49","White","Human Resources","EO","420","400","28500","27470"
"In post","2023","40-49","White","Human Resources","G6","180","175","68080","67310"
"In post","2023","40-49","White","Human Resources","G7","480","460","55280","55150"
"In post","2023","40-49","White","Human Resources","HEO","575","550","34690","34170"
"In post","2023","40-49","White","Human Resources","SCS level","85","85","91470","82160"
"In post","2023","40-49","White","Human Resources","SEO","475","455","41790","41200"
"In post","2023","40-49","White","Human Resources","Unknown","20","20","[c]","[c]"
"In post","2023","40-49","White","Inspector of Education and Training","G6","45","45","83450","85090"
"In post","2023","40-49","White","Inspector of Education and Training","G7","145","145","75180","77470"
"In post","2023","40-49","White","Inspector of Education and Training","HEO","10","10","[c]","[c]"
"In post","2023","40-49","White","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","White","Inspector of Education and Training","SEO","125","120","52020","52750"
"In post","2023","40-49","White","Intelligence Analysis","AO","15","10","[c]","[c]"
"In post","2023","40-49","White","Intelligence Analysis","EO","280","265","28280","27650"
"In post","2023","40-49","White","Intelligence Analysis","G6","20","20","[c]","[c]"
"In post","2023","40-49","White","Intelligence Analysis","G7","50","45","59180","58970"
"In post","2023","40-49","White","Intelligence Analysis","HEO","130","125","34060","33470"
