"Status","Year","Age","Disability","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","50-59","Declared disabled","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Ministry of Justice (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","National Records of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","National Records of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","National Savings and Investments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Office of the Public Guardian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Planning Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Queen Elizabeth II Centre","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Scottish Forestry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Scottish Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Scottish Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Scottish Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Scottish Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Scottish Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Scottish Prison Service","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Scottish Public Pensions Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Serious Fraud Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Social Security Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Social Security Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Social Security Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Standards and Testing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Standards and Testing Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Standards and Testing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","The Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Transport Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Transport Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Health Security Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Health Security Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Health Security Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Hydrographic Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Space Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Statistics Authority","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Statistics Authority","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Vehicle Certification Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Veterinary Medicines Directorate","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Welsh Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Welsh Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Welsh Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Welsh Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Welsh Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Accountant in Bankruptcy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Advisory, Conciliation and Arbitration Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Advisory, Conciliation and Arbitration Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Animal and Plant Health Agency","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Animal and Plant Health Agency","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Animal and Plant Health Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Animal and Plant Health Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Building Digital UK","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Building Digital UK","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Cabinet Office (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Cabinet Office (excl. agencies)","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Cabinet Office (excl. agencies)","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Cabinet Office (excl. agencies)","SEO/HEO","30","[c]","36830","35610"
"Leaver CS","2023","50-59","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Companies House","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Companies House","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Criminal Injuries Compensation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Criminal Injuries Compensation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Crown Office and Procurator Fiscal Service","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Crown Office and Procurator Fiscal Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Crown Office and Procurator Fiscal Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Crown Office and Procurator Fiscal Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Crown Prosecution Service","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Crown Prosecution Service","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Crown Prosecution Service","G6/G7","40","[c]","61860","60950"
"Leaver CS","2023","50-59","Declared non-disabled","Crown Prosecution Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Crown Prosecution Service","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Defence Electronics and Components Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Defence Electronics and Components Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Defence Equipment and Support","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Defence Equipment and Support","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Defence Equipment and Support","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Defence Equipment and Support","SEO/HEO","60","[c]","40710","42540"
"Leaver CS","2023","50-59","Declared non-disabled","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Defence Science and Technology Laboratory","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Education (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Education (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for International Trade","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Transport (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Transport (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Transport (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Work and Pensions (excl. agencies)","AA/AO","450","[c]","21810","21690"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Work and Pensions (excl. agencies)","EO","560","[c]","28400","28120"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Work and Pensions (excl. agencies)","G6/G7","60","[c]","58500","56460"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Work and Pensions (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department for Work and Pensions (excl. agencies)","SEO/HEO","90","[c]","37600","38330"
"Leaver CS","2023","50-59","Declared non-disabled","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department of Health and Social Care (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Disclosure Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Driver and Vehicle Licensing Agency","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Driver and Vehicle Licensing Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Driver and Vehicle Licensing Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Driver and Vehicle Standards Agency","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Driver and Vehicle Standards Agency","EO","45","[c]","28060","27260"
