"Status","Year","Function_of_post","Parent_department","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Security","Competition and Markets Authority","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Competition and Markets Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Competition and Markets Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Competition and Markets Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Competition and Markets Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Competition and Markets Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Business, Energy and Industrial Strategy","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Security","Department for Business, Energy and Industrial Strategy","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Business, Energy and Industrial Strategy","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Business, Energy and Industrial Strategy","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Business, Energy and Industrial Strategy","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Security","Department for Business, Energy and Industrial Strategy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Business, Energy and Industrial Strategy","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Security","Department for Business, Energy and Industrial Strategy","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Security","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Digital, Culture, Media and Sport","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Security","Department for Digital, Culture, Media and Sport","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Digital, Culture, Media and Sport","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Digital, Culture, Media and Sport","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Digital, Culture, Media and Sport","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Digital, Culture, Media and Sport","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Digital, Culture, Media and Sport","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Digital, Culture, Media and Sport","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Education","Female","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Security","Department for Education","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Education","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Education","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Education","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Security","Department for Education","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Education","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Education","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for International Trade","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Security","Department for International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for International Trade","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for International Trade","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Security","Department for International Trade","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Levelling Up, Housing and Communities","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Levelling Up, Housing and Communities","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Levelling Up, Housing and Communities","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Levelling Up, Housing and Communities","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Levelling Up, Housing and Communities","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Levelling Up, Housing and Communities","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Levelling Up, Housing and Communities","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Levelling Up, Housing and Communities","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Levelling Up, Housing and Communities","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Levelling Up, Housing and Communities","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Transport","Female","Heterosexual / straight","70","65","39710","36650"
"In post","2023","Security","Department for Transport","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Security","Department for Transport","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Security","Department for Transport","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Security","Department for Transport","Male","Heterosexual / straight","105","105","39510","39220"
"In post","2023","Security","Department for Transport","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Transport","Male","Undeclared","40","35","36790","36980"
"In post","2023","Security","Department for Transport","Male","Unknown","30","30","[c]","[c]"
"In post","2023","Security","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Work and Pensions","Female","Heterosexual / straight","55","50","32010","28120"
"In post","2023","Security","Department for Work and Pensions","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Work and Pensions","Female","Undeclared","10","5","[c]","[c]"
"In post","2023","Security","Department for Work and Pensions","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Security","Department for Work and Pensions","Male","Heterosexual / straight","45","45","33910","34170"
"In post","2023","Security","Department for Work and Pensions","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Work and Pensions","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Security","Department for Work and Pensions","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Security","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department of Health and Social Care","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Security","Department of Health and Social Care","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department of Health and Social Care","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department of Health and Social Care","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department of Health and Social Care","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Security","Department of Health and Social Care","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department of Health and Social Care","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Security","Department of Health and Social Care","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Estyn","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Estyn","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Estyn","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Estyn","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Estyn","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Estyn","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Estyn","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Estyn","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Estyn","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Estyn","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Food Standards Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Food Standards Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Food Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Food Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Food Standards Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Food Standards Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Food Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Food Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Food Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Food Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Foreign, Commonwealth and Development Office","Female","Heterosexual / straight","195","185","45840","39770"
"In post","2023","Security","Foreign, Commonwealth and Development Office","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Security","Foreign, Commonwealth and Development Office","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Security","Foreign, Commonwealth and Development Office","Female","Unknown","85","85","45220","40700"
"In post","2023","Security","Foreign, Commonwealth and Development Office","Male","Heterosexual / straight","400","395","45690","40890"
"In post","2023","Security","Foreign, Commonwealth and Development Office","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Security","Foreign, Commonwealth and Development Office","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Security","Foreign, Commonwealth and Development Office","Male","Unknown","135","135","45590","42640"
"In post","2023","Security","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Foreign, Commonwealth and Development Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","HM Revenue and Customs","Female","Heterosexual / straight","45","40","44900","42510"
"In post","2023","Security","HM Revenue and Customs","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Security","HM Revenue and Customs","Female","Undeclared","15","10","[c]","[c]"
