"Status","Year","Organisation","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Serious Fraud Office","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Other","AO","5","5","[c]","[c]"
"In post","2023","Serious Fraud Office","Other","EO","10","10","28170","27290"
"In post","2023","Serious Fraud Office","Other","G6","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Other","G7","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Policy","G7","5","5","[c]","[c]"
"In post","2023","Serious Fraud Office","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Property","AO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Security","G6","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Unknown","AA","1270","1190","22960","22180"
"In post","2023","Social Security Scotland","Unknown","AO","95","95","26250","26600"
"In post","2023","Social Security Scotland","Unknown","EO","1515","1465","29610","29100"
"In post","2023","Social Security Scotland","Unknown","G6","60","60","77320","79110"
"In post","2023","Social Security Scotland","Unknown","G7","145","140","60290","59870"
"In post","2023","Social Security Scotland","Unknown","HEO","620","595","35510","34730"
"In post","2023","Social Security Scotland","Unknown","SCS level","5","5","[c]","[c]"
"In post","2023","Social Security Scotland","Unknown","SEO","315","310","45260","44890"
"In post","2023","Standards and Testing Agency","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Project Delivery","EO","10","10","26660","25900"
"In post","2023","Standards and Testing Agency","Project Delivery","G6","5","5","[c]","[c]"
"In post","2023","Standards and Testing Agency","Project Delivery","G7","20","20","52960","51910"
"In post","2023","Standards and Testing Agency","Project Delivery","HEO","25","25","32490","31200"
"In post","2023","Standards and Testing Agency","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Project Delivery","SEO","45","45","41420","42010"
"In post","2023","Standards and Testing Agency","Social Research","G7","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","Unknown","AA","105","100","23680","23340"
"In post","2023","Student Awards Agency for Scotland","Unknown","AO","10","10","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","Unknown","EO","65","65","31130","30440"
"In post","2023","Student Awards Agency for Scotland","Unknown","G6","5","5","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","Unknown","G7","10","10","62590","65280"
"In post","2023","Student Awards Agency for Scotland","Unknown","HEO","35","35","37640","38330"
"In post","2023","Student Awards Agency for Scotland","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","Unknown","SEO","30","25","48580","48860"
"In post","2023","Submarine Delivery Agency","Commercial","Unknown","165","160","43020","42620"
"In post","2023","Submarine Delivery Agency","Communications","Unknown","5","5","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Digital, Data and Technology","Unknown","45","40","40110","39230"
"In post","2023","Submarine Delivery Agency","Finance","Unknown","60","55","54110","48900"
"In post","2023","Submarine Delivery Agency","Human Resources","Unknown","35","35","41240","39460"
"In post","2023","Submarine Delivery Agency","Knowledge and Information Management","Unknown","25","25","35010","31920"
"In post","2023","Submarine Delivery Agency","Operational Delivery","Unknown","370","355","37350","33690"
"In post","2023","Submarine Delivery Agency","Policy","Unknown","10","10","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Project Delivery","Unknown","530","515","46070","42230"
"In post","2023","Submarine Delivery Agency","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Science and Engineering","Unknown","805","795","43840","42620"
"In post","2023","Submarine Delivery Agency","Security","Unknown","40","40","41000","39000"
"In post","2023","Teaching Regulation Agency","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Operational Delivery","AO","10","10","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Operational Delivery","EO","30","30","26320","25900"
"In post","2023","Teaching Regulation Agency","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Operational Delivery","G7","5","5","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Operational Delivery","HEO","20","20","30690","30330"
"In post","2023","Teaching Regulation Agency","Operational Delivery","SEO","15","15","39540","38110"
"In post","2023","Teaching Regulation Agency","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Commercial","SEO","10","10","45690","45310"
"In post","2023","The Insolvency Service","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Communications","SEO","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Counter Fraud","G7","15","15","56280","55540"
"In post","2023","The Insolvency Service","Counter Fraud","HEO","145","140","36990","36270"
"In post","2023","The Insolvency Service","Counter Fraud","SEO","85","80","44240","43980"
"In post","2023","The Insolvency Service","Digital, Data and Technology","EO","15","15","28390","27320"
"In post","2023","The Insolvency Service","Digital, Data and Technology","G6","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Digital, Data and Technology","G7","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Digital, Data and Technology","HEO","10","10","[c]","[c]"
"In post","2023","The Insolvency Service","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Digital, Data and Technology","SEO","20","20","45020","43300"
"In post","2023","The Insolvency Service","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Finance","EO","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Finance","G7","10","10","57820","57930"
"In post","2023","The Insolvency Service","Finance","HEO","10","10","31070","30950"
"In post","2023","The Insolvency Service","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Finance","SEO","15","15","45260","44640"
"In post","2023","The Insolvency Service","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Human Resources","G7","10","10","[c]","[c]"
"In post","2023","The Insolvency Service","Human Resources","HEO","15","15","31260","29820"
"In post","2023","The Insolvency Service","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Human Resources","SEO","20","20","44300","43980"
"In post","2023","The Insolvency Service","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Intelligence Analysis","HEO","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Intelligence Analysis","SEO","10","10","[c]","[c]"
"In post","2023","The Insolvency Service","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Legal","EO","10","10","[c]","[c]"
"In post","2023","The Insolvency Service","Legal","G6","15","10","73680","72680"
"In post","2023","The Insolvency Service","Legal","G7","15","15","54860","54120"
"In post","2023","The Insolvency Service","Legal","HEO","10","5","[c]","[c]"
"In post","2023","The Insolvency Service","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Legal","SEO","10","10","44460","44100"
"In post","2023","The Insolvency Service","Operational Delivery","AA","40","35","20720","20200"
"In post","2023","The Insolvency Service","Operational Delivery","AO","445","410","22710","22180"
"In post","2023","The Insolvency Service","Operational Delivery","EO","155","145","26530","26940"
"In post","2023","The Insolvency Service","Operational Delivery","G6","10","10","75820","76410"
"In post","2023","The Insolvency Service","Operational Delivery","G7","35","35","54870","54130"
"In post","2023","The Insolvency Service","Operational Delivery","HEO","255","240","33870","32710"
"In post","2023","The Insolvency Service","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Operational Delivery","SEO","120","115","44980","44640"
"In post","2023","The Insolvency Service","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Policy","G7","10","5","[c]","[c]"
"In post","2023","The Insolvency Service","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Policy","SEO","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Project Delivery","G7","15","15","55550","54520"
"In post","2023","The Insolvency Service","Project Delivery","HEO","15","10","30460","30290"
"In post","2023","The Insolvency Service","Project Delivery","SEO","25","25","44270","43980"
"In post","2023","The Insolvency Service","Security","G6","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Statistics","HEO","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Commercial","AO","20","20","23800","23460"
"In post","2023","The National Archives","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Communications","HEO","5","5","[c]","[c]"
"In post","2023","The National Archives","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Digital, Data and Technology","EO","10","10","27690","27880"
"In post","2023","The National Archives","Digital, Data and Technology","G6","5","5","[c]","[c]"
"In post","2023","The National Archives","Digital, Data and Technology","G7","20","20","54490","53290"
"In post","2023","The National Archives","Digital, Data and Technology","HEO","30","30","34660","36000"
"In post","2023","The National Archives","Digital, Data and Technology","SEO","55","50","45960","46450"
"In post","2023","The National Archives","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Finance","G7","5","5","[c]","[c]"
"In post","2023","The National Archives","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Finance","SEO","5","5","[c]","[c]"
"In post","2023","The National Archives","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","The National Archives","Human Resources","G7","5","5","[c]","[c]"
"In post","2023","The National Archives","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Knowledge and Information Management","AO","5","5","[c]","[c]"
"In post","2023","The National Archives","Knowledge and Information Management","EO","15","15","25750","24990"
"In post","2023","The National Archives","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Knowledge and Information Management","G7","10","10","50520","48970"
"In post","2023","The National Archives","Knowledge and Information Management","HEO","45","40","31640","30800"
"In post","2023","The National Archives","Knowledge and Information Management","SEO","20","20","39550","38500"
"In post","2023","The National Archives","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Operational Delivery","AO","50","45","23330","23460"
"In post","2023","The National Archives","Operational Delivery","EO","25","20","26110","25660"
"In post","2023","The National Archives","Operational Delivery","G6","5","5","[c]","[c]"
"In post","2023","The National Archives","Operational Delivery","G7","10","10","46200","46380"
"In post","2023","The National Archives","Operational Delivery","HEO","35","35","30920","29840"
"In post","2023","The National Archives","Operational Delivery","SEO","30","30","37170","35960"
"In post","2023","The National Archives","Other","EO","5","5","[c]","[c]"
"In post","2023","The National Archives","Other","G6","5","5","[c]","[c]"
"In post","2023","The National Archives","Other","G7","15","15","49580","48100"
"In post","2023","The National Archives","Other","HEO","30","30","31400","29840"
"In post","2023","The National Archives","Other","SCS level","10","10","[c]","[c]"
"In post","2023","The National Archives","Other","SEO","30","30","40110","38220"
"In post","2023","The National Archives","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Property","G6","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Property","G7","5","5","[c]","[c]"
"In post","2023","The National Archives","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Transport Scotland","Unknown","AA","25","20","24330","24890"
"In post","2023","Transport Scotland","Unknown","AO","25","25","26900","26600"
"In post","2023","Transport Scotland","Unknown","EO","40","40","30780","30440"
"In post","2023","Transport Scotland","Unknown","G6","55","55","77030","79110"
"In post","2023","Transport Scotland","Unknown","G7","100","100","61810","65280"
"In post","2023","Transport Scotland","Unknown","HEO","120","115","36170","35940"
"In post","2023","Transport Scotland","Unknown","SCS level","10","10","88780","85200"
"In post","2023","Transport Scotland","Unknown","SEO","160","160","48950","49860"
"In post","2023","UK Debt Management Office","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Corporate Finance","G7","5","5","[c]","[c]"
"In post","2023","UK Debt Management Office","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Corporate Finance","SEO","5","5","[c]","[c]"
"In post","2023","UK Debt Management Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Digital, Data and Technology","G7","10","10","65890","66240"
"In post","2023","UK Debt Management Office","Digital, Data and Technology","HEO","10","10","[c]","[c]"
"In post","2023","UK Debt Management Office","Digital, Data and Technology","SEO","10","10","[c]","[c]"
"In post","2023","UK Debt Management Office","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Other","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Other","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Policy","G7","5","5","[c]","[c]"
"In post","2023","UK Debt Management Office","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Communications","HEO","5","5","[c]","[c]"
"In post","2023","UK Export Finance","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Communications","SEO","5","5","[c]","[c]"
"In post","2023","UK Export Finance","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Digital, Data and Technology","G6","5","5","[c]","[c]"
"In post","2023","UK Export Finance","Digital, Data and Technology","G7","20","20","61600","63240"
"In post","2023","UK Export Finance","Digital, Data and Technology","HEO","10","5","[c]","[c]"
"In post","2023","UK Export Finance","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Digital, Data and Technology","SEO","15","15","47580","50330"
"In post","2023","UK Export Finance","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Finance","SEO","5","5","[c]","[c]"
"In post","2023","UK Export Finance","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","UK Export Finance","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Human Resources","G7","5","5","[c]","[c]"
"In post","2023","UK Export Finance","Human Resources","HEO","10","10","[c]","[c]"
"In post","2023","UK Export Finance","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Human Resources","SEO","10","10","[c]","[c]"
"In post","2023","UK Export Finance","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Knowledge and Information Management","G7","10","10","[c]","[c]"
"In post","2023","UK Export Finance","Knowledge and Information Management","HEO","5","5","[c]","[c]"
"In post","2023","UK Export Finance","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Knowledge and Information Management","SEO","5","5","[c]","[c]"
"In post","2023","UK Export Finance","Legal","EO","10","10","[c]","[c]"
"In post","2023","UK Export Finance","Legal","G6","20","20","78200","77520"
"In post","2023","UK Export Finance","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Legal","SCS level","5","5","[c]","[c]"
"In post","2023","UK Export Finance","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Operational Delivery","EO","35","30","32370","32300"
"In post","2023","UK Export Finance","Operational Delivery","G6","25","25","77350","77540"
"In post","2023","UK Export Finance","Operational Delivery","G7","85","80","58370","57000"
"In post","2023","UK Export Finance","Operational Delivery","HEO","40","40","35540","35010"
"In post","2023","UK Export Finance","Operational Delivery","SCS level","15","15","119550","107520"
"In post","2023","UK Export Finance","Operational Delivery","SEO","85","85","46440","45130"
"In post","2023","UK Export Finance","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Policy","G7","5","5","[c]","[c]"
"In post","2023","UK Export Finance","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Commercial","EO","15","15","28200","27960"
"In post","2023","UK Health Security Agency","Commercial","G6","25","25","75090","69050"
"In post","2023","UK Health Security Agency","Commercial","G7","20","20","54810","54770"
"In post","2023","UK Health Security Agency","Commercial","HEO","20","20","32520","32190"
"In post","2023","UK Health Security Agency","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Commercial","SEO","30","30","40250","40540"
"In post","2023","UK Health Security Agency","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Communications","G6","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","Communications","G7","25","25","56320","55760"
"In post","2023","UK Health Security Agency","Communications","HEO","15","15","33590","33330"
"In post","2023","UK Health Security Agency","Communications","SCS level","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","Communications","SEO","25","25","42860","42260"
"In post","2023","UK Health Security Agency","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Digital, Data and Technology","EO","25","25","28070","28280"
"In post","2023","UK Health Security Agency","Digital, Data and Technology","G6","45","45","69300","67310"
"In post","2023","UK Health Security Agency","Digital, Data and Technology","G7","95","90","52760","52730"
"In post","2023","UK Health Security Agency","Digital, Data and Technology","HEO","50","50","32020","32980"
"In post","2023","UK Health Security Agency","Digital, Data and Technology","SCS level","15","15","94010","91690"
"In post","2023","UK Health Security Agency","Digital, Data and Technology","SEO","100","100","40300","40880"
"In post","2023","UK Health Security Agency","Finance","AO","10","10","21780","21010"
"In post","2023","UK Health Security Agency","Finance","EO","30","30","25900","25110"
"In post","2023","UK Health Security Agency","Finance","G6","20","20","67540","66620"
"In post","2023","UK Health Security Agency","Finance","G7","30","30","55270","54260"
"In post","2023","UK Health Security Agency","Finance","HEO","10","10","32260","31020"
"In post","2023","UK Health Security Agency","Finance","SCS level","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","Finance","SEO","30","30","40910","41680"
"In post","2023","UK Health Security Agency","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Human Resources","AO","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","Human Resources","EO","50","45","27190","27690"
"In post","2023","UK Health Security Agency","Human Resources","G6","15","15","65240","64530"
"In post","2023","UK Health Security Agency","Human Resources","G7","35","35","52890","52720"
"In post","2023","UK Health Security Agency","Human Resources","HEO","30","30","32580","32980"
