"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","Government Actuary's Department","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Government Internal Audit Agency","Operational Delivery","London","20","20","34750","31240"
"In post","2023","No function","Government Internal Audit Agency","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","No function","Government Internal Audit Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Government Internal Audit Agency","Other","London","15","15","46820","46760"
"In post","2023","No function","Government Internal Audit Agency","Other","Outside London","35","35","39790","37630"
"In post","2023","No function","Government Internal Audit Agency","Policy","London","5","5","[c]","[c]"
"In post","2023","No function","Government Internal Audit Agency","Policy","Outside London","5","5","[c]","[c]"
"In post","2023","No function","Government Internal Audit Agency","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Courts and Tribunals Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Courts and Tribunals Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Courts and Tribunals Service","Communications","Outside London","10","10","[c]","[c]"
"In post","2023","No function","HM Courts and Tribunals Service","Digital, Data and Technology","London","10","10","37510","35410"
"In post","2023","No function","HM Courts and Tribunals Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Courts and Tribunals Service","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Courts and Tribunals Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Courts and Tribunals Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Courts and Tribunals Service","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Courts and Tribunals Service","Knowledge and Information Management","Outside London","10","10","29930","25830"
"In post","2023","No function","HM Courts and Tribunals Service","Legal","London","260","240","51110","51210"
"In post","2023","No function","HM Courts and Tribunals Service","Legal","Outside London","785","700","43220","42900"
"In post","2023","No function","HM Courts and Tribunals Service","Operational Delivery","London","3240","3030","29350","25480"
"In post","2023","No function","HM Courts and Tribunals Service","Operational Delivery","Outside London","10500","9325","24240","21780"
"In post","2023","No function","HM Courts and Tribunals Service","Operational Delivery","Unknown","20","20","22970","21780"
"In post","2023","No function","HM Courts and Tribunals Service","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Courts and Tribunals Service","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Courts and Tribunals Service","Policy","London","15","15","48450","49680"
"In post","2023","No function","HM Courts and Tribunals Service","Policy","Outside London","10","10","32900","32860"
"In post","2023","No function","HM Courts and Tribunals Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Courts and Tribunals Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Courts and Tribunals Service","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Courts and Tribunals Service","Unknown","Outside London","5","5","[c]","[c]"
"In post","2023","No function","HM Land Registry","Operational Delivery","London","200","185","35330","31680"
"In post","2023","No function","HM Land Registry","Operational Delivery","Outside London","5040","4515","29460","28080"
"In post","2023","No function","HM Land Registry","Other","London","20","20","50140","38410"
"In post","2023","No function","HM Land Registry","Other","Outside London","10","10","50180","43520"
"In post","2023","No function","HM Prison and Probation Service","Commercial","London","125","120","51430","49220"
"In post","2023","No function","HM Prison and Probation Service","Commercial","Outside London","335","330","49380","47950"
"In post","2023","No function","HM Prison and Probation Service","Intelligence Analysis","London","55","50","38700","34040"
"In post","2023","No function","HM Prison and Probation Service","Intelligence Analysis","Outside London","380","365","31430","28480"
"In post","2023","No function","HM Prison and Probation Service","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Prison and Probation Service","Operational Delivery","London","7080","6800","36640","34560"
"In post","2023","No function","HM Prison and Probation Service","Operational Delivery","Outside London","55700","52300","31220","30410"
"In post","2023","No function","HM Prison and Probation Service","Operational Delivery","Unknown","70","65","27600","28880"
"In post","2023","No function","HM Prison and Probation Service","Policy","London","115","115","50760","48460"
"In post","2023","No function","HM Prison and Probation Service","Policy","Outside London","170","170","44980","44330"
"In post","2023","No function","HM Prison and Probation Service","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Prison and Probation Service","Psychology","London","80","75","41220","34750"
"In post","2023","No function","HM Prison and Probation Service","Psychology","Outside London","1345","1290","37390","31670"
"In post","2023","No function","HM Prison and Probation Service","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","Counter Fraud","Outside London","20","15","35310","34400"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","Economics","London","10","10","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","International Trade","London","30","30","43820","39790"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","International Trade","Outside London","80","80","37640","35000"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","Operational Delivery","London","700","655","37570","32540"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outside London","19200","17215","27470","22520"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","Operational Research","Outside London","95","95","24850","22520"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","Other","London","5","5","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","Other","Outside London","30","30","68290","71300"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","Tax","London","1745","1645","46200","39880"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","Tax","Outside London","11795","11190","36630","34700"
"In post","2023","No function","HM Revenue and Customs (excl. agencies)","Unknown","London","605","595","50060","45560"
