"Status","Year","Region_ITL2","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Essex","Southend-on-Sea","Outside London","EO","135","120","30870","31280"
"In post","2023","Essex","Southend-on-Sea","Outside London","G6/G7","15","15","59390","57970"
"In post","2023","Essex","Southend-on-Sea","Outside London","SEO/HEO","80","75","39240","37520"
"In post","2023","Essex","Southend-on-Sea","Outside London","Unknown","85","75","29130","26840"
"In post","2023","Essex","Thurrock","Outside London","AA/AO","95","90","22730","22400"
"In post","2023","Essex","Thurrock","Outside London","EO","245","230","28060","27150"
"In post","2023","Essex","Thurrock","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Essex","Thurrock","Outside London","SEO/HEO","50","50","34500","33010"
"In post","2023","Essex","West Essex","Outside London","AA/AO","55","55","21700","22400"
"In post","2023","Essex","West Essex","Outside London","EO","355","315","28480","27580"
"In post","2023","Essex","West Essex","Outside London","G6/G7","30","30","63450","64170"
"In post","2023","Essex","West Essex","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Essex","West Essex","Outside London","SEO/HEO","160","150","36020","34410"
"In post","2023","Essex","West Essex","Outside London","Unknown","40","40","29150","29050"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","AA/AO","1695","1590","23930","22400"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","1365","1280","28450","27470"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6/G7","2380","2305","58780","56180"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SCS level","160","155","100220","92340"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO/HEO","6565","6310","38430","38790"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","1750","1685","42400","39860"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","AA/AO","1230","1130","23210","22150"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","EO","1360","1250","27850","28120"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","G6/G7","1435","1370","57210","56070"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","SCS level","100","100","95300","87010"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","SEO/HEO","2380","2265","36830","35480"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","Unknown","300","275","29170","29050"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Outside London","AA/AO","305","275","24020","22220"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Outside London","EO","505","455","28090","28080"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Outside London","G6/G7","115","110","61280","58580"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Outside London","SEO/HEO","345","320","37020","34850"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Outside London","Unknown","165","150","29530","26840"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","AA/AO","90","80","22340","21780"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","EO","135","125","28060","28120"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","G6/G7","75","75","55130","51390"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","SEO/HEO","95","90","37160","37680"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Outside London","Unknown","80","75","29320","29050"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","AA/AO","1130","1075","24250","22220"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","EO","1095","1040","27430","27260"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","G6/G7","2075","1995","56020","52530"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","SCS level","50","50","102920","98420"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","SEO/HEO","3420","3305","36370","35690"
"In post","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Outside London","Unknown","130","125","35050","31920"
"In post","2023","Greater Manchester","Greater Manchester North East","Outside London","AA/AO","250","230","26700","25340"
"In post","2023","Greater Manchester","Greater Manchester North East","Outside London","EO","425","395","28500","28120"
"In post","2023","Greater Manchester","Greater Manchester North East","Outside London","G6/G7","30","30","59290","53470"
"In post","2023","Greater Manchester","Greater Manchester North East","Outside London","SEO/HEO","150","145","38290","34970"
"In post","2023","Greater Manchester","Greater Manchester North East","Outside London","Unknown","245","230","29420","26840"
"In post","2023","Greater Manchester","Greater Manchester North West","Outside London","AA/AO","1100","995","23320","21690"
"In post","2023","Greater Manchester","Greater Manchester North West","Outside London","EO","620","555","28250","28120"
"In post","2023","Greater Manchester","Greater Manchester North West","Outside London","G6/G7","45","40","59770","54260"
"In post","2023","Greater Manchester","Greater Manchester North West","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Greater Manchester","Greater Manchester North West","Outside London","SEO/HEO","195","185","38380","34970"
"In post","2023","Greater Manchester","Greater Manchester North West","Outside London","Unknown","235","225","29930","29050"
"In post","2023","Greater Manchester","Greater Manchester South East","Outside London","AA/AO","440","390","21670","21690"
"In post","2023","Greater Manchester","Greater Manchester South East","Outside London","EO","295","270","27940","28120"
"In post","2023","Greater Manchester","Greater Manchester South East","Outside London","G6/G7","35","30","57700","54260"
"In post","2023","Greater Manchester","Greater Manchester South East","Outside London","SEO/HEO","95","90","37340","34530"
"In post","2023","Greater Manchester","Greater Manchester South East","Outside London","Unknown","170","155","30510","26840"
"In post","2023","Greater Manchester","Greater Manchester South West","Outside London","AA/AO","2155","1960","22300","22520"
"In post","2023","Greater Manchester","Greater Manchester South West","Outside London","EO","2525","2395","27720","28120"
"In post","2023","Greater Manchester","Greater Manchester South West","Outside London","G6/G7","1390","1350","59780","57970"
"In post","2023","Greater Manchester","Greater Manchester South West","Outside London","SCS level","55","55","89470","79680"
"In post","2023","Greater Manchester","Greater Manchester South West","Outside London","SEO/HEO","3835","3715","37060","35000"
"In post","2023","Greater Manchester","Greater Manchester South West","Outside London","Unknown","240","230","29290","26840"
"In post","2023","Greater Manchester","Manchester","Outside London","AA/AO","1305","1210","24230","22400"
"In post","2023","Greater Manchester","Manchester","Outside London","EO","1815","1725","27520","27140"
"In post","2023","Greater Manchester","Manchester","Outside London","G6/G7","1475","1425","57660","54060"
"In post","2023","Greater Manchester","Manchester","Outside London","SCS level","100","95","95400","92480"
"In post","2023","Greater Manchester","Manchester","Outside London","SEO/HEO","2560","2485","36290","35560"
"In post","2023","Greater Manchester","Manchester","Outside London","Unknown","520","495","29810","26840"
"In post","2023","Hampshire and Isle of Wight","Central Hampshire","Outside London","AA/AO","745","720","25370","22220"
"In post","2023","Hampshire and Isle of Wight","Central Hampshire","Outside London","EO","695","665","28400","27470"
"In post","2023","Hampshire and Isle of Wight","Central Hampshire","Outside London","G6/G7","1125","1075","56180","54440"
"In post","2023","Hampshire and Isle of Wight","Central Hampshire","Outside London","SCS level","35","35","94050","81800"
"In post","2023","Hampshire and Isle of Wight","Central Hampshire","Outside London","SEO/HEO","1895","1835","37010","36670"
"In post","2023","Hampshire and Isle of Wight","Central Hampshire","Outside London","Unknown","35","35","35160","35700"
"In post","2023","Hampshire and Isle of Wight","Isle of Wight","Outside London","AA/AO","570","525","27110","25340"
"In post","2023","Hampshire and Isle of Wight","Isle of Wight","Outside London","EO","205","185","29530","28120"
"In post","2023","Hampshire and Isle of Wight","Isle of Wight","Outside London","G6/G7","10","10","65030","59390"
"In post","2023","Hampshire and Isle of Wight","Isle of Wight","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Hampshire and Isle of Wight","Isle of Wight","Outside London","SEO/HEO","95","95","39530","38180"
"In post","2023","Hampshire and Isle of Wight","Isle of Wight","Outside London","Unknown","45","45","32000","29050"
"In post","2023","Hampshire and Isle of Wight","North Hampshire","Outside London","AA/AO","265","245","23000","22220"
"In post","2023","Hampshire and Isle of Wight","North Hampshire","Outside London","EO","245","225","28150","28120"
"In post","2023","Hampshire and Isle of Wight","North Hampshire","Outside London","G6/G7","125","120","72370","72930"
"In post","2023","Hampshire and Isle of Wight","North Hampshire","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Hampshire and Isle of Wight","North Hampshire","Outside London","SEO/HEO","310","300","38560","35650"
"In post","2023","Hampshire and Isle of Wight","North Hampshire","Outside London","Unknown","100","90","29980","26840"
"In post","2023","Hampshire and Isle of Wight","Portsmouth","Outside London","AA/AO","1195","1095","24390","22520"
"In post","2023","Hampshire and Isle of Wight","Portsmouth","Outside London","EO","1085","1020","28990","28060"
"In post","2023","Hampshire and Isle of Wight","Portsmouth","Outside London","G6/G7","350","340","60690","57970"
"In post","2023","Hampshire and Isle of Wight","Portsmouth","Outside London","SCS level","20","20","95250","94450"
"In post","2023","Hampshire and Isle of Wight","Portsmouth","Outside London","SEO/HEO","1165","1110","38100","35070"
"In post","2023","Hampshire and Isle of Wight","Portsmouth","Outside London","Unknown","125","110","30860","29050"
"In post","2023","Hampshire and Isle of Wight","South Hampshire","Outside London","AA/AO","1480","1075","21870","21200"
"In post","2023","Hampshire and Isle of Wight","South Hampshire","Outside London","EO","760","705","27640","27530"
"In post","2023","Hampshire and Isle of Wight","South Hampshire","Outside London","G6/G7","525","500","55930","52490"
"In post","2023","Hampshire and Isle of Wight","South Hampshire","Outside London","SCS level","35","30","94430","91820"
"In post","2023","Hampshire and Isle of Wight","South Hampshire","Outside London","SEO/HEO","1265","1215","35850","35000"
"In post","2023","Hampshire and Isle of Wight","South Hampshire","Outside London","Unknown","145","135","28010","25300"
"In post","2023","Hampshire and Isle of Wight","Southampton","Outside London","AA/AO","195","165","22260","21780"
"In post","2023","Hampshire and Isle of Wight","Southampton","Outside London","EO","340","315","27410","27450"
"In post","2023","Hampshire and Isle of Wight","Southampton","Outside London","G6/G7","160","160","59560","57000"
"In post","2023","Hampshire and Isle of Wight","Southampton","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Hampshire and Isle of Wight","Southampton","Outside London","SEO/HEO","355","340","37420","38970"
