"Status","Year","Function_of_post","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Digital, Data & Technology","Department for International Trade","Department for International Trade","SEO","50","50","44480","44290"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","EO","10","10","29050","28980"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","G6","30","30","66540","64970"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","G7","65","60","55600","54630"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","HEO","25","25","34250","33880"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SCS level","10","10","92710","80130"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO","30","30","42160","40800"
"In post","2023","Digital, Data & Technology","Department for Transport (excl. agencies)","Department for Transport","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Transport (excl. agencies)","Department for Transport","EO","15","15","29300","30720"
"In post","2023","Digital, Data & Technology","Department for Transport (excl. agencies)","Department for Transport","G6","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Transport (excl. agencies)","Department for Transport","G7","25","25","56720","56340"
"In post","2023","Digital, Data & Technology","Department for Transport (excl. agencies)","Department for Transport","HEO","35","35","35280","35760"
"In post","2023","Digital, Data & Technology","Department for Transport (excl. agencies)","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Transport (excl. agencies)","Department for Transport","SEO","25","25","44520","43750"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AO","90","85","21850","21690"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","860","790","28460","28120"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6","405","400","71330","69370"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G7","1020","990","54840","53740"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","HEO","835","805","34470","34170"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","45","45","98070","91220"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO","1015","990","40520","38680"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G7","25","25","54570","54690"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Department for Transport","AO","30","30","22500","22500"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Department for Transport","EO","135","130","27630","27190"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Department for Transport","G6","35","35","76420","75540"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Department for Transport","G7","120","120","61690","60080"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Department for Transport","HEO","185","180","35640","33850"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Department for Transport","SEO","260","255","45230","42990"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Department for Transport","AO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Department for Transport","EO","45","45","27180","26960"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Department for Transport","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Department for Transport","G7","20","20","58730","56430"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Department for Transport","HEO","80","80","32620","31660"
"In post","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Department for Transport","SEO","60","60","44160","43160"
"In post","2023","Digital, Data & Technology","Education and Skills Funding Agency","Department for Education","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Education and Skills Funding Agency","Department for Education","G6","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Education and Skills Funding Agency","Department for Education","G7","30","30","52460","51640"
"In post","2023","Digital, Data & Technology","Education and Skills Funding Agency","Department for Education","HEO","30","30","32130","30710"
"In post","2023","Digital, Data & Technology","Education and Skills Funding Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Education and Skills Funding Agency","Department for Education","SEO","45","40","39440","38210"
"In post","2023","Digital, Data & Technology","FCDO Services","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","FCDO Services","Foreign, Commonwealth and Development Office","EO","15","15","34280","32860"
"In post","2023","Digital, Data & Technology","FCDO Services","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","FCDO Services","Foreign, Commonwealth and Development Office","G7","15","15","65840","66170"
"In post","2023","Digital, Data & Technology","FCDO Services","Foreign, Commonwealth and Development Office","HEO","25","25","41340","39500"
"In post","2023","Digital, Data & Technology","FCDO Services","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","FCDO Services","Foreign, Commonwealth and Development Office","SEO","35","35","50100","49330"
"In post","2023","Digital, Data & Technology","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","15","15","23450","23800"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Food Standards Agency","G7","15","15","53370","53110"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Food Standards Agency","HEO","10","10","33740","33660"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Food Standards Agency","SEO","25","25","40440","40750"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AO","15","15","25540","25700"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","55","55","30560","29900"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6","35","35","67560","65920"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G7","65","65","54660","54960"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","HEO","90","85","37370","37950"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","10","10","91450","89320"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO","90","90","44620","44490"
"In post","2023","Digital, Data & Technology","Government Actuary's Department","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Government Internal Audit Agency","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Government Internal Audit Agency","HM Treasury","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Government Internal Audit Agency","HM Treasury","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Government Internal Audit Agency","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Government Legal Department","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
