"Status","Year","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Property","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Met Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Met Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Ministry of Defence (excl. agencies)","Female","65","[c]","28600","22110"
"Leaver CS","2023","Property","Ministry of Defence (excl. agencies)","Male","115","[c]","32570","33830"
"Leaver CS","2023","Property","Ministry of Justice (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","Ministry of Justice (excl. agencies)","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Property","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Prison Service","Male","30","[c]","32610","28490"
"Leaver CS","2023","Property","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Valuation Office Agency","Female","100","[c]","31710","26940"
"Leaver CS","2023","Property","Valuation Office Agency","Male","140","[c]","36750","32780"
"Leaver CS","2023","Property","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","Female","60","[c]","32670","33300"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","Male","60","[c]","35400","33300"
"Leaver CS","2023","Security","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Equipment and Support","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Prison and Probation Service","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Prison and Probation Service","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Revenue and Customs (excl. agencies)","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Home Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Home Office","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Met Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Met Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Ministry of Defence (excl. agencies)","Female","100","[c]","29870","26670"
"Leaver CS","2023","Security","Ministry of Defence (excl. agencies)","Male","585","[c]","32110","27500"
"Leaver CS","2023","Security","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Animal and Plant Health Agency","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Animal and Plant Health Agency","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Central Civil Service Fast Stream","Female","35","[c]","30050","29250"
"Leaver CS","2023","Unknown","Central Civil Service Fast Stream","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Defence Science and Technology Laboratory","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Defence Science and Technology Laboratory","Male","50","[c]","41040","39890"
"Leaver CS","2023","Unknown","Department for International Trade","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for International Trade","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","Female","75","[c]","37910","32520"
"Leaver CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","Male","65","[c]","39420","37380"
"Leaver CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","Female","320","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","Male","165","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Disclosure Scotland","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Disclosure Scotland","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Education Scotland","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Education Scotland","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","FCDO Services","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Scotland","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Scotland","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Female","185","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Male","160","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Forestry and Land Scotland","Female","50","[c]","32230","29560"
"Leaver CS","2023","Unknown","Forestry and Land Scotland","Male","65","[c]","34310","29560"
"Leaver CS","2023","Unknown","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Female","95","[c]","50420","41890"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Male","60","[c]","53150","53360"
"Leaver CS","2023","Unknown","Met Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Met Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Records of Scotland","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Records of Scotland","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Gas and Electricity Markets","Female","70","[c]","40790","36940"
"Leaver CS","2023","Unknown","Office of Gas and Electricity Markets","Male","85","[c]","45070","38500"
"Leaver CS","2023","Unknown","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Royal Fleet Auxiliary","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Royal Fleet Auxiliary","Male","175","[c]","37700","34250"
"Leaver CS","2023","Unknown","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Fiscal Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Forestry","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Forestry","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Government (excl. agencies)","Female","270","[c]","42500","36330"
"Leaver CS","2023","Unknown","Scottish Government (excl. agencies)","Male","225","[c]","44270","38330"
"Leaver CS","2023","Unknown","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Public Pensions Agency","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Security Scotland","Female","85","[c]","28950","26600"
"Leaver CS","2023","Unknown","Social Security Scotland","Male","75","[c]","29020","23340"
"Leaver CS","2023","Unknown","Student Awards Agency for Scotland","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Student Awards Agency for Scotland","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Transport Scotland","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Transport Scotland","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","Female","120","[c]","38640","31210"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","Male","90","[c]","46070","41980"
"Leaver Dept.","2023","Analysis","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Building Digital UK","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Central Civil Service Fast Stream","Female","30","[c]","31870","32000"
"Leaver Dept.","2023","Analysis","Central Civil Service Fast Stream","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Defence Science and Technology Laboratory","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Defence Science and Technology Laboratory","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Education (excl. agencies)","Female","30","[c]","42980","43250"
"Leaver Dept.","2023","Analysis","Department for Education (excl. agencies)","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for International Trade","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Food Standards Agency","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Revenue and Customs (excl. agencies)","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Revenue and Customs (excl. agencies)","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Treasury (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Treasury (excl. agencies)","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Home Office","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Home Office","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Defence (excl. agencies)","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Defence (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Justice (excl. agencies)","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Justice (excl. agencies)","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","Female","45","[c]","34940","33710"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","Male","35","[c]","35860","33710"
"Leaver Dept.","2023","Analysis","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Building Digital UK","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office (excl. agencies)","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Central Civil Service Fast Stream","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Central Civil Service Fast Stream","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Crown Commercial Service","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Crown Commercial Service","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Equipment and Support","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Education (excl. agencies)","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Education (excl. agencies)","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Licensing Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Commercial Organisation","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Commercial Organisation","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","HM Revenue and Customs (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Home Office","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
