"Status","Year","Function_of_post","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","No function","Project Delivery","London","Female","40","[c]","51470","54750"
"Leaver CS","2023","No function","Project Delivery","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Project Delivery","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","Outside London","Female","105","[c]","[c]","[c]"
"Leaver CS","2023","No function","Psychology","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","London","Female","85","[c]","38810","36330"
"Leaver CS","2023","No function","Science and Engineering","London","Male","50","[c]","44270","37630"
"Leaver CS","2023","No function","Science and Engineering","Outside London","Female","345","[c]","35430","33520"
"Leaver CS","2023","No function","Science and Engineering","Outside London","Male","555","[c]","35700","33580"
"Leaver CS","2023","No function","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Security","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Security","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Social Research","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Social Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Statistics","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Statistics","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","London","Female","50","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","London","Male","65","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","Outside London","Female","345","[c]","[c]","[c]"
"Leaver CS","2023","No function","Tax","Outside London","Male","380","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","London","Female","210","[c]","45680","41640"
"Leaver CS","2023","No function","Unknown","London","Male","225","[c]","49560","43750"
"Leaver CS","2023","No function","Unknown","Outside London","Female","295","[c]","38380","38460"
"Leaver CS","2023","No function","Unknown","Outside London","Male","295","[c]","47130","39820"
"Leaver CS","2023","No function","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Veterinarian","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Communications","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Communications","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Inspector of Education and Training","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Inspector of Education and Training","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Medicine","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Medicine","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Operational Delivery","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Other","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Policy","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","London","Female","120","[c]","44940","40600"
"Leaver CS","2023","Project Delivery","Project Delivery","London","Male","120","[c]","49540","43650"
"Leaver CS","2023","Project Delivery","Project Delivery","Outside London","Female","360","[c]","40480","38470"
"Leaver CS","2023","Project Delivery","Project Delivery","Outside London","Male","465","[c]","42920","40580"
"Leaver CS","2023","Project Delivery","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Science and Engineering","Outside London","Male","70","[c]","40710","35320"
"Leaver CS","2023","Project Delivery","Tax","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Tax","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Tax","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Tax","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Finance","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Operational Delivery","Outside London","Female","50","[c]","26970","22520"
"Leaver CS","2023","Property","Operational Delivery","Outside London","Male","30","[c]","26880","22520"
"Leaver CS","2023","Property","Other","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","Other","Outside London","Male","30","[c]","32610","28490"
"Leaver CS","2023","Property","Planning","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Planning","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","London","Male","55","[c]","47120","46670"
"Leaver CS","2023","Property","Property","Outside London","Female","155","[c]","31270","27810"
"Leaver CS","2023","Property","Property","Outside London","Male","260","[c]","35920","33980"
"Leaver CS","2023","Property","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Security","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Security","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","London","Male","60","[c]","36750","33320"
"Leaver CS","2023","Security","Security","Outside London","Female","120","[c]","30360","27500"
"Leaver CS","2023","Security","Security","Outside London","Male","605","[c]","32110","27500"
"Leaver CS","2023","Security","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","Outside London","Female","45","[c]","31090","32000"
"Leaver CS","2023","Security","Unknown","Outside London","Male","40","[c]","30420","26670"
"Leaver CS","2023","Security","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data and Technology","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Inspector of Education and Training","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Inspector of Education and Training","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicine","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Delivery","Outside London","Female","45","[c]","31380","26820"
"Leaver CS","2023","Unknown","Operational Delivery","Outside London","Male","35","[c]","42310","38160"
"Leaver CS","2023","Unknown","Other","London","Female","35","[c]","49260","41010"
"Leaver CS","2023","Unknown","Other","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Outside London","Female","50","[c]","39090","38760"
"Leaver CS","2023","Unknown","Other","Outside London","Male","45","[c]","44370","39890"
"Leaver CS","2023","Unknown","Other","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Unknown","Male","175","[c]","37700","34250"
"Leaver CS","2023","Unknown","Planning","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","London","Female","40","[c]","41200","39150"
"Leaver CS","2023","Unknown","Policy","London","Male","45","[c]","50400","43760"
"Leaver CS","2023","Unknown","Policy","Outside London","Female","60","[c]","39380","37710"
"Leaver CS","2023","Unknown","Policy","Outside London","Male","50","[c]","40060","33490"
"Leaver CS","2023","Unknown","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","London","Female","385","[c]","35480","30130"
"Leaver CS","2023","Unknown","Unknown","London","Male","280","[c]","39760","30060"
"Leaver CS","2023","Unknown","Unknown","Outside London","Female","675","[c]","37660","33260"
"Leaver CS","2023","Unknown","Unknown","Outside London","Male","595","[c]","39250","33520"
"Leaver CS","2023","Unknown","Unknown","Overseas","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Overseas","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Economics","London","Female","40","[c]","40140","35410"
"Leaver Dept.","2023","Analysis","Economics","London","Male","75","[c]","49240","39050"
"Leaver Dept.","2023","Analysis","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Economics","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Geography","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Geography","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Intelligence Analysis","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Intelligence Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Delivery","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Delivery","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Delivery","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Research","London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Research","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Research","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Operational Research","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Other","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Other","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Policy","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Policy","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Science and Engineering","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","London","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","Outside London","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Social Research","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","London","Female","50","[c]","37020","33710"
"Leaver Dept.","2023","Analysis","Statistics","London","Male","60","[c]","40330","34260"
"Leaver Dept.","2023","Analysis","Statistics","Outside London","Female","45","[c]","36160","33190"
"Leaver Dept.","2023","Analysis","Statistics","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Tax","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Tax","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","Outside London","Female","95","[c]","38110","38980"
"Leaver Dept.","2023","Commercial","Commercial","Outside London","Male","85","[c]","37520","37710"
"Leaver Dept.","2023","Commercial","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Operational Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Policy","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Policy","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","London","Female","100","[c]","40470","36170"
"Leaver Dept.","2023","Communications","Communications","London","Male","55","[c]","42280","38710"
"Leaver Dept.","2023","Communications","Communications","Outside London","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","Outside London","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Operational Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Policy","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Policy","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
