"Status","Year","Function_of_post","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Digital, Data & Technology","Policy","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Policy","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Science and Engineering","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Science and Engineering","Outside London","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Tax","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Tax","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","Outside London","Female","40","[c]","35400","36330"
"New entrant CS","2023","Digital, Data & Technology","Unknown","Outside London","Male","100","[c]","43480","42320"
"New entrant CS","2023","Digital, Data & Technology","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Commercial","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Commercial","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Commercial","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Commercial","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","London","Female","70","[c]","41500","39110"
"New entrant CS","2023","Finance","Finance","London","Male","75","[c]","39450","35410"
"New entrant CS","2023","Finance","Finance","Outside London","Female","320","[c]","31930","27140"
"New entrant CS","2023","Finance","Finance","Outside London","Male","230","[c]","31360","27100"
"New entrant CS","2023","Finance","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Medicine","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Medicine","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Medicine","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Medicine","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Operational Delivery","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Operational Delivery","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Operational Delivery","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Other","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Other","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Policy","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Policy","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Security","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Security","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Security","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Security","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Finance","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Finance","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","Outside London","Female","215","[c]","22750","22150"
"New entrant CS","2023","Grants Management","Operational Delivery","Outside London","Male","190","[c]","22880","22150"
"New entrant CS","2023","Grants Management","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","London","Female","110","[c]","36840","30950"
"New entrant CS","2023","Human Resources","Human Resources","London","Male","60","[c]","38200","35410"
"New entrant CS","2023","Human Resources","Human Resources","Outside London","Female","590","[c]","32320","28000"
"New entrant CS","2023","Human Resources","Human Resources","Outside London","Male","320","[c]","31660","30080"
"New entrant CS","2023","Human Resources","Human Resources","Overseas","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Operational Delivery","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Operational Delivery","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Operational Delivery","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Other","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Other","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Communications","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Communications","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Finance","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Finance","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Finance","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","London","Female","235","[c]","45910","50000"
"New entrant CS","2023","Legal","Legal","London","Male","120","[c]","48690","52020"
"New entrant CS","2023","Legal","Legal","Outside London","Female","310","[c]","42590","40800"
"New entrant CS","2023","Legal","Legal","Outside London","Male","145","[c]","43030","43370"
"New entrant CS","2023","Legal","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Operational Delivery","London","Female","145","[c]","26290","27760"
"New entrant CS","2023","Legal","Operational Delivery","London","Male","65","[c]","26010","26920"
"New entrant CS","2023","Legal","Operational Delivery","Outside London","Female","330","[c]","22680","22520"
"New entrant CS","2023","Legal","Operational Delivery","Outside London","Male","140","[c]","22670","22520"
"New entrant CS","2023","Legal","Other","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Other","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Policy","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Policy","London","Male","5","[c]","[c]","[c]"
