"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Communications","Knowledge and Information Management","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Communications","Operational Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Operational Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Operational Delivery","EO","Female","5","5","[c]","[c]"
"In post","2023","Communications","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Operational Delivery","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Communications","Operational Delivery","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Communications","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Operational Delivery","SEO/HEO","Female","40","40","36400","37300"
"In post","2023","Communications","Operational Delivery","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Communications","Other","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Communications","Other","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Other","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Other","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Other","G6/G7","Female","10","5","[c]","[c]"
"In post","2023","Communications","Other","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Other","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Communications","Other","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Communications","Planning","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Planning","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Policy","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Communications","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Psychology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Psychology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Psychology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Psychology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Science and Engineering","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Science and Engineering","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","EO","Female","10","10","[c]","[c]"
"In post","2023","Communications","Unknown","EO","Male","5","5","[c]","[c]"
"In post","2023","Communications","Unknown","G6/G7","Female","40","40","60350","56430"
"In post","2023","Communications","Unknown","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Communications","Unknown","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Communications","Unknown","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Communications","Unknown","SEO/HEO","Female","50","50","38890","38280"
"In post","2023","Communications","Unknown","SEO/HEO","Male","30","30","39640","41410"
"In post","2023","Counter Fraud","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","AA/AO","Female","1025","840","23180","21690"
"In post","2023","Counter Fraud","Counter Fraud","AA/AO","Male","570","540","23070","21690"
"In post","2023","Counter Fraud","Counter Fraud","EO","Female","2785","2510","29030","28120"
"In post","2023","Counter Fraud","Counter Fraud","EO","Male","1975","1865","29090","28120"
"In post","2023","Counter Fraud","Counter Fraud","G6/G7","Female","115","110","61760","57970"
"In post","2023","Counter Fraud","Counter Fraud","G6/G7","Male","210","205","63290","62770"
"In post","2023","Counter Fraud","Counter Fraud","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","SEO/HEO","Female","1290","1225","36990","35000"
"In post","2023","Counter Fraud","Counter Fraud","SEO/HEO","Male","1340","1295","37910","36990"
"In post","2023","Counter Fraud","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Digital, Data and Technology","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Intelligence Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Intelligence Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Intelligence Analysis","EO","Female","35","30","29430","28130"
"In post","2023","Counter Fraud","Intelligence Analysis","EO","Male","25","25","[c]","[c]"
"In post","2023","Counter Fraud","Intelligence Analysis","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Intelligence Analysis","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Counter Fraud","Intelligence Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Intelligence Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Intelligence Analysis","SEO/HEO","Female","60","60","38840","39450"
"In post","2023","Counter Fraud","Intelligence Analysis","SEO/HEO","Male","75","75","39560","39790"
"In post","2023","Counter Fraud","International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Knowledge and Information Management","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Legal","AA/AO","Female","110","90","22930","22520"
"In post","2023","Counter Fraud","Legal","AA/AO","Male","70","65","23280","22520"
"In post","2023","Counter Fraud","Legal","EO","Female","380","345","29770","28130"
"In post","2023","Counter Fraud","Legal","EO","Male","425","415","29750","28130"
"In post","2023","Counter Fraud","Legal","G6/G7","Female","35","35","62050","58600"
"In post","2023","Counter Fraud","Legal","G6/G7","Male","75","75","62980","59110"
"In post","2023","Counter Fraud","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Legal","SEO/HEO","Female","325","315","38380","36470"
"In post","2023","Counter Fraud","Legal","SEO/HEO","Male","555","545","38880","39450"
"In post","2023","Counter Fraud","Operational Delivery","AA/AO","Female","295","245","23210","22520"
"In post","2023","Counter Fraud","Operational Delivery","AA/AO","Male","185","175","23160","22520"
"In post","2023","Counter Fraud","Operational Delivery","EO","Female","720","640","29000","28130"
"In post","2023","Counter Fraud","Operational Delivery","EO","Male","510","495","28850","28130"
"In post","2023","Counter Fraud","Operational Delivery","G6/G7","Female","80","75","60630","57970"
"In post","2023","Counter Fraud","Operational Delivery","G6/G7","Male","95","90","62630","57980"
"In post","2023","Counter Fraud","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Operational Delivery","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Operational Delivery","SEO/HEO","Female","755","695","37760","35000"
"In post","2023","Counter Fraud","Operational Delivery","SEO/HEO","Male","555","540","37450","35000"
"In post","2023","Counter Fraud","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Operational Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Operational Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Operational Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Operational Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Other","AA/AO","Female","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Other","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Other","EO","Female","35","30","30120","29730"
"In post","2023","Counter Fraud","Other","EO","Male","25","25","[c]","[c]"
"In post","2023","Counter Fraud","Other","G6/G7","Female","50","45","60540","57970"
"In post","2023","Counter Fraud","Other","G6/G7","Male","50","50","62060","58970"
"In post","2023","Counter Fraud","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Other","SEO/HEO","Female","55","50","39170","39790"
"In post","2023","Counter Fraud","Other","SEO/HEO","Male","50","45","39500","40790"
"In post","2023","Counter Fraud","Policy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Tax","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Tax","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Tax","EO","Female","205","180","29470","28130"
"In post","2023","Counter Fraud","Tax","EO","Male","200","195","29270","28130"
"In post","2023","Counter Fraud","Tax","G6/G7","Female","155","145","61400","57970"
"In post","2023","Counter Fraud","Tax","G6/G7","Male","305","290","62490","57970"
"In post","2023","Counter Fraud","Tax","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Tax","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Tax","SEO/HEO","Female","375","350","38500","36990"
