"Status","Year","Disability","Ethnicity","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Unknown","Unknown","Policy","South West (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Policy","Wales","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Policy","West Midlands (England)","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Policy","Yorkshire and The Humber","40","[c]","34110","31270"
"New entrant CS","2023","Unknown","Unknown","Project Delivery","East Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Project Delivery","East of England","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Project Delivery","London","100","[c]","39510","36000"
"New entrant CS","2023","Unknown","Unknown","Project Delivery","North East (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Project Delivery","North West (England)","35","[c]","35020","32160"
"New entrant CS","2023","Unknown","Unknown","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Project Delivery","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Project Delivery","South East (England)","30","[c]","38180","36380"
"New entrant CS","2023","Unknown","Unknown","Project Delivery","South West (England)","95","[c]","32470","26000"
"New entrant CS","2023","Unknown","Unknown","Project Delivery","Wales","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Project Delivery","West Midlands (England)","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Project Delivery","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Property","East Midlands (England)","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Property","East of England","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Property","London","30","[c]","35490","29660"
"New entrant CS","2023","Unknown","Unknown","Property","North East (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Property","North West (England)","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Property","Scotland","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Property","South East (England)","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Property","South West (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Property","Wales","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Property","West Midlands (England)","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Property","Yorkshire and The Humber","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Psychology","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Psychology","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Psychology","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Psychology","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Psychology","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Psychology","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Psychology","South East (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Psychology","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Psychology","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Psychology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Science and Engineering","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Science and Engineering","East of England","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Science and Engineering","London","40","[c]","39900","34820"
"New entrant CS","2023","Unknown","Unknown","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Science and Engineering","North West (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Science and Engineering","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Science and Engineering","Scotland","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Science and Engineering","South East (England)","45","[c]","30010","30650"
"New entrant CS","2023","Unknown","Unknown","Science and Engineering","South West (England)","210","[c]","28150","24850"
"New entrant CS","2023","Unknown","Unknown","Science and Engineering","Wales","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Science and Engineering","West Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Science and Engineering","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Security","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Security","East of England","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Security","London","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Security","North West (England)","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Security","Scotland","100","[c]","26890","25350"
"New entrant CS","2023","Unknown","Unknown","Security","South East (England)","95","[c]","30440","27500"
"New entrant CS","2023","Unknown","Unknown","Security","South West (England)","95","[c]","29450","27500"
"New entrant CS","2023","Unknown","Unknown","Security","Wales","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Security","West Midlands (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Security","Yorkshire and The Humber","30","[c]","32160","27500"
"New entrant CS","2023","Unknown","Unknown","Social Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Social Research","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Social Research","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Social Research","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Social Research","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Statistics","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Statistics","London","55","[c]","27950","23500"
"New entrant CS","2023","Unknown","Unknown","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Statistics","South East (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Statistics","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Tax","East Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Tax","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Tax","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Tax","North West (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Tax","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Tax","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Tax","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Tax","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","East Midlands (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","London","260","[c]","36170","30920"
"New entrant CS","2023","Unknown","Unknown","Unknown","North East (England)","35","[c]","29470","22520"
"New entrant CS","2023","Unknown","Unknown","Unknown","North West (England)","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","Scotland","2055","[c]","31140","29100"
"New entrant CS","2023","Unknown","Unknown","Unknown","South East (England)","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","South West (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","Wales","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","West Midlands (England)","55","[c]","36710","34400"
"New entrant CS","2023","Unknown","Unknown","Unknown","Yorkshire and The Humber","60","[c]","31580","25190"
"New entrant CS","2023","Unknown","Unknown","Veterinarian","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Veterinarian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Commercial","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Commercial","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Commercial","North West (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Commercial","Scotland","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Commercial","South East (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Commercial","South West (England)","60","[c]","30460","27610"
"New entrant CS","2023","Unknown","White","Commercial","Wales","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Commercial","West Midlands (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Commercial","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Communications","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Communications","London","55","[c]","42920","41020"
"New entrant CS","2023","Unknown","White","Communications","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Communications","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Communications","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Communications","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Communications","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Communications","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Communications","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Corporate Finance","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Corporate Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Corporate Finance","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Digital, Data and Technology","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Digital, Data and Technology","East of England","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Digital, Data and Technology","London","55","[c]","44720","40880"
"New entrant CS","2023","Unknown","White","Digital, Data and Technology","North East (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Digital, Data and Technology","North West (England)","45","[c]","35420","32610"
"New entrant CS","2023","Unknown","White","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Digital, Data and Technology","South East (England)","30","[c]","37390","31350"
"New entrant CS","2023","Unknown","White","Digital, Data and Technology","South West (England)","60","[c]","35010","32500"
"New entrant CS","2023","Unknown","White","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Digital, Data and Technology","Wales","35","[c]","39850","37760"
"New entrant CS","2023","Unknown","White","Digital, Data and Technology","West Midlands (England)","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Digital, Data and Technology","Yorkshire and The Humber","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Economics","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Economics","London","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Economics","North East (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Economics","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Economics","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Economics","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Economics","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Economics","Wales","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Finance","East of England","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Finance","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Finance","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Finance","North West (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Finance","Northern Ireland","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Finance","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Finance","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Finance","South East (England)","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Finance","South West (England)","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Finance","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Finance","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Geography","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Geography","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Human Resources","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Human Resources","East of England","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Human Resources","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Human Resources","North East (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Human Resources","North West (England)","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Human Resources","Scotland","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Human Resources","South East (England)","40","[c]","32000","27140"
"New entrant CS","2023","Unknown","White","Human Resources","South West (England)","55","[c]","28980","24630"
"New entrant CS","2023","Unknown","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Human Resources","Wales","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Human Resources","West Midlands (England)","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Human Resources","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Inspector of Education and Training","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Inspector of Education and Training","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Inspector of Education and Training","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Inspector of Education and Training","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Inspector of Education and Training","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Inspector of Education and Training","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Inspector of Education and Training","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Inspector of Education and Training","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Inspector of Education and Training","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Inspector of Education and Training","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Intelligence Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Intelligence Analysis","East of England","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Intelligence Analysis","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Intelligence Analysis","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Intelligence Analysis","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Intelligence Analysis","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Intelligence Analysis","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Intelligence Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Intelligence Analysis","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","International Trade","East of England","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","International Trade","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","International Trade","North East (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","International Trade","North West (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","International Trade","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","International Trade","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","International Trade","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","International Trade","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","International Trade","West Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","International Trade","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Knowledge and Information Management","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Knowledge and Information Management","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Knowledge and Information Management","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Legal","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Legal","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Legal","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Legal","North West (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Legal","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Legal","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Legal","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Legal","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Legal","Wales","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Legal","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Medicine","East Midlands (England)","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Medicine","East of England","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Medicine","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Medicine","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Medicine","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Medicine","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Medicine","South East (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Medicine","South West (England)","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Medicine","Wales","[c]","[c]","[c]","[c]"
