"Status","Year","Parent_department","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Cabinet Office","Operational Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","Male","Heterosexual / straight","55","50","44500","42440"
"In post","2023","Cabinet Office","Operational Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Policy","Female","Heterosexual / straight","145","140","49310","51290"
"In post","2023","Cabinet Office","Policy","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Policy","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Policy","Female","Unknown","35","35","54580","56430"
"In post","2023","Cabinet Office","Policy","Male","Heterosexual / straight","100","100","52520","52770"
"In post","2023","Cabinet Office","Policy","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Cabinet Office","Policy","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Policy","Male","Unknown","35","35","54460","55790"
"In post","2023","Cabinet Office","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Project Delivery","Female","Heterosexual / straight","95","95","47240","36680"
"In post","2023","Cabinet Office","Project Delivery","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Project Delivery","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Project Delivery","Female","Unknown","120","120","30660","28840"
"In post","2023","Cabinet Office","Project Delivery","Male","Heterosexual / straight","70","70","50390","38420"
"In post","2023","Cabinet Office","Project Delivery","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Project Delivery","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Project Delivery","Male","Unknown","85","85","33690","30130"
"In post","2023","Cabinet Office","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Property","Female","Heterosexual / straight","90","90","48150","50200"
"In post","2023","Cabinet Office","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Property","Female","Unknown","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Property","Male","Heterosexual / straight","110","105","54270","54050"
"In post","2023","Cabinet Office","Property","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Property","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Property","Male","Unknown","40","40","41240","30130"
"In post","2023","Cabinet Office","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Psychology","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Psychology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Psychology","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Psychology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Psychology","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Psychology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Psychology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Psychology","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","Female","Unknown","40","40","29570","28840"
"In post","2023","Cabinet Office","Science and Engineering","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","Male","Unknown","30","30","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Security","Female","Heterosexual / straight","110","105","40870","34760"
"In post","2023","Cabinet Office","Security","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Security","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Security","Female","Unknown","40","40","46040","35650"
"In post","2023","Cabinet Office","Security","Male","Heterosexual / straight","160","155","42780","34480"
"In post","2023","Cabinet Office","Security","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Security","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Security","Male","Unknown","40","35","41240","35740"
"In post","2023","Cabinet Office","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Social Research","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Social Research","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Social Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Social Research","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Social Research","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Social Research","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Social Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Social Research","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Social Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Social Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","Female","Unknown","35","35","29690","29480"
"In post","2023","Cabinet Office","Statistics","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","Male","Unknown","30","30","29790","28840"
"In post","2023","Cabinet Office","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Unknown","Female","Heterosexual / straight","1095","1050","42960","35650"
"In post","2023","Cabinet Office","Unknown","Female","LGBO","110","105","40080","35240"
"In post","2023","Cabinet Office","Unknown","Female","Undeclared","100","100","43750","36450"
"In post","2023","Cabinet Office","Unknown","Female","Unknown","660","650","39040","30130"
"In post","2023","Cabinet Office","Unknown","Male","Heterosexual / straight","735","730","47630","41870"
"In post","2023","Cabinet Office","Unknown","Male","LGBO","120","120","45790","38460"
"In post","2023","Cabinet Office","Unknown","Male","Undeclared","85","85","46710","43710"
"In post","2023","Cabinet Office","Unknown","Male","Unknown","470","465","41060","30130"
"In post","2023","Cabinet Office","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Commercial","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Commercial","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Counter Fraud","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Counter Fraud","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
